Mutations_id_mutation	Low_complexity_id_lc
52349	901
52350	901
52351	901
52352	901
52358	901
52359	901
52362	901
52363	901
52364	901
52365	901
52368	901
52369	901
52370	901
52371	901
52372	901
52373	901
52374	901
52375	901
52376	901
52379	901
52381	901
52384	901
52387	901
52388	901
52389	901
52393	901
52394	901
52395	901
52396	901
52399	901
52400	901
52401	901
52402	901
52403	901
52406	901
52407	901
52408	901
52409	901
52410	901
52412	901
52414	901
52415	901
52416	901
52418	901
52420	901
52421	901
52422	901
52425	901
52426	901
52428	901
52431	901
52432	901
52433	901
52434	901
52435	901
52437	901
52438	901
52439	901
52440	901
52441	901
52442	901
52443	901
52444	901
52445	901
52446	901
52447	901
52449	901
52451	901
52452	901
52454	901
52455	901
52456	901
52457	901
52458	901
52459	901
52461	901
52462	901
52463	901
52464	901
52465	901
52466	901
52470	901
52471	901
52472	901
52473	901
52474	901
52475	901
52476	901
52477	901
52478	901
52480	901
52481	901
52483	901
52484	901
52485	901
52486	901
52487	901
52488	901
52492	901
52493	901
52494	901
52495	901
52497	901
52498	901
52499	901
52500	901
52501	901
52504	901
52507	901
52508	901
52509	901
52510	901
52512	901
52513	901
52514	901
52515	901
52516	901
52517	901
52518	901
52519	901
52520	901
52529	901
2767	901
158857	901
158858	901
158859	901
158860	901
158861	901
158862	901
158865	901
158866	901
3518	901
3519	901
52564	907
52598	913
600	916
7685	916
7689	916
7691	916
52667	916
52697	916
52698	916
52733	916
52740	916
52743	916
52747	916
52759	916
52769	916
52770	916
52776	916
52777	916
52786	916
52809	916
52818	916
52831	916
52836	916
52861	916
52871	916
52872	916
52873	916
52888	916
52909	916
158881	916
601	918
603	918
7693	918
7694	918
7700	918
7701	918
7703	918
7706	918
7709	918
7710	918
7713	918
52912	918
52914	918
52930	918
52936	918
52937	918
52942	918
158890	918
158891	918
158893	918
158896	918
2554	919
2555	919
52948	922
52954	922
52961	923
52964	924
52966	924
52967	924
52969	924
52971	924
52973	924
605	928
52988	928
53033	931
7722	934
7727	934
53068	934
53071	934
53073	934
53077	934
53081	934
53108	934
53118	934
53129	934
53131	934
53139	934
53140	934
53146	934
53148	934
53149	934
53154	934
53155	934
53161	934
53162	934
53166	934
53179	934
53189	934
53220	934
53221	934
53222	934
53229	934
53230	934
53231	934
53269	934
53278	934
53279	934
53280	934
53305	934
53306	934
53326	934
53327	934
53354	934
608	940
609	940
610	940
7733	940
7734	940
53360	941
53369	950
53374	950
53376	950
53395	952
53413	956
7737	961
7740	961
7775	961
7782	961
53482	961
53506	961
53535	961
53575	961
53577	961
53584	961
53585	961
53593	961
53598	961
53619	961
53620	961
53638	961
53640	961
53645	961
53654	961
53686	961
53706	961
53729	961
53730	961
53734	961
53754	961
53760	961
53763	961
53767	961
53773	961
53832	961
53855	961
53882	961
53883	961
53885	961
53924	961
53936	961
53952	961
53969	961
53976	961
3525	961
7831	962
7999	962
8175	962
8270	962
8521	962
53989	962
53998	962
54116	962
54132	962
54218	962
54515	962
54520	962
54584	962
54624	962
54633	962
54704	962
54856	962
54857	962
54899	962
54932	962
55088	962
55169	962
55245	962
55247	962
55393	962
55461	962
55761	962
55762	962
55763	962
55854	962
55855	962
55856	962
56026	962
56027	962
56154	962
56155	962
56364	962
56365	962
56374	962
56544	962
2788	962
159013	962
159173	962
56693	965
662	966
56697	966
56700	966
56703	966
56708	966
56709	966
56712	966
56717	966
56726	966
56728	966
56739	966
56748	966
56749	966
56752	966
3530	966
56792	968
56793	968
56835	968
56837	968
56838	968
56845	968
56848	968
56853	968
56878	968
56891	968
667	969
56910	969
56911	969
56913	969
56914	969
8584	970
57056	970
57096	970
57150	970
57179	970
57180	970
57213	970
57238	970
57246	972
57247	972
8628	975
57277	975
57279	975
57283	975
57286	975
57291	975
57298	975
57315	975
57343	975
57346	975
57350	975
57351	975
57366	975
57466	979
57473	979
57474	979
57506	979
57520	980
57527	981
57530	981
57536	981
57540	981
57541	981
57543	981
57544	981
57545	981
57548	981
57550	981
57551	981
57552	982
57553	982
57554	982
57555	982
57558	982
57567	982
57581	982
57591	982
57599	982
57603	982
57608	982
57618	982
57643	982
57649	982
57659	982
57664	982
57668	982
57684	982
57689	982
57695	982
57697	982
2805	982
2494	984
57701	984
57702	984
57703	984
57711	988
57723	988
57725	988
57735	988
57743	988
57762	992
57765	992
57769	992
57798	1004
57808	1004
57829	1008
8642	1011
8643	1011
8647	1011
8651	1011
8653	1011
8656	1011
8657	1011
8658	1011
57837	1011
57838	1011
57840	1011
57841	1011
57842	1011
57844	1011
57847	1011
57856	1011
57857	1011
159400	1011
159404	1018
674	1020
679	1020
686	1020
687	1020
693	1020
696	1020
697	1020
700	1020
702	1020
705	1020
707	1020
714	1020
721	1020
723	1020
724	1020
725	1020
726	1020
733	1020
734	1020
738	1020
740	1020
8667	1020
8675	1020
8680	1020
8681	1020
8683	1020
8686	1020
8687	1020
8696	1020
8702	1020
8707	1020
8720	1020
8729	1020
8732	1020
8736	1020
8738	1020
8746	1020
8748	1020
8751	1020
8758	1020
8759	1020
8762	1020
8763	1020
8766	1020
8769	1020
8778	1020
8785	1020
8789	1020
8792	1020
8793	1020
8795	1020
8813	1020
8814	1020
8819	1020
8830	1020
8837	1020
8846	1020
8847	1020
8855	1020
8857	1020
8861	1020
8864	1020
8870	1020
8880	1020
8883	1020
8884	1020
8885	1020
8888	1020
8895	1020
8896	1020
8900	1020
8907	1020
8910	1020
8920	1020
8925	1020
8928	1020
8939	1020
8942	1020
8945	1020
8946	1020
8953	1020
8968	1020
8975	1020
8977	1020
8981	1020
8984	1020
8986	1020
8988	1020
9009	1020
9020	1020
9022	1020
9028	1020
9038	1020
9039	1020
9046	1020
9050	1020
9052	1020
9053	1020
9059	1020
9062	1020
9063	1020
9078	1020
9079	1020
9088	1020
9089	1020
9090	1020
9092	1020
9098	1020
9116	1020
9133	1020
9135	1020
9138	1020
9140	1020
9150	1020
9162	1020
9164	1020
9165	1020
9172	1020
9207	1020
9212	1020
57925	1020
57928	1020
57930	1020
57939	1020
57942	1020
57943	1020
57946	1020
57949	1020
57950	1020
57958	1020
57968	1020
57976	1020
57992	1020
57996	1020
57999	1020
58015	1020
58016	1020
58027	1020
58031	1020
58032	1020
58034	1020
58037	1020
58053	1020
58054	1020
58062	1020
58070	1020
58072	1020
58075	1020
58091	1020
58093	1020
58097	1020
58114	1020
58115	1020
58117	1020
58121	1020
58134	1020
58135	1020
58137	1020
58140	1020
58141	1020
58143	1020
58149	1020
58155	1020
58158	1020
58165	1020
58177	1020
58201	1020
58202	1020
58206	1020
58209	1020
58232	1020
58235	1020
58236	1020
58237	1020
58253	1020
58260	1020
58265	1020
58266	1020
58274	1020
58277	1020
58278	1020
58282	1020
58284	1020
58288	1020
58289	1020
58291	1020
58298	1020
58299	1020
58311	1020
58314	1020
58330	1020
58344	1020
58345	1020
58348	1020
58360	1020
58368	1020
58370	1020
58399	1020
58404	1020
58418	1020
58422	1020
58423	1020
58428	1020
58478	1020
58479	1020
58486	1020
58488	1020
58490	1020
58491	1020
58522	1020
58523	1020
58529	1020
58530	1020
58531	1020
58540	1020
58543	1020
58544	1020
58550	1020
58551	1020
58563	1020
58589	1020
58590	1020
58592	1020
58597	1020
58603	1020
58606	1020
58614	1020
58620	1020
58624	1020
58625	1020
58634	1020
58635	1020
58661	1020
58668	1020
58669	1020
58670	1020
58671	1020
58672	1020
58673	1020
58674	1020
58675	1020
58677	1020
58682	1020
58683	1020
58700	1020
58703	1020
58705	1020
58707	1020
58712	1020
58717	1020
58719	1020
58722	1020
58724	1020
58731	1020
58738	1020
58743	1020
58759	1020
58770	1020
58775	1020
58797	1020
58798	1020
58810	1020
58839	1020
58840	1020
58845	1020
58847	1020
58848	1020
58858	1020
58867	1020
58874	1020
58894	1020
58900	1020
58903	1020
58907	1020
58910	1020
58911	1020
58921	1020
58929	1020
58934	1020
58936	1020
58946	1020
58953	1020
58955	1020
58958	1020
58965	1020
58966	1020
58969	1020
58976	1020
58977	1020
58978	1020
59001	1020
59007	1020
59012	1020
59013	1020
59014	1020
59015	1020
59016	1020
59019	1020
59045	1020
59055	1020
59072	1020
59080	1020
59082	1020
59088	1020
59089	1020
59090	1020
59091	1020
59097	1020
59098	1020
59099	1020
59101	1020
59106	1020
59107	1020
59120	1020
59123	1020
59150	1020
59151	1020
59165	1020
59167	1020
59168	1020
59169	1020
59170	1020
59171	1020
59173	1020
59182	1020
59195	1020
59205	1020
59216	1020
59219	1020
59224	1020
59231	1020
59233	1020
59235	1020
59236	1020
59247	1020
59249	1020
59256	1020
59257	1020
59260	1020
59295	1020
59300	1020
59314	1020
59316	1020
59319	1020
59323	1020
59324	1020
59325	1020
59326	1020
59333	1020
59337	1020
59338	1020
59339	1020
59341	1020
59342	1020
59351	1020
59354	1020
59358	1020
59361	1020
59363	1020
59365	1020
59373	1020
59374	1020
59375	1020
59378	1020
59386	1020
59391	1020
59396	1020
59398	1020
59406	1020
59407	1020
59414	1020
59418	1020
59420	1020
59421	1020
59425	1020
59441	1020
59459	1020
59464	1020
59466	1020
59468	1020
59469	1020
59478	1020
59484	1020
59486	1020
59491	1020
59500	1020
59502	1020
59511	1020
59521	1020
59543	1020
59544	1020
59546	1020
59547	1020
59552	1020
59556	1020
59562	1020
59564	1020
59565	1020
59566	1020
59569	1020
59570	1020
59571	1020
59595	1020
59597	1020
59613	1020
59620	1020
59622	1020
59624	1020
59625	1020
59634	1020
59639	1020
59646	1020
59684	1020
59698	1020
59708	1020
59716	1020
59717	1020
59719	1020
59720	1020
59731	1020
59738	1020
59748	1020
59750	1020
59751	1020
59752	1020
59757	1020
59760	1020
59771	1020
59772	1020
59773	1020
59775	1020
59776	1020
59778	1020
59779	1020
59798	1020
59801	1020
59803	1020
59805	1020
59808	1020
59818	1020
59819	1020
59820	1020
59823	1020
59828	1020
59830	1020
59831	1020
59833	1020
59835	1020
59839	1020
59840	1020
59841	1020
59863	1020
59865	1020
59866	1020
59868	1020
59876	1020
59882	1020
59898	1020
59899	1020
59906	1020
59911	1020
59919	1020
59920	1020
59922	1020
59923	1020
59946	1020
59949	1020
59951	1020
59957	1020
59958	1020
59963	1020
59964	1020
59972	1020
59986	1020
59987	1020
59992	1020
59996	1020
59998	1020
60001	1020
60015	1020
60016	1020
60017	1020
60018	1020
60036	1020
60037	1020
60041	1020
60043	1020
60044	1020
60059	1020
60066	1020
60068	1020
60072	1020
60076	1020
60094	1020
60095	1020
60097	1020
60102	1020
60104	1020
60105	1020
60111	1020
60112	1020
60113	1020
60126	1020
60127	1020
60139	1020
60148	1020
60157	1020
60158	1020
60161	1020
60163	1020
60167	1020
60173	1020
60174	1020
60178	1020
60200	1020
60223	1020
60228	1020
60231	1020
60232	1020
60235	1020
60239	1020
60261	1020
60269	1020
60270	1020
60271	1020
60272	1020
60280	1020
60281	1020
60282	1020
60285	1020
60286	1020
60289	1020
60305	1020
60306	1020
60312	1020
60313	1020
60314	1020
60315	1020
60319	1020
60328	1020
60340	1020
60341	1020
60342	1020
60343	1020
60344	1020
60348	1020
60352	1020
60353	1020
60409	1020
60410	1020
60411	1020
60432	1020
60433	1020
60435	1020
60446	1020
60448	1020
60449	1020
60450	1020
60456	1020
60458	1020
60459	1020
60460	1020
60461	1020
60479	1020
60490	1020
60491	1020
60502	1020
60503	1020
60504	1020
60505	1020
60509	1020
60518	1020
60523	1020
60524	1020
60525	1020
60534	1020
60535	1020
60544	1020
60545	1020
60555	1020
60556	1020
60575	1020
60576	1020
60577	1020
60582	1020
60583	1020
60584	1020
60585	1020
60586	1020
60587	1020
60588	1020
60589	1020
60590	1020
60591	1020
60599	1020
60602	1020
60611	1020
60617	1020
60618	1020
60619	1020
60626	1020
60627	1020
60628	1020
60629	1020
60633	1020
60634	1020
60635	1020
60636	1020
60643	1020
60644	1020
60651	1020
60652	1020
60653	1020
60718	1020
60719	1020
60720	1020
60752	1020
60757	1020
60758	1020
60770	1020
60772	1020
60773	1020
60774	1020
60781	1020
60782	1020
60783	1020
60789	1020
60793	1020
60798	1020
60799	1020
60846	1020
60847	1020
60848	1020
60850	1020
60851	1020
60852	1020
60856	1020
60864	1020
60865	1020
60866	1020
60867	1020
60874	1020
60875	1020
60876	1020
60877	1020
60878	1020
60885	1020
60886	1020
60887	1020
60888	1020
60901	1020
60902	1020
60910	1020
60911	1020
60912	1020
60913	1020
60924	1020
60925	1020
60926	1020
60927	1020
60953	1020
60954	1020
60955	1020
60956	1020
60957	1020
60958	1020
60959	1020
60960	1020
60961	1020
60962	1020
60963	1020
60964	1020
60965	1020
60972	1020
60978	1020
61041	1020
61044	1020
61045	1020
61046	1020
61054	1020
61061	1020
61062	1020
61063	1020
61068	1020
61069	1020
61072	1020
61083	1020
61084	1020
61092	1020
61093	1020
61099	1020
61100	1020
61101	1020
61105	1020
61106	1020
61111	1020
61112	1020
61115	1020
61116	1020
61129	1020
61138	1020
61139	1020
61143	1020
61157	1020
61165	1020
61166	1020
61167	1020
61170	1020
61171	1020
61173	1020
61174	1020
61180	1020
61231	1020
61232	1020
61233	1020
61234	1020
61235	1020
61262	1020
61263	1020
61264	1020
61265	1020
61277	1020
61278	1020
61279	1020
61283	1020
61284	1020
61289	1020
61306	1020
61318	1020
61319	1020
61320	1020
61337	1020
61338	1020
61339	1020
61349	1020
61350	1020
61363	1020
61370	1020
61371	1020
61383	1020
61393	1020
61394	1020
61395	1020
61396	1020
61397	1020
61410	1020
61430	1020
61431	1020
61433	1020
61443	1020
61444	1020
61457	1020
61463	1020
61473	1020
61474	1020
61480	1020
61485	1020
61504	1020
61508	1020
61511	1020
61516	1020
61531	1020
61540	1020
61542	1020
61543	1020
61551	1020
61552	1020
61556	1020
61557	1020
61559	1020
61560	1020
61565	1020
61581	1020
61582	1020
61584	1020
61598	1020
61605	1020
61607	1020
61615	1020
61619	1020
61630	1020
61633	1020
61635	1020
61642	1020
61647	1020
61648	1020
61649	1020
61659	1020
61660	1020
61661	1020
61674	1020
61675	1020
61678	1020
61682	1020
61683	1020
61692	1020
2821	1020
2827	1020
2829	1020
2830	1020
159409	1020
159416	1020
159422	1020
159424	1020
159425	1020
159433	1020
159434	1020
159435	1020
159438	1020
159440	1020
159441	1020
159450	1020
159452	1020
159455	1020
159456	1020
159467	1020
159472	1020
159481	1020
159483	1020
159493	1020
159494	1020
159495	1020
159497	1020
159507	1020
159510	1020
159511	1020
159512	1020
159523	1020
159542	1020
159543	1020
159544	1020
159550	1020
159552	1020
159563	1020
159567	1020
159569	1020
159575	1020
159583	1020
159593	1020
159599	1020
159600	1020
159605	1020
159609	1020
159610	1020
159640	1020
159641	1020
159645	1020
159647	1020
159648	1020
159649	1020
159651	1020
159653	1020
159678	1020
159679	1020
159680	1020
159691	1020
159694	1020
159699	1020
159702	1020
159704	1020
3532	1020
3533	1020
3534	1020
3536	1020
3537	1020
3538	1020
3539	1020
3541	1020
3543	1020
3970	1020
3971	1020
23121	1020
23126	1020
23130	1020
23132	1020
23136	1020
23145	1020
23149	1020
23151	1020
23152	1020
23153	1020
23154	1020
23155	1020
23156	1020
23157	1020
743	1027
61705	1027
61708	1027
61728	1027
61735	1027
61736	1027
61746	1027
61751	1027
61752	1027
61757	1027
61758	1027
61766	1028
61770	1031
61772	1031
159715	1031
745	1034
747	1034
61787	1034
61792	1034
61796	1034
61809	1034
61813	1034
61817	1034
61820	1034
61846	1034
61874	1034
61880	1034
61892	1034
61895	1034
61897	1034
61899	1034
61904	1034
61919	1034
61920	1034
61925	1034
61940	1034
61946	1034
61947	1034
61948	1034
61949	1034
61958	1034
62013	1041
62020	1042
9218	1043
159721	1043
9224	1057
62102	1057
62104	1058
748	1060
750	1060
754	1060
62121	1060
62126	1060
62127	1060
62131	1060
62140	1060
62141	1060
62166	1065
62226	1068
62227	1068
62250	1077
62272	1077
62273	1077
62294	1077
62331	1083
62335	1083
62338	1083
159738	1083
62350	1085
62354	1088
62358	1090
62359	1090
2556	1094
9239	1094
62363	1094
9241	1096
62404	1096
62420	1096
62445	1104
62484	1113
62503	1113
9242	1115
62524	1115
9249	1118
62629	1123
62683	1123
62699	1123
62723	1123
159753	1123
62765	1124
62784	1125
62792	1125
62857	1135
62860	1135
62898	1135
62972	1146
62984	1146
63029	1146
63044	1146
63068	1146
63074	1146
63079	1146
63080	1146
63101	1146
63104	1146
63114	1146
63123	1146
63137	1146
63143	1146
63162	1152
63165	1152
63166	1152
770	1163
9307	1163
63227	1163
63238	1163
63239	1163
63305	1163
63306	1163
63360	1163
63361	1163
63362	1163
63418	1163
63433	1163
63434	1163
63464	1163
63465	1163
63488	1163
63489	1163
63490	1163
63558	1163
63564	1163
63575	1163
63576	1163
63607	1163
159807	1163
159808	1163
159828	1164
159835	1164
63676	1167
63677	1167
63680	1167
63682	1167
63684	1167
63686	1167
63687	1167
159840	1167
63697	1170
63749	1174
63792	1174
63973	1174
64069	1175
64086	1175
64091	1175
64110	1175
159915	1175
789	1176
790	1176
792	1176
793	1176
9449	1176
64118	1176
64123	1176
64125	1176
64127	1176
64128	1176
64129	1176
64130	1176
64131	1176
64134	1176
64135	1176
64136	1176
64139	1176
64140	1176
64141	1176
64142	1176
64143	1176
64144	1176
64148	1176
64149	1176
64152	1176
64154	1176
64155	1176
64156	1176
64161	1176
64162	1176
64163	1176
64164	1176
64166	1176
64168	1176
64169	1176
64170	1176
64171	1176
64172	1176
64174	1176
64175	1176
64176	1176
64180	1176
64181	1176
64182	1176
64183	1176
64184	1176
64185	1176
64186	1176
64187	1176
64192	1176
64193	1176
64194	1176
64197	1176
64198	1176
64199	1176
64200	1176
64201	1176
64202	1176
64203	1176
64208	1176
64212	1176
64214	1176
64215	1176
64217	1176
64219	1176
64222	1176
64224	1176
64225	1176
64226	1176
64227	1176
64228	1176
64229	1176
64230	1176
64231	1176
64232	1176
64239	1176
64240	1176
64249	1176
64251	1176
64253	1176
64257	1176
64259	1176
64261	1176
64262	1176
64263	1176
64267	1176
64268	1176
64269	1176
64270	1176
64271	1176
64273	1176
64274	1176
64286	1176
64289	1176
159927	1176
3555	1176
3556	1176
64292	1177
64293	1177
64294	1177
159928	1177
159929	1177
64322	1179
64326	1179
64341	1179
64355	1179
64359	1179
64380	1179
64387	1179
64388	1179
64412	1179
64417	1179
64420	1179
64421	1179
64423	1179
64427	1179
64429	1179
64432	1179
64450	1179
64451	1179
64455	1179
64463	1179
64465	1179
64467	1179
64468	1179
64488	1179
64490	1179
64496	1179
64500	1179
64501	1179
64513	1179
64514	1179
64527	1179
64535	1179
64537	1179
64577	1179
64598	1179
798	1183
799	1183
800	1183
801	1183
802	1183
803	1183
804	1183
805	1183
2557	1183
9457	1183
9458	1183
9459	1183
9460	1183
9461	1183
64622	1183
64623	1183
64625	1183
64629	1183
64630	1183
64631	1183
64632	1183
64633	1183
64635	1183
64637	1183
64639	1183
64640	1183
64641	1183
64642	1183
64643	1183
64644	1183
64646	1183
64648	1183
64649	1183
64650	1183
64651	1183
64652	1183
64653	1183
64654	1183
64660	1183
64661	1183
64662	1183
64664	1183
64666	1183
64667	1183
64668	1183
159942	1183
159944	1183
3557	1183
3558	1183
3559	1183
3560	1183
806	1185
807	1185
808	1185
809	1185
810	1185
811	1185
812	1185
813	1185
814	1185
815	1185
816	1185
9462	1185
9463	1185
9464	1185
9466	1185
9467	1185
9469	1185
64669	1185
64672	1185
64673	1185
64675	1185
64676	1185
64677	1185
64678	1185
64680	1185
64681	1185
64682	1185
64685	1185
64686	1185
64688	1185
64691	1185
64692	1185
64693	1185
64694	1185
64695	1185
64696	1185
64697	1185
64699	1185
64700	1185
64701	1185
64702	1185
64703	1185
64704	1185
64705	1185
64709	1185
64710	1185
64711	1185
64712	1185
64713	1185
64714	1185
64715	1185
64716	1185
64718	1185
64719	1185
64720	1185
64721	1185
64722	1185
64724	1185
64725	1185
64726	1185
64727	1185
64728	1185
64729	1185
64753	1185
64754	1185
64756	1185
64758	1185
64759	1185
64760	1185
64764	1185
64765	1185
64766	1185
64768	1185
64769	1185
64770	1185
64773	1185
64774	1185
64775	1185
64776	1185
64777	1185
64778	1185
64779	1185
64780	1185
64792	1185
64795	1185
64796	1185
64799	1185
64800	1185
64801	1185
64802	1185
64803	1185
64804	1185
64805	1185
64808	1185
64809	1185
64810	1185
64812	1185
64814	1185
64815	1185
64816	1185
64817	1185
64819	1185
64820	1185
64821	1185
64825	1185
64826	1185
64827	1185
64828	1185
64830	1185
64831	1185
64832	1185
64837	1185
64838	1185
64839	1185
64840	1185
64841	1185
64842	1185
64843	1185
64845	1185
64848	1185
64850	1185
64852	1185
64853	1185
64854	1185
64860	1185
64861	1185
64863	1185
64864	1185
64868	1185
64869	1185
64870	1185
64871	1185
64875	1185
64876	1185
64882	1185
64883	1185
64885	1185
64890	1185
64892	1185
64893	1185
64894	1185
64895	1185
64898	1185
64899	1185
64900	1185
64901	1185
64903	1185
64904	1185
64905	1185
64907	1185
64908	1185
64909	1185
64918	1185
64919	1185
64920	1185
64921	1185
64922	1185
64923	1185
64924	1185
64925	1185
64926	1185
64928	1185
64929	1185
64931	1185
64932	1185
64933	1185
64936	1185
64937	1185
64938	1185
64940	1185
64941	1185
64947	1185
64948	1185
64949	1185
64951	1185
64952	1185
64953	1185
64956	1185
64962	1185
64964	1185
64969	1185
64970	1185
64971	1185
64972	1185
64973	1185
64974	1185
64975	1185
64976	1185
64980	1185
64981	1185
64982	1185
64983	1185
64984	1185
64985	1185
64986	1185
64987	1185
65000	1185
65001	1185
65002	1185
65004	1185
65005	1185
65006	1185
65010	1185
65011	1185
65012	1185
65013	1185
65014	1185
65015	1185
65016	1185
65017	1185
65019	1185
65021	1185
65022	1185
65023	1185
65024	1185
65025	1185
65026	1185
65027	1185
65033	1185
65035	1185
65036	1185
65038	1185
65039	1185
65040	1185
65041	1185
65042	1185
65044	1185
65046	1185
65047	1185
65048	1185
65049	1185
65050	1185
65051	1185
65052	1185
65054	1185
65056	1185
65057	1185
65058	1185
65059	1185
65060	1185
65061	1185
65062	1185
65063	1185
65064	1185
65065	1185
65076	1185
65077	1185
65078	1185
65080	1185
65081	1185
65084	1185
65085	1185
65086	1185
65087	1185
65088	1185
65096	1185
65097	1185
65098	1185
65099	1185
65100	1185
65101	1185
65102	1185
65103	1185
65104	1185
65105	1185
65106	1185
65107	1185
65108	1185
65109	1185
65110	1185
65111	1185
65112	1185
65113	1185
65114	1185
65115	1185
65116	1185
65117	1185
65118	1185
65119	1185
65120	1185
65121	1185
65122	1185
65123	1185
65124	1185
65125	1185
65126	1185
65127	1185
65128	1185
65129	1185
65130	1185
65131	1185
65132	1185
65133	1185
65134	1185
65135	1185
65136	1185
65137	1185
65138	1185
65139	1185
65140	1185
65141	1185
65142	1185
65143	1185
65144	1185
65145	1185
65146	1185
65147	1185
65148	1185
65150	1185
65151	1185
65152	1185
65153	1185
65154	1185
65155	1185
65156	1185
65157	1185
65162	1185
65163	1185
65164	1185
65165	1185
65166	1185
65167	1185
65168	1185
65169	1185
65170	1185
65171	1185
65172	1185
65173	1185
65174	1185
65175	1185
65176	1185
65177	1185
65178	1185
65181	1185
65182	1185
65183	1185
65184	1185
65185	1185
65186	1185
65187	1185
65188	1185
65189	1185
65190	1185
65191	1185
65192	1185
65196	1185
65197	1185
65198	1185
65199	1185
65200	1185
65201	1185
65202	1185
65203	1185
65204	1185
65211	1185
65212	1185
65213	1185
65214	1185
65215	1185
65216	1185
65217	1185
65218	1185
65219	1185
65220	1185
65221	1185
65222	1185
65224	1185
65225	1185
65226	1185
65227	1185
65228	1185
65229	1185
65230	1185
65231	1185
65232	1185
65233	1185
65234	1185
65235	1185
65236	1185
65237	1185
65238	1185
65239	1185
65240	1185
65241	1185
65242	1185
65243	1185
65244	1185
65245	1185
65246	1185
65247	1185
65248	1185
65249	1185
65250	1185
65251	1185
65252	1185
65253	1185
65254	1185
65255	1185
65256	1185
65257	1185
65344	1185
65346	1185
65347	1185
65348	1185
65350	1185
65351	1185
65352	1185
65354	1185
3357	1185
3358	1185
159946	1185
159949	1185
159950	1185
159952	1185
159954	1185
159957	1185
159958	1185
159959	1185
3561	1185
3562	1185
3563	1185
65361	1187
65389	1187
65413	1187
65466	1187
65479	1187
65483	1187
65494	1187
65516	1187
65517	1187
159968	1187
159969	1187
65531	1188
65545	1188
65551	1188
65560	1191
65565	1191
9491	1192
9492	1192
65590	1192
65591	1192
65592	1192
65613	1192
65626	1192
65627	1192
65639	1192
65640	1192
65647	1192
65681	1192
65695	1194
65706	1196
65719	1196
65722	1196
65744	1198
831	1199
832	1199
838	1199
9514	1199
9553	1199
65816	1199
65851	1199
65852	1199
65857	1199
65885	1199
65901	1199
65903	1199
66012	1199
66023	1199
66024	1199
66037	1199
66050	1199
66070	1199
66076	1199
66084	1199
66107	1199
66114	1199
66125	1199
66137	1199
66141	1199
66163	1199
66164	1199
66165	1199
66167	1199
66168	1199
66212	1199
66213	1199
66214	1199
66215	1199
66222	1199
66223	1199
66254	1199
66255	1199
66284	1199
66285	1199
66286	1199
66287	1199
66290	1199
66318	1199
66330	1199
159995	1199
159996	1199
23182	1199
842	1200
843	1200
846	1200
847	1200
848	1200
9555	1200
9557	1200
66369	1200
66370	1200
66404	1200
66417	1200
66420	1200
66433	1200
66441	1200
66442	1200
66448	1200
66480	1200
66492	1200
66493	1200
66506	1200
66517	1200
66519	1200
66552	1200
66555	1200
66558	1200
2847	1200
3567	1200
3568	1200
3569	1200
3571	1200
66561	1202
66563	1202
9572	1205
9591	1205
9597	1205
9616	1205
9623	1205
66621	1205
66623	1205
66637	1205
66688	1205
160067	1205
66828	1207
66887	1207
66889	1207
66895	1207
66904	1207
66990	1207
66991	1207
66992	1207
66993	1207
66994	1207
9639	1208
887	1212
895	1212
896	1212
905	1212
906	1212
911	1212
913	1212
921	1212
9668	1212
9669	1212
9696	1212
9697	1212
9700	1212
9701	1212
9702	1212
9703	1212
9707	1212
9708	1212
9715	1212
9718	1212
9719	1212
9757	1212
9758	1212
9810	1212
9811	1212
9813	1212
9841	1212
9842	1212
9843	1212
9844	1212
9845	1212
9846	1212
9847	1212
9849	1212
9876	1212
9877	1212
9878	1212
9879	1212
9880	1212
9881	1212
9882	1212
10078	1212
10079	1212
10080	1212
10081	1212
10082	1212
10083	1212
10084	1212
10099	1212
10101	1212
10102	1212
10103	1212
10104	1212
10105	1212
10106	1212
10107	1212
10108	1212
10158	1212
10159	1212
10160	1212
10161	1212
10162	1212
10163	1212
10196	1212
10197	1212
10198	1212
10215	1212
10216	1212
10217	1212
10319	1212
10326	1212
10339	1212
10351	1212
10376	1212
10407	1212
10409	1212
10410	1212
10411	1212
10422	1212
10423	1212
10430	1212
10458	1212
10459	1212
10464	1212
10474	1212
10495	1212
10502	1212
10503	1212
10540	1212
10550	1212
10560	1212
10565	1212
10582	1212
10590	1212
10618	1212
10624	1212
10677	1212
10678	1212
10679	1212
10680	1212
10681	1212
10692	1212
10693	1212
10707	1212
10708	1212
10709	1212
10710	1212
10711	1212
10712	1212
10713	1212
10714	1212
10747	1212
10753	1212
10754	1212
10866	1212
10867	1212
10868	1212
10869	1212
10870	1212
10871	1212
10872	1212
10873	1212
10889	1212
10890	1212
10891	1212
10892	1212
10907	1212
10926	1212
10927	1212
10928	1212
11017	1212
11025	1212
11044	1212
11056	1212
11061	1212
11062	1212
11067	1212
11082	1212
11098	1212
11113	1212
11118	1212
11123	1212
11142	1212
11147	1212
11154	1212
11173	1212
11180	1212
11194	1212
11203	1212
11210	1212
11234	1212
11242	1212
11243	1212
11244	1212
11245	1212
11256	1212
11257	1212
11258	1212
11261	1212
11305	1212
11326	1212
11327	1212
11361	1212
11364	1212
11365	1212
11385	1212
11392	1212
11396	1212
11411	1212
11413	1212
11414	1212
11433	1212
11439	1212
11470	1212
