Mutations_id_mutation	Proteins_has_pfam_domains_Proteins_id_protein	Proteins_has_pfam_domains_pfam_domains_pfam_id
9407	1174	2328
9408	1174	2328
9409	1174	2328
9410	1174	2328
9411	1174	2328
9412	1174	2326
9413	1174	2329
9414	1174	1365
9416	1174	2329
9417	1174	2326
9418	1174	2328
9421	1174	1365
9422	1174	1365
9424	1174	1365
9425	1174	2328
9427	1174	2329
9428	1174	2328
9429	1174	2329
63705	1174	1365
63706	1174	1365
63707	1174	1365
63708	1174	2328
63709	1174	2328
63710	1174	2326
63711	1174	2328
63712	1174	2328
63713	1174	2328
63714	1174	2328
63715	1174	2329
63716	1174	2329
63717	1174	1365
63718	1174	1365
63719	1174	1365
63720	1174	1365
63721	1174	2328
63722	1174	2328
63723	1174	1365
63724	1174	1365
63725	1174	1365
63726	1174	2328
63727	1174	1365
63729	1174	2326
63730	1174	2328
63731	1174	2328
63732	1174	2328
63734	1174	2329
63735	1174	1365
63737	1174	2329
63738	1174	1365
63739	1174	1365
63742	1174	2328
63743	1174	1365
63744	1174	1365
63745	1174	2329
63746	1174	2328
63747	1174	2329
63748	1174	2329
63749	1174	1365
63750	1174	1365
63751	1174	2328
63752	1174	2328
63753	1174	2328
63755	1174	2328
63756	1174	2328
63758	1174	2329
63761	1174	1365
63762	1174	1365
63763	1174	1365
63764	1174	2326
63765	1174	2326
63766	1174	2326
63767	1174	2328
63768	1174	2328
63769	1174	2328
63770	1174	2328
63771	1174	2329
63772	1174	2328
63773	1174	2329
63774	1174	2329
63775	1174	1365
63776	1174	1365
63778	1174	1365
63781	1174	2329
63782	1174	1365
63783	1174	1365
63784	1174	1365
63785	1174	2328
63786	1174	1365
63787	1174	1365
63789	1174	1365
63790	1174	2329
63791	1174	2329
63792	1174	1365
63794	1174	1365
63795	1174	2328
63796	1174	1365
63797	1174	2328
63798	1174	2328
63800	1174	2326
63801	1174	2329
63802	1174	2329
63803	1174	2328
63804	1174	2328
63805	1174	2328
63806	1174	1365
63807	1174	1365
63808	1174	1365
63809	1174	2326
63810	1174	2328
63811	1174	2328
63812	1174	2329
63813	1174	1365
63814	1174	1365
63815	1174	1365
63816	1174	2329
63817	1174	1365
63818	1174	2329
63819	1174	2329
63820	1174	1365
63821	1174	1365
63822	1174	1365
63823	1174	1365
63824	1174	1365
63825	1174	1365
63826	1174	1365
63827	1174	1365
63828	1174	2328
63830	1174	2329
63831	1174	1365
63832	1174	1365
63833	1174	2326
63837	1174	2329
63838	1174	1365
63839	1174	2328
63840	1174	2328
63841	1174	2328
63842	1174	2328
63843	1174	2328
63845	1174	2329
63846	1174	1365
63847	1174	1365
63848	1174	1365
63849	1174	1365
63850	1174	2326
63851	1174	2326
63852	1174	2328
63853	1174	2328
63854	1174	2328
63855	1174	2328
63856	1174	2328
63857	1174	2328
63858	1174	2328
63860	1174	2329
63862	1174	1365
63863	1174	1365
63864	1174	1365
63865	1174	1365
63866	1174	2326
63867	1174	2326
63868	1174	2326
63869	1174	2328
63870	1174	2328
63871	1174	1365
63872	1174	1365
63873	1174	1365
63874	1174	1365
63875	1174	2326
63876	1174	2326
63878	1174	2329
63879	1174	2329
63880	1174	1365
63881	1174	1365
63882	1174	2326
63883	1174	2328
63884	1174	2328
63885	1174	2329
63887	1174	2329
63888	1174	1365
63890	1174	2328
63891	1174	2328
63892	1174	2328
63893	1174	2328
63894	1174	2328
63895	1174	2328
63896	1174	2328
63897	1174	2328
63898	1174	2328
63906	1174	2329
63907	1174	2329
63908	1174	2329
63909	1174	2329
63910	1174	2329
63911	1174	2329
63912	1174	2329
63913	1174	2329
63916	1174	1365
63917	1174	1365
63918	1174	1365
63919	1174	1365
63920	1174	1365
63921	1174	1365
63922	1174	1365
63923	1174	1365
63924	1174	1365
63925	1174	1365
63926	1174	1365
63927	1174	1365
63928	1174	1365
63929	1174	1365
63930	1174	1365
63931	1174	1365
63932	1174	1365
63933	1174	2328
63934	1174	2329
63935	1174	2326
63936	1174	2329
63938	1174	1365
63942	1174	2326
63943	1174	2328
63944	1174	2328
63945	1174	2328
63946	1174	2328
63947	1174	2328
63948	1174	2328
63949	1174	2328
63950	1174	2328
63951	1174	2328
63952	1174	2328
63953	1174	2328
63955	1174	2329
63956	1174	2329
63957	1174	2329
63958	1174	2329
63959	1174	2329
63960	1174	2329
63961	1174	2329
63962	1174	2329
63964	1174	1365
63965	1174	1365
63966	1174	1365
63967	1174	1365
63968	1174	1365
63969	1174	1365
63970	1174	1365
63971	1174	1365
63972	1174	1365
63973	1174	1365
63974	1174	1365
63975	1174	1365
63976	1174	1365
63977	1174	2328
63978	1174	2329
63979	1174	2328
63980	1174	2329
63981	1174	1365
63982	1174	1365
63983	1174	1365
63984	1174	2326
63985	1174	2328
63986	1174	2328
63990	1174	2329
63991	1174	2329
63992	1174	2329
63993	1174	2329
63994	1174	2329
63996	1174	1365
63997	1174	1365
63998	1174	1365
63999	1174	2326
64000	1174	2328
64001	1174	2328
64002	1174	2328
64005	1174	2329
64006	1174	2329
64007	1174	2329
64008	1174	2329
64009	1174	1365
64010	1174	1365
64011	1174	1365
64013	1174	2326
64014	1174	2328
64015	1174	2328
64016	1174	2328
64018	1174	2329
64019	1174	2329
64023	1174	1365
64024	1174	1365
64025	1174	1365
64026	1174	1365
64027	1174	1365
64030	1174	2326
64031	1174	2326
64032	1174	2326
64033	1174	2326
64034	1174	2328
64035	1174	2328
64036	1174	2328
64037	1174	2328
64038	1174	2328
64040	1174	2329
64041	1174	2329
64042	1174	2329
64043	1174	2329
64044	1174	2329
64047	1174	1365
64048	1174	1365
64049	1174	1365
64050	1174	1365
64051	1174	1365
64052	1174	1365
64053	1174	1365
2840	1174	1365
2841	1174	2328
2842	1174	2329
159841	1174	1365
159844	1174	2328
159845	1174	1365
159846	1174	2329
159847	1174	1365
159848	1174	2326
159849	1174	2326
159850	1174	2326
159851	1174	1365
159852	1174	1365
159853	1174	2326
159854	1174	2328
159856	1174	2326
159857	1174	2326
159858	1174	2328
159860	1174	2329
159862	1174	1365
159863	1174	1365
159864	1174	1365
159865	1174	1365
159866	1174	2326
159867	1174	2328
159868	1174	2328
159869	1174	2328
159870	1174	2328
159871	1174	1365
159872	1174	2328
159873	1174	2326
159874	1174	1365
159875	1174	1365
159876	1174	2328
159877	1174	1365
159878	1174	2328
159879	1174	2329
159880	1174	2328
159881	1174	2328
159883	1174	2329
159884	1174	2329
159885	1174	1365
159886	1174	1365
159887	1174	1365
159888	1174	2328
159890	1174	1365
159891	1174	1365
159892	1174	2328
159893	1174	2329
159894	1174	1365
159895	1174	1365
159896	1174	1365
159897	1174	2328
159899	1174	1365
159900	1174	2329
159901	1174	2328
159902	1174	1365
3554	1174	2328
23168	1174	2328
23169	1174	2328
23170	1174	1365
23171	1174	2328
23172	1174	2326
23173	1174	1365
9431	1175	633
9435	1175	633
9440	1175	633
9441	1175	633
9442	1175	633
64054	1175	633
64056	1175	633
64058	1175	633
64059	1175	633
64060	1175	633
64061	1175	633
64062	1175	633
64063	1175	633
64067	1175	633
64074	1175	633
64076	1175	633
64080	1175	633
64082	1175	633
64083	1175	633
64085	1175	633
64089	1175	633
64092	1175	633
64093	1175	633
64094	1175	633
64096	1175	633
64098	1175	633
64099	1175	633
64100	1175	633
64101	1175	633
64105	1175	633
64106	1175	633
64109	1175	633
64113	1175	633
159905	1175	633
159908	1175	633
159909	1175	633
159910	1175	633
159911	1175	633
159912	1175	633
159913	1175	633
159917	1175	633
159918	1175	633
159919	1175	633
159920	1175	633
159922	1175	633
159923	1175	633
159924	1175	633
789	1176	635
790	1176	635
791	1176	43
792	1176	635
793	1176	635
794	1176	845
9449	1176	635
64115	1176	635
64116	1176	635
64117	1176	43
64118	1176	635
64119	1176	635
64120	1176	43
64121	1176	43
64122	1176	43
64123	1176	635
64124	1176	43
64125	1176	635
64126	1176	635
64127	1176	635
64128	1176	635
64129	1176	635
64130	1176	635
64131	1176	635
64134	1176	635
64135	1176	635
64136	1176	635
64137	1176	635
64138	1176	635
64139	1176	635
64140	1176	635
64141	1176	635
64142	1176	635
64143	1176	635
64144	1176	635
64145	1176	43
64148	1176	635
64149	1176	635
64150	1176	635
64151	1176	635
64152	1176	635
64153	1176	635
64154	1176	635
64155	1176	635
64156	1176	635
64157	1176	43
64158	1176	43
64159	1176	845
64160	1176	635
64161	1176	635
64162	1176	635
64163	1176	635
64164	1176	635
64165	1176	635
64166	1176	635
64167	1176	43
64168	1176	635
64169	1176	635
64170	1176	635
64171	1176	635
64172	1176	635
64173	1176	635
64174	1176	635
64175	1176	635
64176	1176	635
64177	1176	635
64178	1176	43
64179	1176	43
64180	1176	635
64181	1176	635
64182	1176	635
64183	1176	635
64184	1176	635
64185	1176	635
64186	1176	635
64187	1176	635
64189	1176	43
64190	1176	845
64191	1176	43
64192	1176	635
64193	1176	635
64194	1176	635
64195	1176	43
64196	1176	43
64197	1176	635
64198	1176	635
64199	1176	635
64200	1176	635
64201	1176	635
64202	1176	635
64203	1176	635
64204	1176	43
64205	1176	845
64206	1176	845
64208	1176	635
64209	1176	43
64211	1176	43
64212	1176	635
64213	1176	635
64214	1176	635
64215	1176	635
64216	1176	43
64217	1176	635
64218	1176	43
64219	1176	635
64220	1176	43
64221	1176	635
64222	1176	635
64223	1176	635
64224	1176	635
64225	1176	635
64226	1176	635
64227	1176	635
64228	1176	635
64229	1176	635
64230	1176	635
64231	1176	635
64232	1176	635
64234	1176	43
64235	1176	43
64236	1176	43
64238	1176	845
64239	1176	635
64240	1176	635
64241	1176	635
64242	1176	635
64243	1176	635
64245	1176	43
64246	1176	845
64247	1176	845
64248	1176	845
64249	1176	635
64250	1176	43
64251	1176	635
64252	1176	635
64253	1176	635
64254	1176	635
64255	1176	43
64257	1176	635
64258	1176	43
64259	1176	635
64260	1176	43
64261	1176	635
64262	1176	635
64263	1176	635
64264	1176	635
64265	1176	43
64267	1176	635
64268	1176	635
64269	1176	635
64270	1176	635
64271	1176	635
64272	1176	635
64273	1176	635
64274	1176	635
64275	1176	635
64276	1176	43
64277	1176	43
64278	1176	43
64279	1176	43
64280	1176	43
64281	1176	43
64282	1176	845
64283	1176	845
64284	1176	43
64285	1176	635
64286	1176	635
64287	1176	43
64288	1176	635
64289	1176	635
159926	1176	43
159927	1176	635
3555	1176	635
3556	1176	635
64290	1177	43
64292	1177	635
64293	1177	635
64294	1177	635
64295	1177	635
159928	1177	635
159929	1177	635
64296	1178	2903
795	1179	244
9451	1179	1674
9452	1179	1674
9453	1179	1674
9454	1179	1674
9455	1179	244
9456	1179	177
64298	1179	244
64299	1179	244
64300	1179	244
64301	1179	244
64302	1179	244
64303	1179	244
64304	1179	244
64305	1179	244
64306	1179	244
64307	1179	244
64308	1179	244
64309	1179	244
64310	1179	244
64314	1179	244
64315	1179	177
64316	1179	177
64317	1179	244
64318	1179	1674
64319	1179	244
64320	1179	244
64321	1179	244
64324	1179	244
64325	1179	244
64326	1179	244
64327	1179	1674
64328	1179	177
64329	1179	177
64331	1179	244
64334	1179	177
64335	1179	177
64336	1179	177
64337	1179	244
64338	1179	244
64339	1179	244
64340	1179	244
64342	1179	244
64343	1179	244
64345	1179	1674
64346	1179	1674
64347	1179	177
64348	1179	177
64349	1179	177
64350	1179	177
64351	1179	177
64352	1179	177
64353	1179	177
64354	1179	177
64356	1179	244
64357	1179	244
64358	1179	244
64359	1179	244
64360	1179	244
64361	1179	244
64362	1179	244
64363	1179	244
64364	1179	244
64365	1179	244
64366	1179	244
64368	1179	1674
64369	1179	1674
64370	1179	1674
64372	1179	177
64373	1179	244
64374	1179	1674
64375	1179	1674
64376	1179	244
64377	1179	244
64381	1179	244
64382	1179	244
64383	1179	1674
64384	1179	244
64385	1179	177
64386	1179	244
64388	1179	244
64390	1179	244
64391	1179	177
64392	1179	244
64393	1179	244
64394	1179	177
64395	1179	177
64396	1179	244
64397	1179	244
64398	1179	244
64399	1179	177
64400	1179	244
64401	1179	244
64403	1179	244
64404	1179	244
64405	1179	244
64406	1179	1674
64407	1179	244
64408	1179	244
64410	1179	244
64411	1179	244
64412	1179	244
64413	1179	244
64414	1179	1674
64417	1179	177
64418	1179	244
64419	1179	177
64420	1179	244
64421	1179	177
64422	1179	244
64424	1179	177
64425	1179	177
64426	1179	244
64427	1179	244
64428	1179	244
64430	1179	244
64431	1179	244
64432	1179	244
64433	1179	244
64434	1179	244
64435	1179	244
64438	1179	244
64439	1179	1674
64440	1179	177
64441	1179	177
64442	1179	244
64445	1179	177
64446	1179	177
64447	1179	244
64449	1179	177
64452	1179	244
64454	1179	177
64456	1179	177
64457	1179	244
64458	1179	244
64459	1179	244
64460	1179	1674
64461	1179	177
64462	1179	244
64464	1179	244
64465	1179	244
64466	1179	244
64467	1179	244
64469	1179	244
64470	1179	244
64471	1179	244
64472	1179	244
64474	1179	244
64475	1179	177
64476	1179	244
64477	1179	244
64478	1179	177
64479	1179	244
64481	1179	177
64482	1179	244
64483	1179	1674
64484	1179	1674
64485	1179	244
64486	1179	244
64487	1179	1674
64488	1179	244
64489	1179	244
64490	1179	244
64491	1179	244
64492	1179	244
64493	1179	1674
64495	1179	244
64496	1179	244
64498	1179	244
64499	1179	177
64500	1179	244
64501	1179	244
64502	1179	244
64503	1179	244
64504	1179	1674
64505	1179	1674
64506	1179	244
64507	1179	177
64509	1179	177
64510	1179	244
64511	1179	244
64512	1179	244
64515	1179	244
64516	1179	177
64517	1179	177
64518	1179	244
64519	1179	244
64520	1179	244
64522	1179	177
64523	1179	177
64524	1179	177
64525	1179	177
64526	1179	177
64527	1179	177
64528	1179	244
64529	1179	244
64530	1179	244
64531	1179	244
64532	1179	244
64533	1179	244
64534	1179	244
64535	1179	244
64536	1179	244
64537	1179	244
64540	1179	1674
64541	1179	1674
64543	1179	177
64545	1179	1674
64546	1179	244
64547	1179	244
64548	1179	177
64549	1179	244
64550	1179	244
64551	1179	244
64554	1179	177
64555	1179	177
64556	1179	177
64557	1179	244
64558	1179	244
64559	1179	244
64560	1179	244
64561	1179	244
64562	1179	244
64563	1179	244
64564	1179	244
64565	1179	244
64568	1179	244
64572	1179	1674
64573	1179	177
64574	1179	244
64575	1179	244
64576	1179	244
64577	1179	244
64578	1179	244
64579	1179	244
64580	1179	244
64581	1179	244
64582	1179	177
64583	1179	177
64584	1179	177
64585	1179	244
64586	1179	244
64587	1179	244
64588	1179	1674
64589	1179	1674
64590	1179	1674
64591	1179	177
64592	1179	177
64593	1179	244
64594	1179	244
64596	1179	177
64597	1179	177
64598	1179	244
64599	1179	244
64600	1179	244
64601	1179	244
64602	1179	244
64603	1179	1674
64604	1179	177
64605	1179	244
64606	1179	244
64607	1179	244
64608	1179	1674
64609	1179	177
159930	1179	244
159931	1179	244
159932	1179	1674
159934	1179	244
159936	1179	1674
159937	1179	177
159938	1179	244
159939	1179	177
159941	1179	244
64626	1183	345
64664	1183	345
159943	1183	50
23175	1183	50
806	1185	635
807	1185	635
808	1185	635
809	1185	635
810	1185	635
811	1185	635
812	1185	635
813	1185	635
814	1185	635
815	1185	635
816	1185	635
817	1185	635
9462	1185	635
9463	1185	635
9464	1185	635
9466	1185	635
9467	1185	635
9469	1185	635
64669	1185	635
64670	1185	635
64671	1185	43
64672	1185	635
64673	1185	635
64675	1185	635
64676	1185	635
64677	1185	635
64678	1185	635
64679	1185	43
64680	1185	635
64681	1185	635
64682	1185	635
64683	1185	43
64684	1185	43
64685	1185	635
64686	1185	635
64688	1185	635
64690	1185	635
64691	1185	635
64692	1185	635
64693	1185	635
64694	1185	635
64695	1185	635
64696	1185	635
64697	1185	635
64698	1185	635
64699	1185	635
64700	1185	635
64701	1185	635
64702	1185	635
64703	1185	635
64704	1185	635
64705	1185	635
64706	1185	635
64707	1185	635
64708	1185	635
64709	1185	635
64710	1185	635
64711	1185	635
64712	1185	635
64713	1185	635
64714	1185	635
64715	1185	635
64716	1185	635
64717	1185	635
64718	1185	635
64719	1185	635
64720	1185	635
64721	1185	635
64722	1185	635
64723	1185	635
64724	1185	635
64725	1185	635
64726	1185	635
64727	1185	635
64728	1185	635
64729	1185	635
64730	1185	43
64731	1185	43
64732	1185	43
64733	1185	43
64734	1185	43
64735	1185	43
64736	1185	43
64737	1185	43
64738	1185	43
64739	1185	43
64740	1185	43
64741	1185	43
64742	1185	43
64743	1185	43
64744	1185	43
64745	1185	43
64746	1185	43
64747	1185	43
64748	1185	43
64749	1185	43
64750	1185	845
64751	1185	845
64753	1185	635
64754	1185	635
64755	1185	43
64756	1185	635
64757	1185	43
64758	1185	635
64759	1185	635
64760	1185	635
64761	1185	43
64762	1185	43
64763	1185	43
64764	1185	635
64765	1185	635
64766	1185	635
64767	1185	635
64768	1185	635
64769	1185	635
64770	1185	635
64771	1185	635
64772	1185	635
64773	1185	635
64774	1185	635
64775	1185	635
64776	1185	635
64777	1185	635
64778	1185	635
64779	1185	635
64780	1185	635
64781	1185	43
64782	1185	43
64783	1185	43
64784	1185	43
64785	1185	43
64786	1185	43
64787	1185	43
64788	1185	43
64789	1185	43
64790	1185	845
64791	1185	845
64792	1185	635
64793	1185	845
64794	1185	43
64795	1185	635
64796	1185	635
64797	1185	43
64798	1185	43
64799	1185	635
64800	1185	635
64801	1185	635
64802	1185	635
64803	1185	635
64804	1185	635
64805	1185	635
64806	1185	43
64807	1185	635
64808	1185	635
64809	1185	635
64810	1185	635
64811	1185	635
64812	1185	635
64813	1185	635
64814	1185	635
64815	1185	635
64816	1185	635
64817	1185	635
64818	1185	43
64819	1185	635
64820	1185	635
64821	1185	635
64822	1185	635
64823	1185	43
64825	1185	635
64826	1185	635
64827	1185	635
64828	1185	635
64829	1185	43
64830	1185	635
64831	1185	635
64832	1185	635
64833	1185	43
64834	1185	43
64836	1185	635
64837	1185	635
64838	1185	635
64839	1185	635
64840	1185	635
64841	1185	635
64842	1185	635
64843	1185	635
64844	1185	43
64845	1185	635
64847	1185	43
64848	1185	635
64849	1185	635
64850	1185	635
64851	1185	845
64852	1185	635
64853	1185	635
64854	1185	635
64855	1185	635
64856	1185	635
64857	1185	43
64858	1185	43
64859	1185	43
64860	1185	635
64861	1185	635
64862	1185	635
64863	1185	635
64864	1185	635
64865	1185	43
64866	1185	43
64868	1185	635
64869	1185	635
64870	1185	635
64871	1185	635
64874	1185	43
64875	1185	635
64876	1185	635
64877	1185	43
64878	1185	43
64879	1185	43
64880	1185	43
64881	1185	635
64882	1185	635
64883	1185	635
64885	1185	635
64886	1185	43
64887	1185	43
64888	1185	43
64889	1185	43
64890	1185	635
64892	1185	635
64893	1185	635
64894	1185	635
64895	1185	635
64896	1185	635
64897	1185	635
64898	1185	635
64899	1185	635
64900	1185	635
64901	1185	635
64902	1185	635
64903	1185	635
64904	1185	635
64905	1185	635
64906	1185	635
64907	1185	635
64908	1185	635
64909	1185	635
64911	1185	43
64912	1185	43
64913	1185	43
64915	1185	845
64916	1185	43
64917	1185	43
64918	1185	635
64919	1185	635
64920	1185	635
64921	1185	635
64922	1185	635
64923	1185	635
64924	1185	635
64925	1185	635
64926	1185	635
64927	1185	635
64928	1185	635
64929	1185	635
64930	1185	43
64931	1185	635
64932	1185	635
64933	1185	635
64934	1185	635
64935	1185	635
64936	1185	635
64937	1185	635
64938	1185	635
64939	1185	635
64940	1185	635
64941	1185	635
64942	1185	635
64943	1185	43
64944	1185	43
64945	1185	43
64946	1185	43
64947	1185	635
64948	1185	635
64949	1185	635
64951	1185	635
64952	1185	635
64953	1185	635
64954	1185	43
64955	1185	43
64956	1185	635
64958	1185	43
64959	1185	43
64960	1185	43
64961	1185	43
64962	1185	635
64963	1185	43
64964	1185	635
64966	1185	635
64967	1185	43
64968	1185	43
64969	1185	635
64970	1185	635
64971	1185	635
64972	1185	635
64973	1185	635
64974	1185	635
64975	1185	635
64976	1185	635
64977	1185	635
64978	1185	635
64979	1185	635
64980	1185	635
64981	1185	635
64982	1185	635
64983	1185	635
64984	1185	635
64985	1185	635
64986	1185	635
64987	1185	635
64989	1185	43
64990	1185	43
64991	1185	43
64992	1185	43
64993	1185	43
64994	1185	43
64995	1185	43
64996	1185	845
64997	1185	845
64998	1185	845
65000	1185	635
65001	1185	635
65002	1185	635
65004	1185	635
65005	1185	635
65006	1185	635
65007	1185	43
65008	1185	43
65009	1185	43
65010	1185	635
65011	1185	635
65012	1185	635
65013	1185	635
65014	1185	635
65015	1185	635
65016	1185	635
65017	1185	635
65018	1185	635
65019	1185	635
65020	1185	635
65021	1185	635
65022	1185	635
65023	1185	635
65024	1185	635
65025	1185	635
65026	1185	635
65027	1185	635
65028	1185	43
65029	1185	43
65030	1185	43
65031	1185	43
65032	1185	43
65033	1185	635
65035	1185	635
65036	1185	635
65038	1185	635
65039	1185	635
65040	1185	635
65041	1185	635
65042	1185	635
65044	1185	635
65045	1185	43
65046	1185	635
65047	1185	635
65048	1185	635
65049	1185	635
65050	1185	635
65051	1185	635
65052	1185	635
65053	1185	635
65054	1185	635
65055	1185	635
65056	1185	635
65057	1185	635
65058	1185	635
65059	1185	635
65060	1185	635
65061	1185	635
65062	1185	635
65063	1185	635
65064	1185	635
65065	1185	635
65067	1185	43
65068	1185	43
65069	1185	43
65070	1185	43
65071	1185	43
65072	1185	43
65073	1185	43
65075	1185	43
65076	1185	635
65077	1185	635
65078	1185	635
65079	1185	635
65080	1185	635
65081	1185	635
65082	1185	43
65083	1185	43
65084	1185	635
65085	1185	635
65086	1185	635
65087	1185	635
65088	1185	635
65096	1185	635
65097	1185	635
65098	1185	635
65099	1185	635
65100	1185	635
65101	1185	635
65102	1185	635
65103	1185	635
65104	1185	635
65105	1185	635
65106	1185	635
65107	1185	635
65108	1185	635
65109	1185	635
65110	1185	635
65111	1185	635
65112	1185	635
65113	1185	635
65114	1185	635
65115	1185	635
65116	1185	635
65117	1185	635
65118	1185	635
65119	1185	635
65120	1185	635
65121	1185	635
65122	1185	635
65123	1185	635
65124	1185	635
65125	1185	635
65126	1185	635
65127	1185	635
65128	1185	635
65129	1185	635
65130	1185	635
65131	1185	635
65132	1185	635
65133	1185	635
65134	1185	635
65135	1185	635
65136	1185	635
65137	1185	635
65138	1185	635
65139	1185	635
65140	1185	635
65141	1185	635
65142	1185	635
65143	1185	635
65144	1185	635
65145	1185	635
65146	1185	635
65147	1185	635
65148	1185	635
65149	1185	635
65150	1185	635
65151	1185	635
65152	1185	635
65153	1185	635
65154	1185	635
65155	1185	635
65156	1185	635
65157	1185	635
65158	1185	635
65159	1185	635
65160	1185	635
65161	1185	635
65162	1185	635
65163	1185	635
65164	1185	635
65165	1185	635
65166	1185	635
65167	1185	635
65168	1185	635
65169	1185	635
65170	1185	635
65171	1185	635
65172	1185	635
65173	1185	635
65174	1185	635
65175	1185	635
65176	1185	635
65177	1185	635
65178	1185	635
65179	1185	635
65180	1185	635
65181	1185	635
65182	1185	635
65183	1185	635
65184	1185	635
65185	1185	635
65186	1185	635
65187	1185	635
65188	1185	635
65189	1185	635
65190	1185	635
65191	1185	635
65192	1185	635
65193	1185	635
65194	1185	635
65195	1185	635
65196	1185	635
65197	1185	635
65198	1185	635
65199	1185	635
65200	1185	635
65201	1185	635
65202	1185	635
65203	1185	635
65204	1185	635
65205	1185	635
65206	1185	635
65207	1185	635
65208	1185	635
65209	1185	635
65210	1185	635
65211	1185	635
65212	1185	635
65213	1185	635
65214	1185	635
65215	1185	635
65216	1185	635
65217	1185	635
65218	1185	635
65219	1185	635
65220	1185	635
65221	1185	635
65222	1185	635
65223	1185	635
65224	1185	635
65225	1185	635
65226	1185	635
65227	1185	635
65228	1185	635
65229	1185	635
65230	1185	635
65231	1185	635
65232	1185	635
65233	1185	635
65234	1185	635
65235	1185	635
65236	1185	635
65237	1185	635
65238	1185	635
65239	1185	635
65240	1185	635
65241	1185	635
65242	1185	635
65243	1185	635
65244	1185	635
65245	1185	635
65246	1185	635
65247	1185	635
65248	1185	635
65249	1185	635
65250	1185	635
65251	1185	635
65252	1185	635
65253	1185	635
65254	1185	635
65255	1185	635
65256	1185	635
65257	1185	635
65267	1185	43
65268	1185	43
65269	1185	43
65270	1185	43
65271	1185	43
65272	1185	43
65273	1185	43
65274	1185	43
65275	1185	43
65276	1185	43
65277	1185	43
65278	1185	43
65279	1185	43
65280	1185	43
65281	1185	43
65282	1185	43
65283	1185	43
65284	1185	43
65285	1185	43
65286	1185	43
65287	1185	43
65288	1185	43
65289	1185	43
65290	1185	43
65291	1185	43
65292	1185	43
65293	1185	43
65294	1185	43
65295	1185	43
65296	1185	43
65297	1185	43
65298	1185	43
65299	1185	43
65300	1185	43
65301	1185	43
65302	1185	43
65303	1185	43
65304	1185	43
65305	1185	43
65306	1185	43
65307	1185	43
65308	1185	43
65309	1185	43
65310	1185	43
65311	1185	43
65312	1185	43
65313	1185	43
65314	1185	43
65315	1185	43
65316	1185	43
65317	1185	43
65318	1185	43
65319	1185	43
65320	1185	43
65321	1185	43
65322	1185	43
65323	1185	43
65324	1185	43
65325	1185	43
65326	1185	43
65327	1185	43
65328	1185	43
65329	1185	43
65330	1185	43
65331	1185	43
65332	1185	43
65333	1185	43
65334	1185	845
65335	1185	845
65336	1185	845
65337	1185	845
65338	1185	845
65339	1185	845
65343	1185	43
65344	1185	635
65345	1185	635
65346	1185	635
65347	1185	635
65348	1185	635
65349	1185	43
65350	1185	635
65351	1185	635
65352	1185	635
65353	1185	635
65354	1185	635
65355	1185	43
65356	1185	43
65357	1185	43
65358	1185	43
65359	1185	43
2844	1185	43
3357	1185	635
3358	1185	635
159946	1185	635
159947	1185	635
159948	1185	43
159949	1185	635
159950	1185	635
159952	1185	635
159954	1185	635
159955	1185	43
159957	1185	635
159958	1185	635
159959	1185	635
3561	1185	635
3562	1185	635
3563	1185	635
819	1187	143
9471	1187	639
9473	1187	143
9474	1187	143
9476	1187	639
9477	1187	639
9478	1187	143
9482	1187	639
9483	1187	639
9484	1187	639
9485	1187	143
9486	1187	143
9487	1187	639
65360	1187	143
65362	1187	639
65368	1187	639
65370	1187	143
65371	1187	143
65372	1187	639
65373	1187	143
65374	1187	639
65375	1187	639
65376	1187	143
65377	1187	143
65378	1187	639
65379	1187	143
65380	1187	639
65382	1187	143
65385	1187	639
65386	1187	639
65387	1187	639
65388	1187	143
65392	1187	639
65397	1187	143
65398	1187	143
65400	1187	143
65402	1187	639
65405	1187	143
65406	1187	639
65409	1187	639
65411	1187	639
65412	1187	639
65415	1187	143
65416	1187	639
65417	1187	639
65418	1187	143
65419	1187	143
65422	1187	143
65423	1187	639
65426	1187	143
65427	1187	143
65429	1187	639
65430	1187	143
65431	1187	143
65432	1187	143
65433	1187	639
65434	1187	639
65435	1187	639
65436	1187	639
65437	1187	639
65438	1187	639
65439	1187	639
65441	1187	639
65442	1187	639
65443	1187	639
65444	1187	639
65445	1187	639
65446	1187	639
65447	1187	639
65453	1187	143
65454	1187	143
65455	1187	143
65456	1187	143
65458	1187	639
65459	1187	639
65461	1187	143
65462	1187	143
65463	1187	143
65464	1187	143
65465	1187	143
65470	1187	639
65471	1187	639
65472	1187	639
65473	1187	639
65474	1187	639
65476	1187	143
65477	1187	143
65478	1187	143
65480	1187	639
65481	1187	143
65483	1187	143
65487	1187	639
65488	1187	143
65489	1187	143
65490	1187	143
65491	1187	143
65492	1187	143
65493	1187	143
65494	1187	143
65500	1187	639
65501	1187	639
65502	1187	639
65503	1187	639
65505	1187	639
65506	1187	639
65507	1187	639
65508	1187	639
65509	1187	639
65510	1187	639
65512	1187	143
65513	1187	143
65514	1187	143
65515	1187	143
65516	1187	143
65519	1187	639
65522	1187	143
65523	1187	639
159960	1187	639
159962	1187	143
159963	1187	639
159964	1187	639
159965	1187	639
159966	1187	639
159967	1187	639
159968	1187	143
159970	1187	143
159972	1187	639
159974	1187	143
159975	1187	143
159976	1187	143
