id_mutation	id_lc
51483	4210
51484	4210
51485	4210
51527	4211
51531	4208
51554	4210
51555	4210
51557	4210
51558	4210
51569	4211
51573	4211
51597	4211
51607	4210
51615	4211
51616	4211
51617	4211
51623	4209
51655	4211
51656	4208
51750	4211
51752	4208
51762	4210
51771	4211
51772	4211
51776	4208
51802	4209
51803	4209
51861	4211
51862	4211
51863	4211
51868	4208
51869	4208
51898	4211
51899	4208
51912	4211
51924	4210
51945	4208
51957	4210
51958	4210
51961	4211
158821	4210
51973	13064
51983	13064
51991	13064
582	4070
7636	4069
7644	4070
7646	4070
52007	4068
52033	4070
52057	4070
52070	4068
52084	4070
52089	4070
52090	4070
52107	4070
52108	4070
7650	6395
586	8434
7655	8434
7656	8440
7658	8433
52190	8437
52192	8437
52193	8430
52194	8433
52196	8437
52197	8440
52198	8440
52199	8437
52200	8436
52201	8434
52209	8434
52215	8434
52221	8434
52224	8431
52229	8440
52231	8434
52232	8437
52233	8435
52237	8439
52243	8434
52249	8433
52250	8431
52251	8437
52253	8437
52254	8434
52256	8433
52257	8433
52261	8440
52262	8436
52263	8436
52266	8433
158849	8437
158854	8434
587	15533
588	15535
589	15535
590	15532
592	15532
593	15535
594	15535
595	15533
2767	15533
3518	15533
3519	15534
7662	15532
7663	15533
7664	15533
7665	15532
7670	15531
7671	15535
52268	15534
52269	15535
52272	15534
52274	15535
52277	15534
52279	15534
52281	15531
52284	15531
52285	15531
52286	15532
52287	15529
52288	15532
52289	15533
52290	15533
52291	15533
52294	15534
52295	15534
52296	15534
52297	15534
52299	15535
52300	15535
52301	15535
52312	15531
52313	15531
52316	15532
52317	15529
52318	15529
52319	15529
52320	15533
52324	15533
52327	15533
52328	15530
52329	15535
52332	15531
52334	15531
52335	15531
52336	15531
52341	15532
52342	15532
52343	15533
52344	15533
52345	15533
52349	15534
52350	15534
52351	15534
52352	15535
52358	15531
52359	15533
52362	15532
52363	15532
52364	15532
52365	15533
52368	15534
52369	15533
52370	15531
52371	15532
52372	15533
52373	15533
52374	15534
52375	15534
52376	15535
52379	15533
52381	15532
52384	15530
52387	15531
52388	15534
52389	15534
52393	15529
52394	15533
52395	15533
52396	15534
52399	15531
52400	15532
52401	15533
52402	15533
52403	15534
52406	15530
52407	15532
52408	15533
52409	15534
52410	15530
52412	15531
52414	15533
52415	15533
52416	15534
52418	15533
52420	15533
52421	15533
52422	15533
52425	15532
52426	15533
52428	15533
52431	15533
52432	15535
52433	15530
52434	15535
52435	15535
52437	15531
52438	15531
52439	15530
52440	15535
52441	15533
52442	15529
52443	15531
52444	15532
52445	15529
52446	15534
52447	15533
52449	15534
52451	15529
52452	15533
52454	15530
52455	15533
52456	15534
52457	15533
52458	15533
52459	15533
52461	15533
52462	15529
52463	15534
52464	15534
52465	15534
52466	15532
52470	15530
52471	15530
52472	15530
52473	15532
52474	15533
52475	15533
52476	15533
52477	15533
52478	15533
52480	15534
52481	15534
52483	15533
52484	15533
52485	15533
52486	15530
52487	15530
52488	15531
52492	15532
52493	15532
52494	15533
52495	15533
52497	15535
52498	15535
52499	15535
52500	15535
52501	15535
52504	15532
52507	15532
52508	15532
52509	15533
52510	15534
52512	15533
52513	15533
52514	15534
52515	15531
52516	15531
52517	15532
52518	15534
52519	15534
52520	15535
52529	15532
158857	15533
158858	15532
158859	15532
158860	15534
158861	15533
158862	15534
158865	15529
158866	15534
52564	4199
52598	13166
600	9575
7685	9571
7689	9575
7691	9574
52667	9575
52697	9573
52698	9575
52733	9575
52740	9572
52743	9570
52747	9574
52759	9573
52769	9572
52770	9573
52776	9572
52777	9575
52786	9572
52809	9573
52818	9570
52831	9572
52836	9573
52861	9571
52871	9575
52872	9575
52873	9575
52888	9571
52909	9575
158881	9571
601	7710
603	7710
7693	7718
7694	7716
7700	7707
7701	7710
7703	7716
7706	7707
7709	7715
7710	7715
7713	7715
52912	7704
52914	7716
52930	7706
52936	7710
52937	7716
52942	7716
158890	7705
158891	7716
158893	7716
158896	7715
2554	3309
2555	3309
52948	6479
52954	6479
52961	12535
52964	9831
52966	9832
52967	9830
52969	9829
52971	9830
52973	9829
605	3449
52988	3448
53033	3269
7722	9800
7727	9801
53068	9800
53071	9800
53073	9800
53077	9801
53081	9801
53108	9800
53118	9800
53129	9800
53131	9801
53139	9800
53140	9800
53146	9801
53148	9800
53149	9800
53154	9801
53155	9800
53161	9801
53162	9800
53166	9801
53179	9800
53189	9800
53220	9801
53221	9801
53222	9801
53229	9800
53230	9800
53231	9800
53269	9801
53278	9800
53279	9800
53280	9800
53305	9800
53306	9800
53326	9800
53327	9800
53354	9800
608	8763
609	8763
610	8763
7733	8763
7734	8763
53360	11111
53369	1770
53374	1770
53376	1765
53395	2233
53413	11145
3525	13601
7737	13599
7740	13594
7775	13594
7782	13597
53482	13602
53506	13597
53535	13595
53575	13594
53577	13595
53584	13597
53585	13596
53593	13602
53598	13596
53619	13595
53620	13594
53638	13595
53640	13594
53645	13596
53654	13595
53686	13602
53706	13595
53729	13594
53730	13602
53734	13596
53754	13598
53760	13601
53763	13596
53767	13594
53773	13595
53832	13594
53855	13599
53882	13594
53883	13594
53885	13594
53924	13596
53936	13596
53952	13597
53969	13599
53976	13599
2788	3359
7831	3358
7999	3357
8175	3358
8270	3358
8521	3357
53989	3357
53998	3357
54116	3357
54132	3357
54218	3357
54515	3358
54520	3359
54584	3358
54624	3357
54633	3357
54704	3357
54856	3357
54857	3357
54899	3359
54932	3357
55088	3357
55169	3359
55245	3357
55247	3357
55393	3357
55461	3357
55761	3357
55762	3357
55763	3357
55854	3358
55855	3358
55856	3358
56026	3357
56027	3357
56154	3358
56155	3358
56364	3358
56365	3358
56374	3359
56544	3359
159013	3358
159173	3358
56693	62
662	8643
3530	8629
56697	8629
56700	8633
56703	8623
56708	8625
56709	8636
56712	8623
56717	8635
56726	8625
56728	8627
56739	8633
56748	8625
56749	8629
56752	8632
56792	13533
56793	13533
56835	13533
56837	13533
56838	13533
56845	13532
56848	13533
56853	13533
56878	13532
56891	13531
667	13138
56910	13136
56911	13138
56913	13140
56914	13137
8584	7043
57056	7043
57096	7043
57150	7043
57179	7043
57180	7043
57213	7043
57238	7043
57246	12038
57247	12038
8628	8858
57277	8870
57279	8869
57283	8868
57286	8866
57291	8858
57298	8856
57315	8868
57343	8869
57346	8869
57350	8855
57351	8873
57366	8857
57466	13015
57473	13015
57474	13015
57506	13012
57520	13544
57527	13814
57530	13814
57536	13814
57540	13814
57541	13814
57543	13815
57544	13815
57545	13815
57548	13814
57550	13814
57551	13815
2805	13542
57552	13540
57553	13540
57554	13540
57555	13540
57558	13540
57567	13540
57581	13540
57591	13540
57599	13537
57603	13537
57608	13540
57618	13539
57643	13539
57649	13537
57659	13537
57664	13540
57668	13542
57684	13538
57689	13539
57695	13537
57697	13537
2494	6127
57701	6126
57702	6126
57703	6126
57711	10843
57723	10844
57725	10844
57735	10844
57743	10844
57762	4750
57765	4749
57769	4749
57798	6910
57808	6910
57829	6425
8642	13857
8643	13858
8647	13862
8651	13859
8653	13859
8656	13857
8657	13859
8658	13859
57837	13857
57838	13859
57840	13858
57841	13859
57842	13862
57844	13857
57847	13859
57856	13859
57857	13862
159400	13861
159404	6210
674	834
679	842
686	848
687	828
693	834
696	839
697	851
700	846
702	853
705	839
707	843
714	844
721	838
723	831
724	833
725	844
726	852
733	849
734	851
738	843
740	850
2821	846
2827	838
2829	849
2830	834
3532	848
3533	837
3534	834
3536	848
3537	844
3538	844
3539	840
3541	842
3543	843
3970	847
3971	836
8667	846
8675	831
8680	848
8681	846
8683	827
8686	848
8687	829
8696	834
8702	829
8707	829
8720	833
8729	837
8732	842
8736	846
8738	835
8746	842
8748	846
8751	842
8758	842
8759	845
8762	832
8763	834
8766	847
8769	842
8778	846
8785	834
8789	831
8792	833
8793	835
8795	828
8813	827
8814	827
8819	831
8830	832
8837	834
8846	842
8847	842
8855	833
8857	839
8861	837
8864	829
8870	831
8880	833
8883	834
8884	834
8885	835
8888	836
8895	842
8896	842
8900	846
8907	849
8910	829
8920	827
8925	835
8928	837
8939	835
8942	842
8945	829
8946	848
8953	853
8968	835
8975	848
8977	844
8981	833
8984	854
8986	835
8988	827
9009	852
9020	833
9022	842
9028	835
9038	854
9039	827
9046	828
9050	830
9052	827
9053	827
9059	827
9062	830
9063	831
9078	832
9079	832
9088	839
9089	839
9090	839
9092	841
9098	847
9116	831
9133	837
9135	841
9138	849
9140	852
9150	831
9162	834
9164	836
9165	837
9172	847
9207	829
9212	832
23121	844
23126	842
23130	833
23132	847
23136	842
23145	832
23149	832
23151	841
23152	844
23153	848
23154	842
23155	831
23156	834
23157	844
57925	850
57928	852
57930	853
57939	828
57942	835
57943	829
57946	827
57949	853
57950	853
57958	851
57968	832
57976	851
57992	835
57996	839
57999	842
58015	851
58016	852
58027	848
58031	827
58032	827
58034	835
58037	846
58053	835
58054	840
58062	835
58070	828
58072	835
58075	839
58091	831
58093	842
58097	843
58114	838
58115	841
58117	827
58121	836
58134	842
58135	835
58137	827
58140	830
58141	829
58143	852
58149	848
58155	840
58158	827
58165	839
58177	828
58201	838
58202	838
58206	843
58209	847
58232	827
58235	828
58236	829
58237	830
58253	832
58260	835
58265	839
58266	840
58274	843
58277	844
58278	844
58282	845
58284	847
58288	848
58289	848
58291	849
58298	852
58299	852
58311	830
58314	832
58330	829
58344	834
58345	837
58348	842
58360	852
58368	854
58370	827
58399	847
58404	851
58418	827
58422	828
58423	829
58428	831
58478	837
58479	837
58486	839
58488	840
58490	842
58491	842
58522	845
58523	846
58529	848
58530	848
58531	848
58540	851
58543	852
58544	852
58550	853
58551	853
58563	827
58589	840
58590	841
58592	842
58597	843
58603	845
58606	848
58614	852
58620	854
58624	827
58625	829
58634	842
58635	842
58661	849
58668	827
58669	827
58670	827
58671	827
58672	827
58673	827
58674	828
58675	831
58677	852
58682	854
58683	827
58700	828
58703	834
58705	835
58707	831
58712	838
58717	827
58719	827
58722	840
58724	842
58731	830
58738	845
58743	840
58759	833
58770	834
58775	835
58797	849
58798	849
58810	829
58839	833
58840	833
58845	835
58847	838
58848	839
58858	846
58867	851
58874	827
58894	832
58900	834
58903	835
58907	837
58910	840
58911	842
58921	844
58929	846
58934	848
58936	849
58946	852
58953	854
58955	828
58958	831
58965	832
58966	832
58969	833
58976	848
58977	848
58978	849
59001	835
59007	851
59012	827
59013	827
59014	827
59015	827
59016	827
59019	830
59045	827
59055	831
59072	832
59080	833
59082	833
59088	834
59089	835
59090	835
59091	835
59097	837
59098	839
59099	839
59101	842
59106	827
59107	827
59120	830
59123	853
59150	838
59151	838
59165	846
59167	827
59168	848
59169	827
59170	828
59171	849
59173	829
59182	853
59195	832
59205	835
59216	847
59219	850
59224	852
59231	854
59233	827
59235	828
59236	828
59247	827
59249	827
59256	829
59257	829
59260	829
59295	832
59300	832
59314	833
59316	834
59319	835
59323	834
59324	835
59325	835
59326	835
59333	838
59337	841
59338	827
59339	839
59341	827
59342	840
59351	828
59354	828
59358	828
59361	842
59363	842
59365	842
59373	845
59374	843
59375	829
59378	847
59386	848
59391	849
59396	850
59398	831
59406	851
59407	846
59414	844
59418	847
59420	844
59421	844
59425	852
59441	848
59459	851
59464	832
59466	851
59468	851
59469	832
59478	833
59484	854
59486	852
59491	835
59500	837
59502	853
59511	842
59521	849
59543	834
59544	834
59546	842
59547	829
59552	846
59556	848
59562	835
59564	828
59565	831
59566	851
59569	852
59570	853
59571	828
59595	834
59597	844
59613	846
59620	848
59622	848
59624	850
59625	851
59634	830
59639	829
59646	827
59684	848
59698	849
59708	847
59716	849
59717	853
59719	833
59720	842
59731	842
59738	827
59748	848
59750	827
59751	827
59752	827
59757	831
59760	832
59771	827
59772	827
59773	851
59775	827
59776	827
59778	852
59779	827
59798	833
59801	835
59803	836
59805	839
59808	842
59818	846
59819	847
59820	847
59823	852
59828	854
59830	827
59831	830
59833	831
59835	827
59839	827
59840	827
59841	827
59863	837
59865	839
59866	839
59868	839
59876	851
59882	854
59898	827
59899	827
59906	842
59911	839
59919	845
59920	827
59922	828
59923	828
59946	835
59949	840
59951	841
59957	849
59958	849
59963	852
59964	852
59972	830
59986	835
59987	835
59992	842
59996	844
59998	845
60001	848
60015	827
60016	828
60017	829
60018	829
60036	835
60037	835
60041	837
60043	839
60044	839
60059	848
60066	852
60068	853
60072	828
60076	831
60094	839
60095	840
60097	842
60102	846
60104	848
60105	848
60111	851
60112	851
60113	851
60126	828
60127	829
60139	844
60148	829
60157	845
60158	848
60161	828
60163	827
60167	828
60173	830
60174	830
60178	831
60200	832
60223	835
60228	837
60231	838
60232	838
60235	839
60239	841
60261	844
60269	846
60270	846
60271	846
60272	846
60280	848
60281	848
60282	848
60285	849
60286	849
60289	850
60305	851
60306	851
60312	852
60313	852
60314	852
60315	852
60319	853
60328	854
60340	827
60341	827
60342	827
60343	827
60344	827
60348	828
60352	829
60353	829
60409	832
60410	832
60411	832
60432	834
60433	834
60435	835
60446	837
60448	838
60449	838
60450	838
60456	841
60458	842
60459	842
60460	842
60461	842
60479	843
60490	844
60491	844
60502	845
60503	846
60504	846
60505	846
60509	847
60518	848
60523	850
60524	850
60525	850
60534	851
60535	851
60544	852
60545	852
60555	853
60556	853
60575	854
60576	854
60577	854
60582	827
60583	827
60584	827
60585	827
60586	827
60587	827
60588	827
60589	827
60590	827
60591	827
60599	853
60602	828
60611	849
60617	851
60618	827
60619	827
60626	828
60627	828
60628	828
60629	828
60633	829
60634	829
60635	829
60636	829
60643	830
60644	830
60651	831
60652	831
60653	831
60718	832
60719	832
60720	832
60752	834
60757	835
60758	835
60770	837
60772	838
60773	838
60774	838
60781	839
60782	839
60783	839
60789	840
60793	841
60798	842
60799	842
60846	845
60847	845
60848	845
60850	846
60851	846
60852	846
60856	847
60864	848
60865	848
60866	848
60867	848
60874	849
60875	849
60876	849
60877	849
60878	849
60885	850
60886	850
60887	850
60888	850
60901	851
60902	851
60910	852
60911	852
60912	852
60913	852
60924	853
60925	853
60926	853
60927	853
60953	827
60954	827
60955	827
60956	827
60957	827
60958	827
60959	827
60960	827
60961	827
60962	827
60963	827
60964	827
60965	827
60972	829
60978	831
61041	834
61044	835
61045	835
61046	835
61054	836
61061	838
61062	838
61063	838
61068	839
61069	839
61072	842
61083	843
61084	843
61092	844
61093	844
61099	845
61100	845
61101	846
61105	847
61106	847
61111	848
61112	848
61115	849
61116	849
61129	851
61138	852
61139	852
61143	853
61157	854
61165	827
61166	827
61167	827
61170	828
61171	828
61173	829
61174	829
61180	831
61231	832
61232	832
61233	832
61234	832
61235	832
61262	834
61263	835
61264	835
61265	835
61277	839
61278	839
61279	839
61283	840
61284	840
61289	841
61306	843
61318	844
61319	844
61320	844
61337	847
61338	847
61339	847
61349	848
61350	848
61363	850
61370	851
61371	851
61383	852
61393	853
61394	853
61395	853
61396	853
61397	853
61410	854
61430	827
61431	827
61433	831
61443	832
61444	832
61457	834
61463	839
61473	843
61474	843
61480	846
61485	848
61504	854
61508	827
61511	829
61516	831
61531	832
61540	838
61542	839
61543	841
61551	844
61552	844
61556	846
61557	846
61559	850
61560	850
61565	852
61581	827
61582	827
61584	829
61598	832
61605	834
61607	835
61615	837
61619	842
61630	844
61633	847
61635	848
61642	851
61647	853
61648	853
61649	853
61659	828
61660	829
61661	829
61674	834
61675	835
61678	837
61682	845
61683	848
61692	854
159409	837
159416	830
159422	832
159424	828
159425	832
159433	834
159434	830
159435	830
159438	828
159440	835
159441	827
159450	836
159452	839
159455	828
159456	828
159467	835
159472	838
159481	828
159483	831
159493	846
159494	848
159495	853
159497	829
159507	835
159510	835
159511	848
159512	835
159523	836
159542	835
159543	835
159544	837
159550	828
159552	830
159563	834
159567	840
159569	842
159575	837
159583	827
159593	827
159599	838
159600	827
159605	827
159609	835
159610	836
159640	853
159641	830
159645	832
159647	837
159648	837
159649	848
159651	851
159653	827
159678	834
159679	835
159680	836
159691	836
159694	848
159699	835
159702	842
159704	827
743	12521
61705	12521
61708	12522
61728	12521
61735	12522
61736	12522
61746	12522
61751	12521
61752	12521
61757	12521
61758	12521
61766	6510
61770	2683
61772	2686
159715	2686
745	12553
747	12550
61787	12554
61792	12551
61796	12557
61809	12554
61813	12557
61817	12553
61820	12554
61846	12553
61874	12558
61880	12554
61892	12551
61895	12550
61897	12557
61899	12554
61904	12557
61919	12553
61920	12551
61925	12551
61940	12556
61946	12554
61947	12554
61948	12553
61949	12550
61958	12553
62013	5076
62020	8533
9218	8538
159721	8544
9224	10853
62102	10853
62104	4058
748	3729
750	3729
754	3729
62121	3729
62126	3727
62127	3729
62131	3728
62140	3727
62141	3727
62166	105
62226	7498
62227	7501
62250	9330
62272	9332
62273	9332
62294	9331
62331	1190
62335	1191
62338	1184
159738	1188
62350	8991
62354	4600
62358	12862
62359	12861
2556	2360
9239	2360
62363	2360
9241	553
62404	553
62420	553
62445	4083
62484	1483
62503	1483
9242	546
62524	545
9249	13928
62629	12174
62683	12175
62699	12174
62723	12175
159753	12175
62765	8956
62784	6975
62792	6975
62857	1555
62860	1556
62898	1555
62972	10747
62984	10748
63029	10744
63044	10746
63068	10744
63074	10745
63079	10746
63080	10746
63101	10744
63104	10745
63114	10746
63123	10750
63137	10746
63143	10750
63162	2450
63165	2449
63166	2449
770	12335
9307	12336
63227	12336
63238	12334
63239	12334
63305	12335
63306	12335
63360	12336
63361	12336
63362	12336
63418	12335
63433	12334
63434	12334
63464	12335
63465	12335
63488	12336
63489	12336
63490	12336
63558	12335
63564	12336
63575	12334
63576	12334
63607	12336
159807	12336
159808	12335
159828	12340
159835	12340
63676	5341
63677	5338
63680	5337
63682	5337
63684	5340
63686	5337
63687	5342
159840	5337
63697	5752
63749	13926
63792	13926
63973	13926
64069	13791
64086	13791
64091	13791
64110	13791
159915	13791
789	3046
790	3054
792	3053
793	3045
3555	3046
3556	3046
9449	3045
64118	3050
64123	3050
64125	3045
64127	3050
64128	3054
64129	3049
64130	3054
64131	3055
64134	3054
64135	3054
64136	3054
64139	3051
64140	3050
64141	3049
64142	3046
64143	3045
64144	3045
64148	3054
64149	3054
64152	3051
64154	3050
64155	3045
64156	3045
64161	3052
64162	3050
64163	3048
64164	3048
64166	3046
64168	3049
64169	3057
64170	3051
64171	3047
64172	3054
64174	3048
64175	3048
64176	3046
64180	3056
64181	3054
64182	3051
64183	3047
64184	3047
64185	3046
64186	3052
64187	3046
64192	3054
64193	3052
64194	3048
64197	3057
64198	3050
64199	3052
64200	3054
64201	3048
64202	3046
64203	3046
64208	3045
64212	3050
64214	3054
64215	3052
64217	3047
64219	3047
64222	3055
64224	3054
64225	3054
64226	3050
64227	3054
64228	3054
64229	3050
64230	3050
64231	3047
64232	3045
64239	3057
64240	3054
64249	3057
64251	3055
64253	3046
64257	3045
64259	3057
64261	3048
64262	3057
64263	3054
64267	3056
64268	3055
64269	3054
64270	3054
64271	3054
64273	3051
64274	3050
64286	3048
64289	3054
159927	3054
64292	2949
64293	2956
64294	2960
159928	2947
159929	2948
64322	207
64326	208
64341	207
64355	204
64359	207
64380	205
64387	206
64388	208
64412	208
64417	204
64420	208
64421	204
64423	206
64427	206
64429	207
64432	207
64450	204
64451	206
64455	206
64463	206
64465	208
64467	208
64468	205
64488	206
64490	207
64496	207
64500	206
64501	206
64513	207
64514	204
64527	204
64535	207
64537	208
64577	208
64598	206
798	13755
799	13755
800	13755
801	13755
802	13756
803	13755
804	13755
805	13755
2557	13755
3557	13755
3558	13755
3559	13755
3560	13755
9457	13757
9458	13757
9459	13757
9460	13757
9461	13757
64622	13757
64623	13755
64625	13755
64629	13755
64630	13756
64631	13756
64632	13756
64633	13755
64635	13757
64637	13755
64639	13756
64640	13756
64641	13755
64642	13755
64643	13755
64644	13757
64646	13756
64648	13755
64649	13755
64650	13754
64651	13754
64652	13754
64653	13754
64654	13757
64660	13754
64661	13755
64662	13755
64664	13757
64666	13755
64667	13755
64668	13755
159942	13757
159944	13754
806	2965
807	2965
808	2968
809	2964
810	2970
811	2964
812	2974
813	2969
814	2974
815	2973
816	2973
3357	2973
3358	2973
3561	2974
3562	2969
3563	2973
9462	2964
9463	2964
9464	2972
9466	2964
9467	2967
9469	2965
64669	2973
64672	2964
64673	2970
64675	2965
64676	2964
64677	2968
64678	2974
64680	2964
64681	2973
64682	2971
64685	2969
64686	2969
64688	2964
64691	2974
64692	2974
64693	2974
64694	2974
64695	2974
64696	2974
64697	2974
64699	2973
64700	2973
64701	2973
64702	2972
64703	2971
64704	2970
64705	2970
64709	2968
64710	2968
64711	2967
64712	2967
64713	2967
64714	2966
64715	2966
64716	2966
64718	2965
64719	2965
64720	2965
64721	2965
64722	2965
64724	2964
64725	2964
64726	2964
64727	2964
64728	2964
64729	2964
64753	2973
64754	2972
64756	2968
64758	2964
64759	2973
64760	2964
64764	2974
64765	2968
64766	2968
64768	2973
64769	2966
64770	2965
64773	2964
64774	2965
64775	2965
64776	2964
64777	2964
64778	2964
64779	2964
64780	2964
64792	2967
64795	2970
64796	2964
64799	2964
64800	2964
64801	2965
64802	2969
64803	2964
64804	2973
64805	2965
64808	2974
64809	2966
64810	2973
64812	2973
64814	2968
64815	2965
64816	2965
64817	2964
64819	2974
64820	2972
64821	2968
64825	2973
64826	2971
64827	2965
64828	2965
64830	2973
64831	2964
64832	2964
64837	2974
64838	2974
64839	2970
64840	2969
64841	2968
64842	2967
64843	2964
64845	2973
64848	2965
64850	2964
64852	2969
64853	2974
64854	2966
64860	2973
64861	2970
64863	2965
64864	2964
64868	2973
64869	2972
64870	2966
64871	2965
64875	2973
64876	2972
64882	2964
64883	2964
64885	2965
64890	2965
64892	2974
64893	2973
64894	2973
64895	2972
64898	2967
64899	2966
64900	2966
64901	2966
64903	2965
64904	2965
64905	2965
64907	2964
64908	2964
64909	2964
64918	2972
64919	2971
64920	2965
64921	2965
64922	2964
64923	2964
64924	2964
64925	2964
64926	2973
64928	2965
64929	2964
64931	2974
64932	2972
64933	2967
64936	2964
64937	2964
64938	2974
64940	2969
64941	2966
64947	2974
64948	2964
64949	2964
64951	2973
64952	2973
64953	2964
64956	2964
64962	2974
64964	2965
64969	2974
64970	2974
64971	2974
64972	2973
64973	2973
64974	2973
64975	2972
64976	2971
64980	2965
64981	2965
64982	2965
64983	2964
64984	2964
64985	2964
64986	2964
64987	2964
65000	2973
65001	2964
65002	2964
65004	2970
65005	2965
65006	2964
65010	2973
65011	2972
65012	2969
65013	2969
65014	2968
65015	2968
65016	2967
65017	2967
65019	2966
65021	2965
65022	2964
65023	2964
65024	2964
65025	2964
65026	2964
65027	2964
65033	2970
65035	2968
65036	2969
65038	2966
65039	2965
65040	2964
65041	2964
65042	2964
65044	2965
65046	2974
65047	2974
65048	2973
65049	2973
65050	2972
65051	2970
65052	2969
65054	2967
65056	2965
65057	2964
65058	2964
65059	2964
65060	2964
65061	2964
65062	2964
65063	2964
65064	2964
65065	2964
65076	2974
65077	2972
65078	2970
65080	2965
65081	2965
65084	2970
65085	2966
65086	2964
65087	2964
65088	2964
65096	2974
65097	2974
65098	2974
65099	2974
65100	2974
65101	2974
65102	2974
65103	2974
65104	2974
65105	2974
65106	2974
65107	2974
65108	2974
65109	2974
65110	2974
65111	2974
65112	2974
65113	2974
65114	2974
65115	2974
65116	2974
65117	2973
65118	2973
65119	2973
65120	2973
65121	2973
65122	2973
65123	2973
65124	2973
65125	2973
65126	2973
65127	2973
65128	2973
65129	2973
65130	2973
65131	2973
65132	2973
65133	2973
65134	2973
65135	2973
65136	2973
65137	2973
65138	2972
65139	2972
65140	2972
65141	2972
65142	2972
65143	2972
65144	2972
65145	2971
65146	2971
65147	2971
65148	2971
65150	2970
65151	2970
65152	2970
65153	2970
65154	2970
65155	2970
65156	2970
65157	2970
65162	2969
65163	2969
65164	2969
65165	2969
65166	2968
65167	2968
65168	2968
65169	2968
65170	2968
65171	2968
65172	2968
65173	2968
65174	2968
65175	2968
65176	2968
65177	2968
65178	2968
65181	2967
65182	2967
65183	2967
65184	2967
65185	2967
65186	2967
65187	2967
65188	2967
65189	2967
65190	2967
65191	2967
65192	2967
65196	2966
65197	2966
65198	2966
65199	2966
65200	2966
65201	2966
65202	2966
65203	2966
65204	2966
65211	2965
65212	2965
65213	2965
65214	2965
65215	2965
65216	2965
65217	2965
65218	2965
65219	2965
65220	2965
65221	2965
65222	2965
65224	2964
65225	2964
65226	2964
65227	2964
65228	2964
65229	2964
65230	2964
65231	2964
65232	2964
65233	2964
65234	2964
65235	2964
65236	2964
65237	2964
65238	2964
65239	2964
65240	2964
65241	2964
65242	2964
65243	2964
65244	2964
65245	2964
65246	2964
65247	2964
65248	2964
65249	2964
65250	2964
65251	2964
65252	2964
65253	2964
65254	2964
65255	2964
65256	2964
65257	2964
65344	2972
65346	2970
65347	2967
65348	2965
65350	2973
65351	2965
65352	2966
65354	2969
159946	2965
159949	2965
159950	2964
159952	2964
159954	2970
159957	2964
159958	2964
159959	2965
65361	4071
65389	4071
65413	4071
65466	4071
65479	4071
65483	4071
65494	4071
65516	4071
65517	4071
159968	4071
159969	4071
65531	9531
65545	9531
65551	9531
65560	6318
65565	6318
9491	2718
9492	2719
65590	2719
65591	2719
65592	2719
65613	2719
65626	2719
65627	2719
65639	2718
65640	2718
65647	2718
65681	2718
65695	9511
65706	1835
65719	1835
65722	1835
65744	13614
831	10525
832	10525
838	10525
9514	10525
9553	10526
23182	10525
65816	10525
65851	10525
65852	10525
65857	10525
65885	10526
65901	10525
65903	10526
66012	10526
66023	10525
66024	10525
66037	10525
66050	10525
66070	10525
66076	10526
66084	10525
66107	10525
66114	10526
66125	10525
66137	10525
66141	10526
66163	10525
66164	10525
66165	10525
66167	10526
66168	10526
66212	10525
66213	10525
66214	10525
66215	10525
66222	10526
66223	10526
66254	10525
66255	10525
66284	10525
66285	10525
66286	10525
66287	10525
66290	10526
66318	10525
66330	10526
159995	10525
159996	10525
842	8932
843	8932
846	8932
847	8932
848	8932
2847	8932
3567	8932
3568	8932
3569	8932
3571	8932
9555	8932
9557	8932
66369	8932
66370	8932
66404	8932
66417	8932
66420	8932
66433	8932
66441	8932
66442	8932
66448	8932
66480	8932
66492	8932
66493	8932
66506	8932
66517	8932
66519	8932
66552	8932
66555	8932
66558	8932
66561	4126
66563	4126
9572	210
9591	211
9597	211
9616	211
9623	210
66621	211
66623	210
66637	211
66688	210
160067	210
66828	8933
66887	8933
66889	8933
66895	8933
66904	8933
66990	8933
66991	8933
66992	8933
66993	8933
66994	8933
9639	4347
887	10576
895	10572
896	10570
905	10573
906	10573
911	10573
913	10571
921	10571
2854	10568
2886	10568
9668	10570
9669	10570
9696	10572
9697	10572
9700	10573
9701	10573
9702	10573
9703	10573
9707	10574
9708	10574
9715	10575
9718	10576
9719	10576
9757	10568
9758	10568
9810	10569
9811	10569
9813	10569
9841	10570
9842	10570
9843	10570
9844	10570
9845	10570
9846	10570
9847	10570
9849	10570
9876	10571
9877	10571
9878	10571
9879	10571
9880	10571
9881	10571
9882	10571
10078	10572
10079	10572
10080	10572
10081	10572
10082	10572
10083	10572
10084	10572
10099	10573
10101	10573
10102	10573
10103	10573
10104	10573
10105	10573
10106	10573
10107	10573
10108	10573
10158	10574
10159	10574
10160	10574
10161	10574
10162	10574
10163	10574
10196	10575
10197	10575
10198	10575
10215	10576
10216	10576
10217	10576
10319	10569
10326	10571
10339	10573
10351	10573
10376	10571
10407	10572
10409	10573
10410	10573
10411	10573
10422	10574
10423	10574
10430	10576
10458	10574
10459	10569
10464	10573
10474	10572
10495	10575
10502	10572
10503	10569
10540	10569
10550	10576
10560	10569
10565	10570
10582	10574
10590	10573
10618	10570
10624	10568
10677	10576
10678	10576
10679	10576
10680	10576
10681	10576
10692	10575
10693	10575
10707	10574
10708	10574
10709	10574
10710	10574
10711	10574
10712	10574
