id_pfam	start	end	id_protein	length
PF00400	294	334	1478	41
PF16699	7	62	1478	56
PF00400	388	424	1478	37
PF00564	18	98	1479	81
PF00595	158	248	1479	91
PF10537	21	120	1480	100
PF00439	1348	1431	1480	84
PF15612	723	767	1480	45
PF15613	898	1025	1480	128
PF00628	1186	1234	1480	49
PF00043	44	153	1481	110
PF07731	937	1060	1482	124
PF07732	74	204	1482	131
PF00394	221	358	1482	138
PF07732	801	903	1482	103
PF00038	45	401	1483	357
PF00932	467	579	1483	113
PF05028	581	909	1484	329
PF01480	11	81	1485	71
PF00076	228	298	1487	71
PF00076	131	201	1487	71
PF07139	81	385	1488	305
PF00117	309	546	1489	238
PF06418	2	272	1489	271
PF03953	264	393	1491	130
PF00091	4	215	1491	212
PF03129	620	711	1492	92
PF02824	83	143	1492	61
PF07973	249	298	1492	50
PF00587	397	608	1492	212
PF02020	826	904	1493	79
PF02847	544	657	1493	114
PF02854	78	308	1493	231
PF03953	263	393	1496	131
PF00091	3	214	1496	212
PF00828	26	145	1497	120
PF01667	28	82	1498	55
PF09457	596	636	1499	41
PF00250	32	117	1500	86
PF15663	1	111	1501	111
PF13923	560	599	1502	40
PF18102	607	739	1502	133
PF00271	299	409	1503	111
PF09382	483	597	1503	115
PF00270	93	264	1503	172
PF16124	420	479	1503	60
PF00096	241	262	1504	22
PF00096	128	150	1504	23
PF00096	185	207	1504	23
PF00096	213	235	1504	23
PF00096	159	181	1504	23
PF02218	120	155	1505	36
PF02218	157	192	1505	36
PF02218	305	332	1505	28
PF02218	194	229	1505	36
PF14604	499	547	1505	49
PF02218	268	303	1505	36
PF02218	231	266	1505	36
PF02218	83	118	1505	36
PF01161	25	169	1506	145
PF00313	91	160	1507	70
PF00515	300	332	1508	33
PF13181	261	291	1508	31
PF17830	130	184	1508	55
PF00515	360	393	1508	34
PF00515	394	427	1508	34
PF17830	482	536	1508	55
PF09368	405	478	1509	74
PF04000	230	310	1509	81
PF16045	74	101	1510	28
PF00503	13	343	1511	331
PF00125	2	133	1512	132
PF13920	434	485	1513	52
PF00641	299	328	1513	30
PF02201	26	101	1513	76
PF00125	2	91	1514	90
PF16211	92	126	1514	35
PF00766	211	291	1515	81
PF01012	22	196	1515	175
PF00557	95	322	1516	228
PF02747	127	254	1517	128
PF00705	1	125	1517	125
PF12402	355	415	1518	61
PF00153	206	298	1519	93
PF00153	109	206	1519	98
PF00153	4	103	1519	100
PF00069	98	355	1520	258
PF00069	22	304	1521	283
PF18569	117	208	1522	92
PF16780	1	49	1522	49
PF14497	245	317	1522	73
PF11035	3	334	1523	332
PF11875	410	549	1524	140
PF00226	14	79	1524	66
PF00122	189	308	1525	120
PF00689	879	1061	1525	183
PF00122	349	453	1525	105
PF00690	51	121	1525	71
PF00702	658	809	1525	152
PF12424	1103	1149	1525	47
PF13246	482	614	1525	133
PF13934	722	945	1526	224
PF16687	1	489	1526	489
PF00025	3	176	1527	174
PF00439	140	223	1528	84
PF12024	298	485	1528	188
PF10155	371	495	1529	125
PF00013	277	341	1530	65
PF09005	572	599	1530	28
PLD130	518	577	1530	60
PF00013	187	253	1530	67
PF00013	102	166	1530	65
PF00013	378	445	1530	68
PF09005	602	626	1530	25
PF10165	66	506	1531	441
PF14944	1	53	1532	53
PLD136	40	99	1532	60
PF14944	50	195	1532	146
PF16366	502	559	1533	58
PF16368	1	307	1533	307
PF16367	310	410	1533	101
PF00076	23	86	1534	64
PF05002	285	365	1535	81
PF04969	172	248	1535	77
PF00004	72	193	1536	122
PF08542	258	343	1536	86
PF01920	10	115	1537	106
PF03357	18	178	1538	161
PF04683	29	111	1539	83
PF16550	268	381	1539	114
PF00069	27	278	1540	252
PF11629	437	484	1540	48
PF16211	92	126	1541	35
PF00125	2	91	1541	90
PF00076	267	326	1542	60
PF00400	132	170	1543	39
PF00400	42	80	1543	39
PF07651	21	284	1544	264
PF00076	127	195	1545	69
PF00076	41	111	1545	71
PF00076	278	348	1545	71
PF07744	712	888	1546	177
PF00076	420	482	1546	63
PF00076	339	408	1546	70
PF05362	736	949	1547	214
PF00004	519	661	1547	143
PF02190	123	368	1547	246
PF00012	3	708	1548	706
PF02205	494	521	1549	28
PF16551	312	341	1550	30
PF00013	83	140	1550	58
PF16544	10	68	1550	59
PF00653	268	331	1552	64
PF00653	29	94	1552	66
PF00653	166	231	1552	66
PF13920	446	490	1552	45
PF17862	528	572	1553	45
PF00004	375	506	1553	132
PF01434	586	764	1553	179
PF00989	89	176	1554	88
PF11413	478	509	1554	32
PF08447	251	338	1554	88
PF02270	176	240	1555	65
PF17683	15	198	1555	184
PF05147	55	399	1556	345
PF12874	198	222	1557	25
PF12171	144	170	1557	27
PF12171	13	39	1557	27
PF12874	75	99	1557	25
PF00013	35	101	1558	67
PF00013	408	475	1558	68
PF00013	132	198	1558	67
PF05383	160	216	1559	57
PF00533	1260	1338	1560	79
PF00533	641	724	1560	84
PF00533	900	978	1560	79
PF00533	102	176	1560	75
PF00533	354	431	1560	78
PF00533	195	271	1560	77
PF00227	28	219	1561	192
PF10584	5	27	1561	23
PF02179	383	455	1562	73
PF08512	339	427	1563	89
PF03531	106	170	1563	65
PF17292	5	99	1563	95
PF00505	547	615	1563	69
PF00176	703	999	1564	297
PF00271	1024	1138	1564	115
PF00628	345	390	1564	46
PF00385	592	644	1564	53
PF06461	1388	1529	1564	142
PF00628	418	463	1564	46
PF06465	1297	1358	1564	62
PF08073	146	200	1564	55
PF08074	1732	1878	1564	147
PF00612	1114	1134	1565	21
PF00612	974	992	1565	19
PF00612	928	947	1565	20
PF00612	950	969	1565	20
PF00612	104	124	1565	21
PF00612	1137	1157	1565	21
PF02312	1	168	1566	168
PF13604	498	696	1567	199
PF13087	698	923	1567	226
PF18044	178	199	1568	22
PF01585	333	376	1568	44
PF10587	159	186	1569	28
PF00736	197	281	1569	85
PF08332	534	661	1570	128
PF00069	14	272	1570	259
PF01023	5	49	1571	45
PF15376	23	1302	1572	1280
PF00405	25	347	1573	323
PF00405	361	683	1573	323
PF00788	202	292	1574	91
PF16517	299	338	1574	40
PF15433	96	389	1575	294
PF00505	8	76	1576	69
PF12336	77	205	1576	129
PF14634	25	73	1577	49
PF15363	1236	1279	1578	44
PF03568	1720	2069	1579	350
PF02373	1151	1264	1580	114
PF00578	81	214	1581	134
PF10417	234	263	1581	30
PF00515	635	668	1582	34
PF00515	567	600	1582	34
PF17840	96	142	1583	47
PF00240	3	74	1583	72
PF13893	312	433	1584	122
PF11835	159	244	1584	86
PF00076	78	130	1584	53
PF13246	516	612	1585	97
PF08282	764	839	1585	76
PF00689	876	1058	1585	183
PF00122	341	451	1585	111
PF00122	190	307	1585	118
PF00690	51	121	1585	71
PF12424	1100	1146	1585	47
PF00118	33	527	1586	495
PF00134	112	239	1587	128
PF02984	241	363	1587	123
PF02148	1133	1195	1588	63
PF00850	105	402	1588	298
PF00850	500	798	1588	299
PF00227	3	183	1589	181
PF01979	64	453	1590	390
PLD45	358	417	1591	60
PF01412	13	127	1591	115
PF19521	1	136	1592	136
PF18122	1736	1895	1592	160
PF12859	150	207	1592	58
PF05291	141	431	1593	291
PF01436	653	680	1594	28
PF01436	841	868	1594	28
PF00630	482	577	1594	96
PF01436	794	821	1594	28
PF01436	700	727	1594	28
PF00643	273	314	1594	42
PF01436	606	633	1594	28
PF01436	747	774	1594	28
PF00400	179	217	1595	39
PF00400	334	371	1595	38
PF00400	288	325	1595	38
PF00400	247	284	1595	38
PF00400	130	171	1595	42
PF08154	4	70	1595	67
PF00017	527	604	1596	78
PF00169	270	376	1596	107
PF08916	25	81	1596	57
PF12643	59	144	1597	86
PF18704	398	458	1598	61
PF00752	1	96	1598	96
PF00867	125	208	1598	84
PF04856	1	191	1599	191
PF17125	284	374	1600	91
PF08062	623	644	1600	22
PF08062	749	768	1600	20
PF01189	377	585	1600	209
PF08062	683	705	1600	23
PF00171	69	530	1601	462
PF04921	109	338	1602	230
PF02301	16	136	1603	121
PF03953	263	393	1604	131
PF00091	3	214	1604	212
PF00956	89	236	1605	148
PF05700	11	216	1606	206
PF00085	13	114	1607	102
PF00462	248	312	1607	65
PF00462	146	210	1607	65
PF07837	4	179	1608	176
PF04961	339	520	1608	182
PF02971	181	324	1608	144
PF00350	64	224	1609	161
PF12763	440	540	1609	101
PF18150	291	397	1609	107
PF16880	27	59	1609	33
PF10469	161	378	1610	218
PF00013	92	149	1610	58
PF01269	88	315	1611	228
PF00320	204	238	1612	35
PF00320	258	292	1612	35
PF00076	12	82	1613	71
PF00612	815	835	1614	21
PF00612	886	906	1614	21
PF00063	71	751	1614	681
PF00612	838	858	1614	21
PF00612	790	810	1614	21
PF01843	1687	1790	1614	104
PF00612	767	787	1614	21
PF00612	863	883	1614	21
PF11029	35	168	1615	134
PF00804	31	226	1616	196
PF05739	227	279	1616	53
PF00849	105	277	1617	173
PF00261	48	284	1618	237
PF15692	85	164	1619	80
PF07177	296	447	1620	152
PF13920	518	567	1620	50
PF07177	65	217	1620	153
PF00656	44	274	1621	231
PF05994	388	561	1622	174
PF05994	577	1246	1622	670
PF07159	59	303	1622	245
PF01424	602	662	1623	61
PF01585	551	594	1623	44
PF00069	438	723	1624	286
PF01416	235	341	1625	107
PF01556	171	330	1626	160
PF00226	4	65	1626	62
PF09111	898	1012	1627	115
PF00176	183	463	1627	281
PF00271	483	597	1627	115
PF09110	743	841	1627	99
PF06229	67	256	1629	190
PF12235	354	382	1630	29
PF16097	554	620	1630	67
PF17904	123	207	1630	85
PF16096	460	535	1630	76
PF05641	62	117	1630	56
PF00013	283	353	1630	71
PF18336	4	52	1630	49
PF12235	379	448	1630	70
PF13417	26	101	1631	76
PF14497	123	219	1631	97
PF01926	340	526	1632	187
PF00118	39	529	1633	491
PF01138	31	163	1634	133
PF03725	189	255	1634	67
PF05605	139	200	1635	62
PF13445	29	71	1635	43
PF18574	85	117	1635	33
PF00191	96	161	1636	66
PF00191	524	593	1636	70
PF00191	24	89	1636	66
PF00191	179	245	1636	67
PF00191	367	432	1636	66
PF00191	603	668	1636	66
PF00191	255	320	1636	66
PF00191	439	504	1636	66
PF05557	54	716	1637	663
PF00412	535	590	1638	56
PF00412	417	472	1638	56
PF00412	358	413	1638	56
PF00412	476	531	1638	56
PF03535	44	253	1638	210
PF00076	44	112	1639	69
PF01693	27	70	1640	44
PF00075	138	282	1640	145
PF02996	28	148	1641	121
PF07679	160	245	1642	86
PF07714	472	748	1642	277
PF13927	252	343	1642	92
PF02598	74	364	1643	291
PF18594	146	173	1644	28
PF16531	44	141	1644	98
PF06703	55	217	1645	163
PF02630	137	273	1646	137
PF00271	564	708	1647	145
PF17911	74	203	1647	130
PF13234	763	1046	1647	284
PF00270	312	463	1647	152
PF08148	1071	1240	1647	170
PF00069	20	312	1648	293
PF04811	126	392	1649	267
PF08033	403	506	1649	104
PF04810	58	98	1649	41
PF04815	520	619	1649	100
PF00626	631	720	1649	90
PF01221	5	88	1650	84
PF00380	274	396	1651	123
PF00175	181	289	1652	109
PF00970	48	155	1652	108
PF00076	102	172	1653	71
PF00076	525	593	1653	69
PF00076	235	304	1653	70
PF01459	14	287	1654	274
PF08208	37	292	1655	256
PF00225	14	327	1656	314
PF05793	2	517	1657	516
PF02887	453	571	1658	119
PF00224	85	438	1658	354
PF15964	6	706	1659	701
PF01191	137	209	1660	73
PF03871	4	94	1660	91
PF00248	16	294	1661	279
PF19532	732	1876	1662	1145
PF19532	333	540	1662	208
PF12371	108	191	1662	84
PF13920	604	654	1663	51
PF00013	232	295	1663	64
PF00013	328	389	1663	62
PF12874	54	78	1664	25
PF16835	112	206	1664	95
PF00505	93	161	1665	69
PF09011	6	79	1665	74
PF00076	4	66	1666	63
PF00076	106	171	1666	66
PF00080	15	150	1667	136
PF00096	445	467	1668	23
PF00096	249	271	1668	23
PF00096	333	355	1668	23
PF00096	221	243	1668	23
PF00096	193	215	1668	23
PF00096	305	327	1668	23
PF00096	417	439	1668	23
PF00096	277	299	1668	23
PF00096	361	383	1668	23
PF00096	389	411	1668	23
PF00096	473	495	1668	23
PF08373	699	758	1669	60
PF08368	511	602	1669	92
PF06743	430	503	1669	74
PF07653	1579	1632	1670	54
PF14604	841	895	1670	55
PF02201	293	365	1671	73
PF04568	4	103	1672	100
PF00596	147	329	1673	183
PF00651	758	871	1674	114
PF00415	143	192	1674	50
PF00415	247	299	1674	53
PF00415	195	244	1674	50
PF00651	554	653	1674	100
PF12796	22	116	1674	95
PF00130	102	154	1675	53
PF00130	37	89	1675	53
PF00168	171	277	1675	107
PF00433	622	662	1675	41
PF00069	342	600	1675	259
PF00400	42	80	1676	39
PF00400	132	170	1676	39
PF00808	8	73	1677	66
PF00400	232	271	1678	40
PF00400	102	141	1678	40
PF00400	58	96	1678	39
PF00400	145	184	1678	40
PF00244	10	234	1679	225
PF02784	45	278	1680	234
PF00278	27	385	1680	359
PF12205	642	756	1681	115
PF01412	1	120	1681	120
PF12796	137	229	1681	93
PF16559	409	474	1681	66
PF08518	264	292	1681	29
PF08518	328	356	1681	29
PF00575	540	611	1682	72
PF00575	449	522	1682	74
PF05843	1725	1870	1682	146
PF00575	726	798	1682	73
PF00575	1032	1100	1682	69
PF00514	384	424	1683	41
PF02463	3	1211	1684	1209
PF06470	512	629	1684	118
PF13516	146	169	1685	24
PF13516	254	277	1685	24
PF06418	2	272	1686	271
PF00117	309	546	1686	238
PF13181	295	328	1687	34
PF13181	691	722	1687	32
PF02251	11	71	1688	61
PF02252	93	237	1688	145
PF00162	9	406	1689	398
PF00069	4	286	1690	283
PF13409	29	93	1691	65
PF13410	74	218	1691	145
PF02790	1	83	1692	83
PF00116	95	214	1692	120
PF00225	349	663	1693	315
PF02759	103	226	1694	124
PF00566	166	368	1695	203
PF00176	484	765	1696	282
PF00271	788	902	1696	115
PF00385	389	443	1696	55
PF00385	273	355	1696	83
PF13907	1404	1499	1696	96
PF18375	1124	1210	1696	87
PF05326	3	126	1697	124
PF00612	295	315	1698	21
PF00612	388	408	1698	21
PF07717	1015	1105	1700	91
PF04408	851	965	1700	115
PF00271	652	787	1700	136
PF00270	437	600	1700	164
PF13499	198	261	1701	64
PF00071	16	177	1702	162
PF01245	93	198	1704	106
PF12874	792	816	1705	25
PF16501	89	186	1705	98
PF00096	486	508	1706	23
PF16624	391	485	1706	95
PF00096	618	640	1706	23
PF16622	355	383	1706	29
PF00514	209	251	1707	43
PF15923	59	187	1708	129
PF17900	38	230	1709	193
PF09127	530	645	1709	116
PF01433	261	482	1709	222
PF09340	18	97	1710	80
PF00106	11	213	1711	203
PF00650	92	237	1712	146
PF00102	327	573	1712	247
PF01138	366	501	1713	136
PF03725	186	251	1713	66
PF03726	282	363	1713	82
PF00013	607	666	1713	60
PF01138	52	183	1713	132
PF19722	287	389	1714	103
PF02902	400	572	1714	173
PF00176	727	1022	1715	296
PF00271	1050	1164	1715	115
PF14619	1244	1326	1715	83
PF00439	1411	1493	1715	83
PF07529	437	507	1715	71
PF07533	589	632	1715	44
PF08880	173	207	1715	35
PF11715	62	577	1716	516
PF06657	348	421	1718	74
PF14073	68	245	1718	178
PF00076	84	151	1719	68
PF00076	5	69	1719	65
PF00013	511	577	1719	67
PF00013	195	260	1719	66
PF00013	429	494	1719	66
PF00013	276	343	1719	68
PF16725	2	72	1720	71
PF17862	773	830	1720	58
PF17862	456	505	1720	50
PF00004	618	748	1720	131
PF00004	301	434	1720	134
PF16540	803	906	1721	104
PF00225	31	436	1721	406
PF03259	3	93	1722	91
PF01912	4	204	1723	201
PF13012	243	355	1724	113
PF01398	87	196	1724	110
PF00076	286	356	1725	71
PF00076	127	195	1725	69
PF00076	41	111	1725	71
PF16399	18	802	1726	785
PF13087	1115	1308	1726	194
PF13086	801	1107	1726	307
PF07491	25	81	1727	57
PF00069	9	271	1728	263
PF00017	550	639	1729	90
PF00017	668	741	1729	74
PF00168	1088	1193	1729	106
PF00387	953	1068	1729	116
PF00388	322	465	1729	144
PF00018	797	843	1729	47
PF00027	294	387	1730	94
PF00027	172	259	1730	88
PF02197	7	44	1730	38
PF05891	8	223	1731	216
PF00056	25	168	1732	144
PF02866	170	334	1732	165
PF00643	164	205	1733	42
PF13445	21	57	1733	37
PF00595	157	247	1734	91
PF00564	15	95	1734	81
PF01023	8	53	1735	46
PF00400	219	257	1736	39
PF00400	261	299	1736	39
PF00400	94	130	1736	37
PF00400	9	47	1736	39
PF00400	177	215	1736	39
PF00400	135	173	1736	39
PF00400	51	89	1736	39
PF00241	13	152	1737	140
PF04130	716	1018	1738	303
PF17681	271	713	1738	443
PF00435	1169	1272	1739	104
PF00435	1912	2015	1739	104
PF00435	2017	2100	1739	84
PF00435	302	412	1739	111
PF00435	1380	1483	1739	104
PF00435	422	526	1739	105
PF00435	1062	1167	1739	106
PF00435	955	1060	1739	106
PF00435	1275	1378	1739	104
PF00435	1698	1803	1739	106
PF00435	849	953	1739	105
PF00435	1485	1590	1739	106
PF00169	2198	2307	1739	110
PF00307	173	279	1739	107
PF00307	54	159	1739	106
PF00435	1592	1696	1739	105
PF00435	528	636	1739	109
PF00435	744	847	1739	104
PF00435	1805	1909	1739	105
PF00435	638	742	1739	105
PF09727	5	188	1740	184
PF06098	188	470	1741	283
PF01157	1	101	1742	101
PF00735	47	323	1743	277
PF00069	50	172	1744	123
PF00069	203	374	1744	172
PLD129	501	560	1745	60
PF16275	18	130	1745	113
PF00098	278	293	1745	16
PF00013	137	224	1745	88
PF17978	228	318	1746	91
PF00240	3	73	1746	71
PF17976	145	217	1746	73
PF00069	31	256	1747	226
PF13893	472	552	1748	81
PF11835	171	258	1748	88
PF13893	329	454	1748	126
PF00179	239	366	1749	128
PF10520	84	247	1749	164
PF00025	8	181	1750	174
PF09805	5	140	1751	136
PF00415	527	574	1752	48
PF02493	1175	1191	1752	17
PF02493	1151	1168	1752	18
PF02493	1198	1220	1752	23
PF00415	170	216	1752	47
PF02493	1221	1244	1752	24
PF02493	1072	1094	1752	23
PF02493	1100	1122	1752	23
PF02493	1049	1071	1752	23
PF02204	1552	1656	1752	105
PF00621	694	882	1752	189
PF00415	109	165	1752	57
PF00415	577	625	1752	49
PF02493	1123	1142	1752	20
PF00013	131	195	1753	65
PF00013	47	109	1753	63
PF00013	295	359	1753	65
PF02330	86	279	1754	194
PF00023	175	207	1755	33
PF12796	114	173	1755	60
PF06978	107	191	1756	85
PF08170	617	708	1756	92
PF06978	163	258	1756	96
PF16366	653	716	1757	64
PF16367	471	560	1757	90
PF06017	874	1055	1758	182
PF00612	758	777	1758	20
PF00063	48	718	1758	671
PF00612	735	755	1758	21
PF00076	602	668	1759	67
PF01480	7	77	1759	71
PF00642	274	300	1759	27
PF10226	12	219	1760	208
PF00076	9	80	1761	72
PF00076	153	219	1761	67
PF18479	884	1001	1762	118
PF00076	101	168	1763	68
PF00076	13	83	1763	71
PF00076	296	364	1763	69
PF00658	558	623	1763	66
PF00076	193	261	1763	69
PF00069	68	361	1764	294
PF00514	158	198	1765	41
PF00514	200	241	1765	42
PF00514	327	367	1765	41
PF00514	369	409	1765	41
PF00514	285	325	1765	41
PF00514	243	283	1765	41
PF00514	114	156	1765	43
PF01749	10	104	1765	95
PF16186	466	517	1765	52
PF00514	412	452	1765	41
PF07992	42	370	1766	329
PF02852	389	498	1766	110
PF07717	925	1011	1767	87
PF04408	737	858	1767	122
PF00271	582	676	1767	95
PF00270	255	418	1767	164
PF12894	210	282	1768	73
PF00400	303	341	1768	39
PF00400	345	386	1768	42
PF00400	433	471	1768	39
PF00575	13	86	1769	74
PF00853	55	183	1770	129
PF08504	316	415	1770	100
PF00781	16	155	1771	140
PF08514	157	271	1772	115
PF00018	312	357	1773	46
PF03114	6	242	1773	237
PF12473	306	437	1774	132
PF00640	151	274	1774	124
PF00566	569	772	1774	204
PF03920	18	133	1775	116
PF00400	608	646	1775	39
PF00400	477	513	1775	37
PF01363	1807	1873	1776	67
PF08142	231	316	1777	86
PF04950	814	1106	1777	293
PF00079	6	405	1778	400
PF02196	383	442	1779	60
PF00615	67	183	1779	117
PF02188	499	520	1779	22
PF02196	303	370	1779	68
PF00503	13	344	1780	332
PF16488	372	418	1781	47
PF08699	174	224	1781	51
PF02171	515	816	1781	302
PF02170	229	363	1781	135
PF16487	427	509	1781	83
PF16486	34	164	1781	131
PF01023	10	54	1783	45
PF00036	59	87	1783	29
PF00622	341	461	1784	121
PF15227	16	54	1784	39
PF00643	87	128	1784	42
PF13765	289	337	1784	49
PF00191	90	155	1785	66
PF00191	249	314	1785	66
PF00191	18	83	1785	66
PF00191	173	239	1785	67
PF00013	180	242	1786	63
PF13920	596	646	1786	51
PF00013	275	336	1786	62
PF00439	993	1074	1789	82
PF17862	621	680	1789	60
PF00004	463	598	1789	136
PF03194	3	292	1790	290
PF00076	12	83	1791	72
PF00076	210	275	1791	66
PF12697	79	362	1792	284
PF00549	199	324	1793	126
PF02629	53	146	1793	94
PF14846	13	98	1794	86
PF16482	455	523	1795	69
PF00035	308	373	1795	66
PF00035	208	272	1795	65
PF00035	127	179	1795	53
PF00035	9	72	1795	64
PF16208	49	87	1796	39
PF00038	90	402	1796	313
PF13088	34	279	1797	246
PF01459	3	276	1798	274
PF14604	342	392	1799	51
PF03114	5	280	1799	276
PF01230	24	121	1800	98
PF00651	24	129	1802	106
PF12874	288	308	1802	21
PF12874	392	414	1802	23
PF00225	20	345	1803	326
PF00643	111	151	1804	41
PF00630	319	415	1804	97
PF01436	669	696	1804	28
PF01436	713	740	1804	28
PF01436	575	602	1804	28
PF01436	486	513	1804	28
PF01436	622	649	1804	28
PF13445	22	60	1804	39
PF01436	533	560	1804	28
PF12348	320	537	1805	218
PF02985	168	198	1805	31
PF00587	476	687	1806	212
PF02824	162	222	1806	61
PF03129	699	790	1806	92
PF07973	328	377	1806	50
PF00177	69	234	1807	166
PF12874	331	355	1808	25
PF12874	582	606	1808	25
PF12874	382	406	1808	25
PF07528	790	1038	1808	249
PF15242	1	302	1809	302
PF00505	100	168	1810	69
PF03810	22	101	1811	80
PF08506	171	451	1811	281
PF00061	5	137	1812	133
PF00400	179	217	1813	39
PF00400	95	133	1813	39
PF00400	137	175	1813	39
PF13925	493	651	1813	159
PF00400	10	49	1813	40
PF00400	53	91	1813	39
PF03946	20	78	1814	59
PF00298	83	155	1814	73
PF00400	6	48	1815	43
PF00400	264	302	1815	39
PF00400	180	218	1815	39
PF00400	222	260	1815	39
PF00400	138	176	1815	39
PF00400	54	92	1815	39
PF00570	506	573	1816	68
PF01612	288	456	1816	169
PF08066	44	133	1816	90
PF17838	458	571	1817	114
PF00621	239	430	1817	192
PF02758	8	80	1818	73
PF02760	211	379	1818	169
PF15509	572	1090	1819	519
PF15499	226	498	1819	273
PF12717	956	1134	1820	179
PF04732	9	106	1821	98
PF00038	107	415	1821	309
PF16579	406	503	1822	98
PF00069	27	279	1822	253
PF09793	80	165	1823	86
PF17981	158	213	1824	56
PLD59	2415	2474	1824	60
PF00271	2018	2155	1824	138
PF00176	1563	1889	1824	327
PF17216	47	148	1825	102
PF00773	371	721	1825	351
PF17849	265	341	1825	77
PF17877	766	855	1825	90
PF00307	14	120	1826	107
PF03271	210	248	1826	39
PF00435	3999	4109	1827	111
PF00435	6113	6220	1827	108
PF00435	6551	6658	1827	108
PF00435	6004	6110	1827	107
PF00435	4798	4905	1827	108
PF00435	6663	6766	1827	104
PF00307	78	182	1827	105
PF00307	194	299	1827	106
PF00435	6223	6329	1827	107
PF00435	4465	4574	1827	110
PF00435	5344	5450	1827	107
PF00435	6442	6548	1827	107
PF00435	6769	6875	1827	107
PF17902	857	923	1827	67
PF00681	2688	2726	1827	39
PF00681	2502	2540	1827	39
PF00681	1579	1617	1827	39
PF00681	1770	1808	1827	39
PF00435	6332	6439	1827	108
PF00435	5780	5885	1827	106
PF00435	4908	5012	1827	105
PF00681	1808	1846	1827	39
PF00435	3882	3994	1827	113
PF00435	5234	5341	1827	108
PF13499	7043	7107	1827	65
PF02187	7122	7190	1827	69
PF00435	5453	5559	1827	107
PF00681	1656	1694	1827	39
PF18373	958	1035	1827	78
PF00681	2368	2406	1827	39
PF00681	2292	2330	1827	39
PF15774	18	404	1829	387
PF14944	1	244	1830	244
PF03715	327	622	1832	296
PF00719	94	276	1833	183
PF03226	27	127	1834	101
PF03259	3	93	1836	91
PF00642	888	913	1837	26
PF13181	83	115	1837	33
PF00642	755	781	1837	27
PF04615	43	734	1838	692
PF01778	5	120	1839	116
PF00069	40	325	1840	286
PF08007	215	557	1841	343
PF00393	180	469	1842	290
PF03446	5	175	1842	171
PF00076	16	86	1843	71
PF00022	3	376	1844	374
PF00130	102	154	1845	53
PF00130	37	89	1845	53
PF00069	339	597	1845	259
PF00433	623	658	1845	36
PF00168	171	277	1845	107
PF00567	543	615	1846	73
PF08585	1	72	1846	72
PF00627	194	230	1846	37
PF08157	172	234	1847	63
PF13869	35	222	1848	188
PF01454	478	645	1849	168
PF05817	9	627	1850	619
PF17054	2	60	1851	59
PF00008	108	142	1852	35
PF01965	4	171	1853	168
PF08284	360	470	1854	111
PF16297	62	165	1854	104
PF00262	23	248	1855	226
PF00262	246	318	1855	73
PF00453	11	116	1856	106
PLD66	339	398	1857	60
PF00096	626	650	1857	25
PF00096	686	708	1857	23
PF00096	656	680	1857	25
PF00538	37	108	1858	72
PF07989	5	76	1859	72
PF06758	1552	1622	1859	71
PF00335	10	229	1860	220
PF00038	31	387	1861	357
PF00932	435	545	1861	111
PF00514	701	739	1862	39
PF00514	440	481	1862	42
PF00514	397	437	1862	41
PF00400	397	435	1863	39
PF08799	108	136	1863	29
PF00400	215	259	1863	45
PF00400	482	520	1863	39
PF00400	263	309	1863	47
PF00400	439	478	1863	40
PF00400	313	351	1863	39
PF00125	2	91	1864	90
PF16211	92	126	1864	35
PF00096	338	360	1865	23
PF02023	48	137	1865	90
PF00096	310	332	1865	23
PF00096	282	304	1865	23
PF00096	366	388	1865	23
PF00096	254	276	1865	23
PF10486	395	476	1866	82
PF10486	468	754	1866	287
PF10486	6	299	1866	294
PF07574	15	176	1867	162
PF08746	191	231	1867	41
PF03952	3	134	1868	132
PF00113	142	432	1868	291
PF00169	520	624	1869	105
PF02212	648	739	1869	92
PF00350	34	207	1869	174
PF01031	215	502	1869	288
PF12414	265	362	1870	98
PF00076	123	191	1870	69
PF00658	535	600	1871	66
PF00076	296	364	1871	69
PF00076	13	83	1871	71
PF00076	193	262	1871	70
PF00076	101	168	1871	68
PF10495	3704	3785	1872	82
PF00248	20	304	1873	285
PF02736	31	76	1874	46
PF01576	848	1928	1874	1081
PF00612	787	807	1874	21
PF00063	87	771	1874	685
PF00171	29	492	1875	464
PF05923	1949	1972	1876	24
PF16636	1867	1947	1876	81
PF05923	1371	1393	1876	23
PF05923	1486	1509	1876	24
PF05924	2031	2052	1876	22
PF05924	1567	1588	1876	22
PF05924	1716	1737	1876	22
PF05937	2670	2843	1876	174
PF05956	2223	2575	1876	353
PF05923	2008	2030	1876	23
PF05972	1172	1186	1876	15
PF05972	1155	1169	1876	15
PF05972	1136	1150	1876	15
PF11414	127	207	1876	81
PF16629	732	1019	1876	288
PF16630	1036	1135	1876	100
PF16633	1282	1368	1876	87
PF16634	1662	1715	1876	54
PF18797	393	466	1876	74
PF16689	4	55	1876	52
PF05972	1020	1034	1876	15
PF05923	1841	1865	1876	25
PF16635	1746	1839	1876	94
PF05923	1637	1660	1876	24
PF05923	1257	1280	1876	24
PF00514	512	553	1876	42
PF00514	649	689	1876	41
PF00013	243	307	1877	65
PF00013	103	168	1877	66
PF00013	19	80	1877	62
PF00970	44	151	1878	108
PF00175	177	285	1878	109
PF04678	118	320	1879	203
PF07533	2641	2684	1880	44
PLD36	158	217	1880	60
PF00385	800	862	1880	63
