Mutations_id_mutation	Disorder_regions_id_idr
9091	1020
9093	1020
9096	1020
9097	1020
9099	1020
9100	1020
9101	1020
9102	1020
9103	1020
9105	1020
9106	1020
9108	1020
9111	1020
9112	1020
9115	1020
9116	1020
9125	1020
9128	1020
9129	1020
9133	1020
9136	1020
9137	1020
9138	1020
9139	1020
9140	1020
9141	1020
9142	1020
9143	1020
9144	1020
9150	1020
9157	1020
9158	1020
9162	1020
9165	1020
9167	1020
9168	1020
9169	1020
9170	1020
9171	1020
9173	1020
9179	1020
9180	1020
9181	1020
9188	1020
9189	1020
9190	1020
9191	1020
9197	1020
9202	1020
9203	1020
9204	1020
9209	1020
9212	1020
57909	1020
57912	1020
57913	1020
57915	1020
57917	1020
57918	1020
57921	1020
57923	1020
57925	1020
57926	1020
57927	1020
57928	1020
57929	1020
57930	1020
57931	1020
57932	1020
57941	1020
57942	1020
57944	1020
57945	1020
57947	1020
57949	1020
57950	1020
57951	1020
57952	1020
57954	1020
57957	1020
57958	1020
57959	1020
57960	1020
57968	1020
57969	1020
57970	1020
57972	1020
57973	1020
57976	1020
57978	1020
57979	1020
57980	1020
57986	1020
57988	1020
57990	1020
57991	1020
57992	1020
57993	1020
57994	1020
57995	1020
57996	1020
57997	1020
58000	1020
58002	1020
58003	1020
58004	1020
58005	1020
58008	1020
58010	1020
58011	1020
58012	1020
58013	1020
58015	1020
58016	1020
58017	1020
58018	1020
58019	1020
58020	1020
58021	1020
58022	1020
58023	1020
58024	1020
58028	1020
58029	1020
58030	1020
58034	1020
58035	1020
58036	1020
58037	1020
58038	1020
58039	1020
58040	1020
58041	1020
58042	1020
58045	1020
58046	1020
58047	1020
58048	1020
58052	1020
58053	1020
58054	1020
58056	1020
58057	1020
58058	1020
58061	1020
58062	1020
58065	1020
58067	1020
58072	1020
58074	1020
58075	1020
58076	1020
58077	1020
58079	1020
58080	1020
58081	1020
58082	1020
58083	1020
58086	1020
58087	1020
58088	1020
58089	1020
58090	1020
58091	1020
58092	1020
58094	1020
58095	1020
58097	1020
58099	1020
58102	1020
58104	1020
58107	1020
58108	1020
58109	1020
58110	1020
58111	1020
58112	1020
58114	1020
58118	1020
58120	1020
58122	1020
58124	1020
58125	1020
58127	1020
58128	1020
58130	1020
58132	1020
58133	1020
58135	1020
58136	1020
58138	1020
58139	1020
58142	1020
58143	1020
58145	1020
58147	1020
58148	1020
58150	1020
58151	1020
58156	1020
58159	1020
58160	1020
58165	1020
58167	1020
58168	1020
58171	1020
58174	1020
58176	1020
58188	1020
58190	1020
58191	1020
58192	1020
58193	1020
58196	1020
58197	1020
58198	1020
58199	1020
58201	1020
58202	1020
58204	1020
58205	1020
58206	1020
58207	1020
58208	1020
58211	1020
58212	1020
58213	1020
58214	1020
58215	1020
58216	1020
58217	1020
58218	1020
58219	1020
58220	1020
58221	1020
58222	1020
58223	1020
58224	1020
58225	1020
58226	1020
58227	1020
58228	1020
58229	1020
58238	1020
58252	1020
58253	1020
58255	1020
58256	1020
58260	1020
58261	1020
58265	1020
58266	1020
58269	1020
58270	1020
58271	1020
58272	1020
58273	1020
58274	1020
58275	1020
58276	1020
58279	1020
58280	1020
58281	1020
58282	1020
58283	1020
58285	1020
58290	1020
58291	1020
58292	1020
58293	1020
58294	1020
58295	1020
58296	1020
58297	1020
58298	1020
58299	1020
58300	1020
58301	1020
58302	1020
58303	1020
58304	1020
58305	1020
58306	1020
58307	1020
58308	1020
58309	1020
58310	1020
58314	1020
58317	1020
58318	1020
58319	1020
58320	1020
58322	1020
58323	1020
58324	1020
58325	1020
58326	1020
58331	1020
58341	1020
58342	1020
58343	1020
58344	1020
58345	1020
58346	1020
58351	1020
58352	1020
58353	1020
58355	1020
58356	1020
58357	1020
58358	1020
58359	1020
58360	1020
58361	1020
58362	1020
58363	1020
58365	1020
58366	1020
58367	1020
58368	1020
58369	1020
58377	1020
58378	1020
58380	1020
58383	1020
58387	1020
58393	1020
58394	1020
58395	1020
58396	1020
58397	1020
58398	1020
58400	1020
58401	1020
58402	1020
58403	1020
58404	1020
58405	1020
58406	1020
58407	1020
58408	1020
58409	1020
58410	1020
58411	1020
58413	1020
58417	1020
58426	1020
58427	1020
58428	1020
58457	1020
58458	1020
58459	1020
58468	1020
58469	1020
58471	1020
58475	1020
58476	1020
58477	1020
58478	1020
58479	1020
58480	1020
58481	1020
58482	1020
58484	1020
58485	1020
58486	1020
58487	1020
58489	1020
58490	1020
58492	1020
58493	1020
58498	1020
58499	1020
58500	1020
58501	1020
58502	1020
58503	1020
58505	1020
58506	1020
58507	1020
58508	1020
58509	1020
58510	1020
58511	1020
58512	1020
58513	1020
58518	1020
58519	1020
58520	1020
58522	1020
58523	1020
58524	1020
58525	1020
58526	1020
58532	1020
58533	1020
58534	1020
58535	1020
58536	1020
58537	1020
58538	1020
58539	1020
58540	1020
58541	1020
58542	1020
58543	1020
58544	1020
58545	1020
58546	1020
58547	1020
58548	1020
58549	1020
58550	1020
58551	1020
58552	1020
58553	1020
58554	1020
58555	1020
58556	1020
58558	1020
58559	1020
58560	1020
58561	1020
58567	1020
58568	1020
58569	1020
58578	1020
58582	1020
58584	1020
58585	1020
58586	1020
58588	1020
58589	1020
58591	1020
58592	1020
58593	1020
58594	1020
58597	1020
58598	1020
58599	1020
58600	1020
58601	1020
58602	1020
58603	1020
58604	1020
58607	1020
58608	1020
58609	1020
58610	1020
58611	1020
58612	1020
58613	1020
58614	1020
58615	1020
58616	1020
58618	1020
58619	1020
58620	1020
58621	1020
58622	1020
58623	1020
58627	1020
58632	1020
58634	1020
58637	1020
58638	1020
58639	1020
58640	1020
58641	1020
58646	1020
58647	1020
58648	1020
58649	1020
58650	1020
58652	1020
58653	1020
58654	1020
58655	1020
58656	1020
58657	1020
58658	1020
58659	1020
58661	1020
58662	1020
58663	1020
58664	1020
58665	1020
58666	1020
58675	1020
58676	1020
58677	1020
58678	1020
58681	1020
58682	1020
58687	1020
58688	1020
58689	1020
58690	1020
58699	1020
58703	1020
58705	1020
58706	1020
58707	1020
58712	1020
58713	1020
58714	1020
58718	1020
58721	1020
58722	1020
58724	1020
58726	1020
58727	1020
58728	1020
58729	1020
58732	1020
58733	1020
58734	1020
58738	1020
58739	1020
58741	1020
58742	1020
58744	1020
58745	1020
58748	1020
58749	1020
58750	1020
58751	1020
58755	1020
58756	1020
58757	1020
58758	1020
58759	1020
58760	1020
58761	1020
58762	1020
58763	1020
58764	1020
58765	1020
58766	1020
58767	1020
58768	1020
58770	1020
58771	1020
58774	1020
58775	1020
58777	1020
58778	1020
58781	1020
58782	1020
58783	1020
58784	1020
58785	1020
58786	1020
58787	1020
58788	1020
58790	1020
58791	1020
58792	1020
58793	1020
58794	1020
58796	1020
58797	1020
58798	1020
58799	1020
58800	1020
58801	1020
58802	1020
58803	1020
58804	1020
58805	1020
58806	1020
58808	1020
58811	1020
58812	1020
58815	1020
58816	1020
58817	1020
58818	1020
58819	1020
58821	1020
58822	1020
58823	1020
58824	1020
58834	1020
58836	1020
58837	1020
58838	1020
58839	1020
58840	1020
58841	1020
58843	1020
58845	1020
58846	1020
58847	1020
58848	1020
58849	1020
58850	1020
58851	1020
58852	1020
58853	1020
58854	1020
58855	1020
58856	1020
58857	1020
58858	1020
58859	1020
58861	1020
58862	1020
58863	1020
58864	1020
58865	1020
58866	1020
58867	1020
58868	1020
58869	1020
58870	1020
58871	1020
58872	1020
58873	1020
58878	1020
58879	1020
58880	1020
58881	1020
58882	1020
58893	1020
58894	1020
58896	1020
58898	1020
58899	1020
58900	1020
58903	1020
58907	1020
58909	1020
58910	1020
58911	1020
58912	1020
58915	1020
58916	1020
58917	1020
58918	1020
58919	1020
58920	1020
58924	1020
58925	1020
58926	1020
58927	1020
58928	1020
58929	1020
58931	1020
58935	1020
58936	1020
58937	1020
58938	1020
58939	1020
58940	1020
58941	1020
58942	1020
58943	1020
58944	1020
58945	1020
58946	1020
58947	1020
58951	1020
58952	1020
58953	1020
58954	1020
58958	1020
58965	1020
58966	1020
58969	1020
58975	1020
58978	1020
58979	1020
58980	1020
58981	1020
58982	1020
58983	1020
58985	1020
58987	1020
58990	1020
58991	1020
58992	1020
58993	1020
58998	1020
58999	1020
59001	1020
59002	1020
59003	1020
59004	1020
59005	1020
59006	1020
59007	1020
59008	1020
59009	1020
59010	1020
59021	1020
59022	1020
59023	1020
59024	1020
59033	1020
59036	1020
59037	1020
59038	1020
59041	1020
59042	1020
59043	1020
59044	1020
59048	1020
59051	1020
59052	1020
59053	1020
59054	1020
59055	1020
59057	1020
59062	1020
59063	1020
59064	1020
59066	1020
59067	1020
59069	1020
59070	1020
59071	1020
59072	1020
59073	1020
59074	1020
59075	1020
59077	1020
59079	1020
59080	1020
59081	1020
59082	1020
59085	1020
59086	1020
59088	1020
59089	1020
59090	1020
59091	1020
59092	1020
59093	1020
59094	1020
59097	1020
59098	1020
59099	1020
59101	1020
59102	1020
59104	1020
59105	1020
59108	1020
59109	1020
59110	1020
59112	1020
59113	1020
59115	1020
59116	1020
59117	1020
59119	1020
59121	1020
59122	1020
59123	1020
59126	1020
59127	1020
59130	1020
59133	1020
59138	1020
59143	1020
59145	1020
59146	1020
59149	1020
59150	1020
59151	1020
59152	1020
59154	1020
59156	1020
59157	1020
59160	1020
59161	1020
59162	1020
59164	1020
59165	1020
59166	1020
59171	1020
59172	1020
59174	1020
59175	1020
59176	1020
59178	1020
59179	1020
59180	1020
59181	1020
59182	1020
59183	1020
59184	1020
59185	1020
59186	1020
59188	1020
59195	1020
59196	1020
59197	1020
59198	1020
59201	1020
59202	1020
59203	1020
59205	1020
59206	1020
59207	1020
59208	1020
59211	1020
59212	1020
59213	1020
59214	1020
59215	1020
59217	1020
59218	1020
59219	1020
59220	1020
59221	1020
59222	1020
59223	1020
59224	1020
59225	1020
59226	1020
59228	1020
59229	1020
59230	1020
59231	1020
59232	1020
59239	1020
59240	1020
59261	1020
59266	1020
59268	1020
59281	1020
59283	1020
59289	1020
59291	1020
59295	1020
59296	1020
59299	1020
59300	1020
59303	1020
59305	1020
59309	1020
59310	1020
59312	1020
59314	1020
59315	1020
59316	1020
59317	1020
59319	1020
59320	1020
59321	1020
59322	1020
59323	1020
59324	1020
59325	1020
59326	1020
59327	1020
59329	1020
59333	1020
59334	1020
59335	1020
59336	1020
59339	1020
59340	1020
59348	1020
59352	1020
59353	1020
59355	1020
59356	1020
59357	1020
59359	1020
59361	1020
59362	1020
59363	1020
59364	1020
59366	1020
59368	1020
59369	1020
59370	1020
59371	1020
59373	1020
59374	1020
59377	1020
59379	1020
59380	1020
59382	1020
59383	1020
59384	1020
59387	1020
59388	1020
59391	1020
59392	1020
59393	1020
59394	1020
59396	1020
59397	1020
59398	1020
59399	1020
59401	1020
59402	1020
59403	1020
59406	1020
59407	1020
59408	1020
59409	1020
59411	1020
59412	1020
59413	1020
59416	1020
59422	1020
59424	1020
59425	1020
59426	1020
59428	1020
59429	1020
59431	1020
59432	1020
59433	1020
59434	1020
59437	1020
59438	1020
59439	1020
59440	1020
59442	1020
59443	1020
59444	1020
59445	1020
59447	1020
59448	1020
59449	1020
59451	1020
59452	1020
59453	1020
59454	1020
59455	1020
59456	1020
59457	1020
59458	1020
59459	1020
59460	1020
59461	1020
59462	1020
59463	1020
59464	1020
59465	1020
59466	1020
59467	1020
59468	1020
59469	1020
59470	1020
59471	1020
59472	1020
59473	1020
59474	1020
59476	1020
59477	1020
59478	1020
59479	1020
59480	1020
59481	1020
59484	1020
59485	1020
59486	1020
59487	1020
59488	1020
59489	1020
59490	1020
59491	1020
59492	1020
59493	1020
59494	1020
59496	1020
59498	1020
59500	1020
59502	1020
59506	1020
59507	1020
59508	1020
59509	1020
59513	1020
59514	1020
59515	1020
59516	1020
59518	1020
59519	1020
59520	1020
59521	1020
59522	1020
59523	1020
59524	1020
59525	1020
59526	1020
59527	1020
59528	1020
59529	1020
59530	1020
59531	1020
59532	1020
59533	1020
59534	1020
59535	1020
59541	1020
59542	1020
59543	1020
59544	1020
59545	1020
59546	1020
59549	1020
59550	1020
59552	1020
59557	1020
59558	1020
59559	1020
59561	1020
59562	1020
59563	1020
59565	1020
59566	1020
59569	1020
59570	1020
59572	1020
59575	1020
59580	1020
59583	1020
59584	1020
59585	1020
59586	1020
59587	1020
59589	1020
59592	1020
59593	1020
59594	1020
59595	1020
59598	1020
59602	1020
59603	1020
59604	1020
59605	1020
59606	1020
59607	1020
59608	1020
59609	1020
59610	1020
59611	1020
59612	1020
59613	1020
59615	1020
59616	1020
59617	1020
59619	1020
59621	1020
59623	1020
59624	1020
59625	1020
59626	1020
59627	1020
59628	1020
59629	1020
59630	1020
59631	1020
59633	1020
59635	1020
59643	1020
59652	1020
59655	1020
59657	1020
59660	1020
59664	1020
59667	1020
59668	1020
59670	1020
59671	1020
59672	1020
59673	1020
59675	1020
59676	1020
59683	1020
59686	1020
59687	1020
59688	1020
59689	1020
59691	1020
59692	1020
59693	1020
59694	1020
59695	1020
59696	1020
59697	1020
59698	1020
59699	1020
59700	1020
59702	1020
59703	1020
59705	1020
59706	1020
59707	1020
59709	1020
59710	1020
59711	1020
59712	1020
59713	1020
59714	1020
59715	1020
59716	1020
59717	1020
59719	1020
59720	1020
59721	1020
59723	1020
59730	1020
59731	1020
59732	1020
59733	1020
59734	1020
59735	1020
59737	1020
59740	1020
59744	1020
59749	1020
59757	1020
59760	1020
59764	1020
59765	1020
59767	1020
59768	1020
59769	1020
59770	1020
59773	1020
59774	1020
59777	1020
59778	1020
59781	1020
59784	1020
59794	1020
59795	1020
59798	1020
59799	1020
59801	1020
59802	1020
59805	1020
59807	1020
59808	1020
59812	1020
59813	1020
59814	1020
59815	1020
59816	1020
59818	1020
59821	1020
59822	1020
59823	1020
59824	1020
59825	1020
59826	1020
59827	1020
59828	1020
59829	1020
59832	1020
59833	1020
59851	1020
59852	1020
59854	1020
59857	1020
59858	1020
59859	1020
59860	1020
59861	1020
59863	1020
59864	1020
59865	1020
59866	1020
59867	1020
59868	1020
59869	1020
59874	1020
59875	1020
59876	1020
59877	1020
59878	1020
59879	1020
59881	1020
59882	1020
59884	1020
59885	1020
59886	1020
59887	1020
59888	1020
59889	1020
59890	1020
59892	1020
59893	1020
59895	1020
59896	1020
59900	1020
59901	1020
59902	1020
59903	1020
59904	1020
59905	1020
59906	1020
59907	1020
59909	1020
59910	1020
59911	1020
59912	1020
59913	1020
59916	1020
59918	1020
59919	1020
59941	1020
59944	1020
59946	1020
59948	1020
59949	1020
59952	1020
59953	1020
59954	1020
59955	1020
59956	1020
59957	1020
59958	1020
59959	1020
59960	1020
59961	1020
59962	1020
59963	1020
59964	1020
59965	1020
59966	1020
59967	1020
59968	1020
59969	1020
59970	1020
59973	1020
59979	1020
59980	1020
59983	1020
59985	1020
59986	1020
59987	1020
59990	1020
59991	1020
59992	1020
59994	1020
59995	1020
59998	1020
59999	1020
60000	1020
60002	1020
60003	1020
60004	1020
60005	1020
60006	1020
60007	1020
60008	1020
60009	1020
60010	1020
60011	1020
60012	1020
60013	1020
60014	1020
60020	1020
60021	1020
60032	1020
60034	1020
60035	1020
60036	1020
60037	1020
60040	1020
60041	1020
60042	1020
60043	1020
60044	1020
60047	1020
60048	1020
60051	1020
60052	1020
60053	1020
60054	1020
60055	1020
60056	1020
60058	1020
60060	1020
60061	1020
60062	1020
60063	1020
60064	1020
60065	1020
60066	1020
60067	1020
60068	1020
60069	1020
60071	1020
60076	1020
60085	1020
60088	1020
60090	1020
60091	1020
60094	1020
60097	1020
60099	1020
60100	1020
60101	1020
60102	1020
60106	1020
60107	1020
60108	1020
60109	1020
60110	1020
60111	1020
60112	1020
60113	1020
60114	1020
60115	1020
60117	1020
60118	1020
60119	1020
60123	1020
60124	1020
60125	1020
60130	1020
60134	1020
60136	1020
60137	1020
60138	1020
60140	1020
60141	1020
60142	1020
60143	1020
60145	1020
60146	1020
60147	1020
60154	1020
60155	1020
60156	1020
60157	1020
60159	1020
60160	1020
60175	1020
60176	1020
60177	1020
60178	1020
60198	1020
60200	1020
60201	1020
60202	1020
60203	1020
60206	1020
60211	1020
60212	1020
60213	1020
60214	1020
60215	1020
60216	1020
60217	1020
60218	1020
60219	1020
60220	1020
60221	1020
60222	1020
60223	1020
60227	1020
60228	1020
60229	1020
60230	1020
60231	1020
60232	1020
60233	1020
60234	1020
60235	1020
60236	1020
60237	1020
60242	1020
60243	1020
60244	1020
60245	1020
60246	1020
60247	1020
60248	1020
60251	1020
60252	1020
60253	1020
60254	1020
60255	1020
60256	1020
60257	1020
60258	1020
60262	1020
60263	1020
60264	1020
60265	1020
60266	1020
60267	1020
60269	1020
60270	1020
60271	1020
60272	1020
60273	1020
60275	1020
60276	1020
60277	1020
60283	1020
60284	1020
60285	1020
60286	1020
60287	1020
60288	1020
60289	1020
60290	1020
60291	1020
60292	1020
60293	1020
60294	1020
60295	1020
60296	1020
60297	1020
60298	1020
60299	1020
60300	1020
60301	1020
60302	1020
60303	1020
60304	1020
60305	1020
60306	1020
60307	1020
60308	1020
60309	1020
60310	1020
60311	1020
60312	1020
60313	1020
60314	1020
60315	1020
60316	1020
60317	1020
60318	1020
60319	1020
60320	1020
60321	1020
60322	1020
60324	1020
60327	1020
60328	1020
60329	1020
60330	1020
60331	1020
60332	1020
60333	1020
60334	1020
60338	1020
60339	1020
60358	1020
60359	1020
60360	1020
60361	1020
60362	1020
60363	1020
60364	1020
60365	1020
60409	1020
60410	1020
60411	1020
60412	1020
60413	1020
60414	1020
60415	1020
60419	1020
60420	1020
60428	1020
60429	1020
60430	1020
60431	1020
60432	1020
60433	1020
60434	1020
60435	1020
60436	1020
60445	1020
60446	1020
60447	1020
60448	1020
60449	1020
60450	1020
60451	1020
60455	1020
60457	1020
60458	1020
60462	1020
60463	1020
60464	1020
60465	1020
60466	1020
60470	1020
60471	1020
60472	1020
60473	1020
60474	1020
60475	1020
60478	1020
60479	1020
60480	1020
60481	1020
60482	1020
60483	1020
60484	1020
60485	1020
60492	1020
60493	1020
60494	1020
60495	1020
60496	1020
60497	1020
60498	1020
60499	1020
60500	1020
60501	1020
60502	1020
60503	1020
60504	1020
60505	1020
60506	1020
60507	1020
60519	1020
60520	1020
60521	1020
60522	1020
60523	1020
60524	1020
60525	1020
60526	1020
60527	1020
60528	1020
60529	1020
60530	1020
60531	1020
60532	1020
60533	1020
60534	1020
60535	1020
60536	1020
60537	1020
60538	1020
60539	1020
60540	1020
60541	1020
60542	1020
60543	1020
60544	1020
60545	1020
60546	1020
60547	1020
60548	1020
60549	1020
60550	1020
60551	1020
60552	1020
60553	1020
60554	1020
60555	1020
60556	1020
60557	1020
60558	1020
60559	1020
60560	1020
60565	1020
60566	1020
60567	1020
60568	1020
60569	1020
60570	1020
60571	1020
60572	1020
60573	1020
60574	1020
60575	1020
60576	1020
60577	1020
60578	1020
60579	1020
60580	1020
60581	1020
60595	1020
60596	1020
60597	1020
60599	1020
60600	1020
60601	1020
60603	1020
60607	1020
60608	1020
60609	1020
60610	1020
60611	1020
60612	1020
60613	1020
60614	1020
60616	1020
60617	1020
60646	1020
60647	1020
60648	1020
60649	1020
60650	1020
60651	1020
60652	1020
60653	1020
60706	1020
60707	1020
60718	1020
60719	1020
60720	1020
60721	1020
60722	1020
60723	1020
60724	1020
60731	1020
60732	1020
60737	1020
60738	1020
60739	1020
60741	1020
60742	1020
60745	1020
60746	1020
60747	1020
60748	1020
60749	1020
60750	1020
60751	1020
60752	1020
60753	1020
60754	1020
60757	1020
60758	1020
60759	1020
60760	1020
60761	1020
60765	1020
60766	1020
60767	1020
60768	1020
60769	1020
60770	1020
60771	1020
60772	1020
60773	1020
60774	1020
60775	1020
60778	1020
60779	1020
60780	1020
60781	1020
60782	1020
60783	1020
60784	1020
60785	1020
60786	1020
60787	1020
60788	1020
60795	1020
60796	1020
60797	1020
60798	1020
60800	1020
60801	1020
60802	1020
60803	1020
60804	1020
60811	1020
60812	1020
60813	1020
60814	1020
60815	1020
60816	1020
60819	1020
60820	1020
60821	1020
60822	1020
60823	1020
60824	1020
60825	1020
60826	1020
60827	1020
60828	1020
60829	1020
60830	1020
60831	1020
60835	1020
60836	1020
60837	1020
60838	1020
60839	1020
60840	1020
60845	1020
60846	1020
60847	1020
60848	1020
60849	1020
60850	1020
60851	1020
60852	1020
60853	1020
60858	1020
60859	1020
60860	1020
60861	1020
60868	1020
60869	1020
60870	1020
60871	1020
60872	1020
60873	1020
60874	1020
60875	1020
60876	1020
60877	1020
60878	1020
60879	1020
60880	1020
60881	1020
60882	1020
60883	1020
60884	1020
60885	1020
60886	1020
60887	1020
60888	1020
60889	1020
60890	1020
60891	1020
60892	1020
60893	1020
60894	1020
60895	1020
60896	1020
60897	1020
60898	1020
60899	1020
60900	1020
60901	1020
60902	1020
60903	1020
60904	1020
60905	1020
60906	1020
60907	1020
60908	1020
60909	1020
60910	1020
60911	1020
60912	1020
60913	1020
60914	1020
60915	1020
60916	1020
60917	1020
60918	1020
60919	1020
60920	1020
60921	1020
60922	1020
60923	1020
60924	1020
60925	1020
60926	1020
60927	1020
60928	1020
60929	1020
60930	1020
60931	1020
60932	1020
60933	1020
60936	1020
60937	1020
60938	1020
60939	1020
60940	1020
60941	1020
60942	1020
60943	1020
60944	1020
60945	1020
60946	1020
60947	1020
60948	1020
60949	1020
60950	1020
60951	1020
60952	1020
60974	1020
60975	1020
60976	1020
60977	1020
60978	1020
61007	1020
61011	1020
61019	1020
61020	1020
61021	1020
61022	1020
61023	1020
61024	1020
61032	1020
61037	1020
61038	1020
61039	1020
61040	1020
61041	1020
61044	1020
61045	1020
61046	1020
61047	1020
61048	1020
61049	1020
61058	1020
61059	1020
61060	1020
61061	1020
61062	1020
61063	1020
61064	1020
61067	1020
61068	1020
61069	1020
61071	1020
61072	1020
61073	1020
61074	1020
61078	1020
61081	1020
61082	1020
61083	1020
61084	1020
61085	1020
61086	1020
61087	1020
61088	1020
61089	1020
61090	1020
61091	1020
61094	1020
61095	1020
61096	1020
61097	1020
61098	1020
61099	1020
61100	1020
61101	1020
61102	1020
61107	1020
61113	1020
61114	1020
61115	1020
61116	1020
61117	1020
61118	1020
61119	1020
61120	1020
61121	1020
61122	1020
61123	1020
61124	1020
61125	1020
61126	1020
61127	1020
61128	1020
61129	1020
61130	1020
61131	1020
61132	1020
61133	1020
61134	1020
61135	1020
61136	1020
61137	1020
61138	1020
61139	1020
61140	1020
61141	1020
61142	1020
61143	1020
61144	1020
61145	1020
61146	1020
61150	1020
61151	1020
61153	1020
61154	1020
61155	1020
61156	1020
61157	1020
61158	1020
61159	1020
61160	1020
61163	1020
61177	1020
61178	1020
61179	1020
61180	1020
61181	1020
61228	1020
61229	1020
61231	1020
61232	1020
61233	1020
61234	1020
61235	1020
61236	1020
61237	1020
61238	1020
61239	1020
61245	1020
61246	1020
61247	1020
61248	1020
61255	1020
61256	1020
61262	1020
61264	1020
61265	1020
61266	1020
61267	1020
61270	1020
61271	1020
61272	1020
61273	1020
61274	1020
61275	1020
61276	1020
61277	1020
61278	1020
61279	1020
61280	1020
61281	1020
61282	1020
61290	1020
61291	1020
61292	1020
61293	1020
61294	1020
61295	1020
61298	1020
61299	1020
61300	1020
61301	1020
61303	1020
61304	1020
61305	1020
61306	1020
61307	1020
61308	1020
61309	1020
61310	1020
61311	1020
61312	1020
61313	1020
61314	1020
61315	1020
61316	1020
61321	1020
61322	1020
61323	1020
61324	1020
61325	1020
61326	1020
61327	1020
61328	1020
61329	1020
61330	1020
61331	1020
61332	1020
61334	1020
61335	1020
61336	1020
61341	1020
61342	1020
61343	1020
61344	1020
61351	1020
61352	1020
61353	1020
61354	1020
61355	1020
61356	1020
61357	1020
61358	1020
61359	1020
61360	1020
61361	1020
61362	1020
61363	1020
61364	1020
61365	1020
61366	1020
61367	1020
61368	1020
61369	1020
61370	1020
61371	1020
61372	1020
61373	1020
61374	1020
61375	1020
61376	1020
61377	1020
61378	1020
61379	1020
61380	1020
61381	1020
61382	1020
61383	1020
61384	1020
61385	1020
61386	1020
61387	1020
61388	1020
61389	1020
61390	1020
61391	1020
61392	1020
61393	1020
61394	1020
61395	1020
61396	1020
61397	1020
61398	1020
61399	1020
61402	1020
61403	1020
61404	1020
61405	1020
61408	1020
61409	1020
61410	1020
61411	1020
61412	1020
61413	1020
61414	1020
61415	1020
61416	1020
61417	1020
61418	1020
61419	1020
61422	1020
61423	1020
61424	1020
61425	1020
61426	1020
61427	1020
61429	1020
61433	1020
61443	1020
61444	1020
61445	1020
61446	1020
61451	1020
61456	1020
61457	1020
61461	1020
61463	1020
61465	1020
61466	1020
61469	1020
61470	1020
61471	1020
61472	1020
61473	1020
61474	1020
61475	1020
61476	1020
61477	1020
61479	1020
61480	1020
61481	1020
61482	1020
61483	1020
61484	1020
61486	1020
61487	1020
61488	1020
61489	1020
61490	1020
61491	1020
61492	1020
61493	1020
61494	1020
61495	1020
61496	1020
61497	1020
61498	1020
61499	1020
61500	1020
61501	1020
61502	1020
61504	1020
61505	1020
61506	1020
61514	1020
61515	1020
61516	1020
61528	1020
61531	1020
61532	1020
61537	1020
61540	1020
61541	1020
61542	1020
61544	1020
61545	1020
61546	1020
61547	1020
61548	1020
61549	1020
61553	1020
61554	1020
61556	1020
61557	1020
61559	1020
61560	1020
61561	1020
61562	1020
61563	1020
61564	1020
61565	1020
61566	1020
61567	1020
61568	1020
61569	1020
61570	1020
61571	1020
61572	1020
61573	1020
61574	1020
61577	1020
61578	1020
61579	1020
61580	1020
61589	1020
61590	1020
61591	1020
61592	1020
61598	1020
61599	1020
61603	1020
61604	1020
61605	1020
61606	1020
61607	1020
61612	1020
61613	1020
61614	1020
61615	1020
61616	1020
61617	1020
61620	1020
61621	1020
61622	1020
61624	1020
61625	1020
61626	1020
61627	1020
61628	1020
61629	1020
61631	1020
61632	1020
61634	1020
61636	1020
61637	1020
61638	1020
61639	1020
61640	1020
61641	1020
61642	1020
61643	1020
61644	1020
61645	1020
61646	1020
61647	1020
61648	1020
61649	1020
61650	1020
61653	1020
61655	1020
61656	1020
61657	1020
61658	1020
61668	1020
61669	1020
61670	1020
61674	1020
61675	1020
61677	1020
61678	1020
61680	1020
61681	1020
61682	1020
61684	1020
61685	1020
61686	1020
61687	1020
61688	1020
61689	1020
61691	1020
61692	1020
61693	1020
2806	1020
2814	1020
2815	1020
2817	1020
2818	1020
2819	1020
2820	1020
2821	1020
2827	1020
2828	1020
2829	1020
2830	1020
159406	1020
159407	1020
159409	1020
159414	1020
159422	1020
159425	1020
159427	1020
159429	1020
159433	1020
159436	1020
159440	1020
159442	1020
159444	1020
159446	1020
159447	1020
159452	1020
159454	1020
159464	1020
159465	1020
159466	1020
159467	1020
159468	1020
159472	1020
159474	1020
159475	1020
159476	1020
159478	1020
159483	1020
159490	1020
159492	1020
159493	1020
159495	1020
159496	1020
159499	1020
159500	1020
159501	1020
159503	1020
159504	1020
159506	1020
159507	1020
159510	1020
159512	1020
159514	1020
159517	1020
159519	1020
159522	1020
159530	1020
159537	1020
159542	1020
159543	1020
159544	1020
159545	1020
159547	1020
159559	1020
159560	1020
159563	1020
159565	1020
159567	1020
159568	1020
159570	1020
159572	1020
159575	1020
159576	1020
159577	1020
159579	1020
159580	1020
159582	1020
159587	1020
159588	1020
159591	1020
159594	1020
159595	1020
159596	1020
159599	1020
159602	1020
159603	1020
159604	1020
159606	1020
159608	1020
159609	1020
159611	1020
159616	1020
159617	1020
159620	1020
159621	1020
159623	1020
159624	1020
159628	1020
159636	1020
159639	1020
159640	1020
159645	1020
159646	1020
159647	1020
159648	1020
159650	1020
159651	1020
159652	1020
159655	1020
159659	1020
159662	1020
159664	1020
159668	1020
159669	1020
159670	1020
159676	1020
159677	1020
159678	1020
159679	1020
159681	1020
159682	1020
