id_protein	id_pfam	start	end	length
608	PF00105	183	252	70
609	PF00074	28	140	113
610	PF00199	28	411	384
610	PF06628	434	497	64
611	PF07714	349	606	258
611	PF00130	139	187	49
611	PF02196	57	129	73
612	PF00274	15	364	350
613	PF00031	4	92	89
614	PF00191	46	111	66
614	PF00191	201	267	67
614	PF00191	277	342	66
614	PF00191	118	183	66
615	PF00104	549	741	193
615	PF02155	26	401	376
615	PF00105	419	488	70
616	PF00202	50	436	387
617	PF16208	16	176	161
617	PF16210	493	640	148
617	PF00038	179	492	314
618	PF00091	3	212	210
618	PF03953	261	383	123
621	PF18613	417	438	22
621	PF07714	510	781	272
621	PF16920	151	192	42
623	PF08563	6	30	25
623	PF07710	319	358	40
623	PF00870	99	289	191
623	PF18521	35	59	25
624	PF00011	87	184	98
625	PF04597	31	457	427
626	PF05817	9	627	619
627	PF00503	13	344	332
629	PF13246	426	521	96
629	PF00689	799	1008	210
629	PF00122	163	354	192
629	PF00690	43	111	69
630	PF00287	2	297	296
631	PF00274	15	364	350
632	PF10515	716	766	51
632	PF03494	675	713	39
632	PF12924	132	188	57
632	PF02177	31	131	101
632	PF12925	366	548	183
632	PF00014	290	342	53
633	PF00491	6	305	300
634	PF00061	43	184	142
635	PF00171	45	508	464
638	PF00069	351	613	263
638	PF00433	639	675	37
638	PF00168	171	277	107
638	PF00130	101	153	53
638	PF00130	36	88	53
640	PF03098	173	718	546
641	PF02786	176	385	210
641	PF18140	525	653	129
641	PF00289	62	171	110
641	PF00364	660	727	68
641	PF02785	397	506	110
642	PF00245	55	490	436
646	PF03957	6	240	235
646	PF00170	250	313	64
647	PF00061	6	132	127
649	PF07965	640	727	88
649	PF07974	599	630	32
649	PF08725	752	795	44
649	PF17205	25	76	52
649	PF18372	466	495	30
649	PF00362	138	382	245
650	PF00433	622	662	41
650	PF00130	102	154	53
650	PF00069	342	600	259
650	PF00168	171	277	107
650	PF00130	37	89	53
651	PF00038	79	391	313
652	PF16208	2	87	86
652	PF00038	90	401	312
653	PF01030	52	164	113
653	PF01030	359	473	115
653	PF00757	179	340	162
653	PF07714	1023	1290	268
653	PF17870	940	987	48
654	PF00018	67	113	47
654	PF00017	127	209	83
654	PF07714	245	494	250
655	PF07714	271	520	250
655	PF00018	88	135	48
655	PF00017	149	231	83
656	PF00626	313	390	78
656	PF00626	574	642	69
656	PF00626	196	271	76
656	PF00626	75	158	84
656	PF00626	454	536	83
656	PF00626	679	757	79
657	PF11934	109	228	120
657	PF01857	646	765	120
657	PF01858	373	573	201
657	PF08934	768	925	158
660	PF01023	8	52	45
661	PF01652	38	197	160
663	PF00342	54	546	493
664	PF16276	245	293	49
664	PF03066	18	117	100
665	PF00261	49	285	237
667	PF00056	22	161	140
667	PF02866	164	334	171
668	PF04732	9	88	80
668	PF00038	89	399	311
669	PF00038	100	411	312
669	PF04732	9	99	91
672	PF00085	25	131	107
672	PF00085	368	472	105
672	PF13848	161	345	185
674	PF13927	397	489	93
674	PF07714	582	910	329
674	PF00047	207	293	87
676	PF13833	557	616	60
676	PF01067	371	514	144
676	PF00648	56	352	297
677	PF00091	3	212	210
677	PF03953	261	383	123
678	PF00001	50	326	277
679	PF00235	2	140	139
680	PF00458	753	805	53
680	PF03129	1303	1404	102
680	PF00749	197	502	306
680	PF03950	504	681	178
680	PF09180	1430	1512	83
680	PF00587	1108	1287	180
680	PF00458	826	878	53
680	PF00043	96	157	62
680	PF00458	904	956	53
682	PF00076	18	81	64
685	PF00261	48	284	237
686	PF00206	58	389	332
686	PF10415	455	508	54
688	PF00757	175	333	159
688	PF07714	999	1266	268
688	PF01030	51	161	111
688	PF01030	352	466	115
689	PF00191	439	504	66
689	PF00191	524	593	70
689	PF00191	367	432	66
689	PF00191	603	668	66
689	PF00191	24	89	66
689	PF00191	96	161	66
689	PF00191	255	320	66
689	PF00191	179	245	67
690	PF00664	711	986	276
690	PF00005	1053	1204	152
690	PF00005	410	559	150
690	PF00664	51	343	293
691	PF16028	145	225	81
691	PF00128	239	325	87
692	PF00365	17	324	308
692	PF00365	402	687	286
694	PF00448	418	637	220
694	PF02881	317	393	77
694	PF04086	27	303	277
695	PF01284	21	221	201
697	PF00676	66	362	297
698	PF02167	96	314	219
699	PF00041	392	466	75
699	PF00041	486	565	80
699	PF00102	677	911	235
699	PF00102	968	1227	260
699	PF12567	237	295	59
699	PF12453	7	32	26
702	PF07714	262	511	250
702	PF00017	144	226	83
702	PF00018	84	130	47
703	PF00038	102	410	309
703	PF04732	6	101	96
704	PF00833	1	122	122
705	PF16208	49	87	39
705	PF00038	90	402	313
706	PF00503	13	343	331
707	PF00191	250	315	66
707	PF00191	91	156	66
707	PF00191	174	240	67
707	PF00191	19	84	66
708	PF00318	18	118	101
708	PF00318	111	184	74
708	PF16122	202	295	94
709	PF00041	196	275	80
709	PF00041	1659	1741	83
709	PF07714	1945	2215	271
709	PF00041	100	176	77
710	PF10162	1933	2052	120
710	PF10162	2747	2872	126
710	PF13229	2227	2419	193
710	PF13229	2992	3203	212
710	PF01833	1019	1102	84
710	PF01833	1573	1658	86
710	PF01833	1486	1569	84
710	PF01833	259	340	82
710	PF01833	1389	1479	91
710	PF01833	1108	1192	85
710	PF01833	931	1010	80
711	PF00297	1	118	118
711	PF00297	113	340	228
712	PF00076	12	83	72
712	PF00076	210	275	66
713	PF00167	162	282	121
718	PF02798	4	75	72
718	PF14497	98	197	100
720	PF00626	266	343	78
720	PF00626	630	708	79
720	PF00626	407	489	83
720	PF00626	26	108	83
720	PF00626	146	221	76
720	PF00626	526	595	70
720	PF02209	792	827	36
721	PF00106	11	198	188
722	PF00505	95	163	69
722	PF09011	6	79	74
723	PF18913	203	333	131
723	PF00316	12	199	188
724	PF00503	13	343	331
725	PF00261	48	284	237
728	PF05881	186	420	235
728	PF13671	52	175	124
729	PF13927	213	295	83
729	PF07679	327	413	87
729	PF07714	600	958	359
729	PF00047	37	114	78
730	PF02852	389	498	110
730	PF07992	42	370	329
731	PF00076	107	176	70
731	PF00076	16	85	70
731	PF11627	307	344	38
734	PF00644	808	1007	200
734	PF00533	385	462	78
734	PF00645	12	89	78
734	PF08063	280	331	52
734	PF05406	553	633	81
734	PF02877	663	794	132
734	PF00645	116	199	84
736	PF01088	3	206	204
739	PF16211	92	126	35
739	PF00125	2	91	90
746	PF00012	6	612	607
747	PF00012	6	612	607
748	PF00642	13	39	27
748	PF00076	82	141	60
748	PF00642	149	175	27
751	PF13499	83	147	65
751	PF13499	10	74	65
753	PF03953	263	393	131
753	PF00091	3	214	212
755	PF00096	576	601	26
755	PF00096	546	570	25
755	PF00096	607	632	26
755	PF00096	513	540	28
758	PF00249	40	86	47
758	PF00249	144	189	46
758	PF07988	267	313	47
758	PF00249	92	138	47
758	PF09316	397	556	160
759	PF00105	86	155	70
759	PF00104	224	401	178
760	PF02196	20	89	70
760	PF00130	99	147	49
760	PF07714	310	567	258
761	PF00538	37	108	72
763	PF00198	417	647	231
763	PF00364	219	293	75
763	PF02817	355	390	36
763	PF00364	92	165	74
764	PF00102	1375	1606	232
764	PF07679	33	124	92
764	PF00102	1664	1897	234
764	PF00041	823	903	81
764	PF00041	415	500	86
764	PF00041	710	809	100
764	PF07679	135	225	91
764	PF07679	232	315	84
764	PF00041	320	401	82
764	PF00041	513	594	82
764	PF00041	608	696	89
764	PF00041	917	1000	84
767	PF00418	623	653	31
767	PF00418	560	591	32
767	PF00418	592	622	31
767	PF00418	654	685	32
768	PF00027	273	360	88
768	PF00027	155	238	84
768	PF02197	25	62	38
769	PF00245	52	487	436
770	PF07714	589	924	336
770	PF00047	216	305	90
771	PF00118	47	550	504
772	PF00105	51	122	72
772	PF00104	204	379	176
773	PF01093	30	446	417
775	PF00012	30	636	607
776	PF00418	1661	1691	31
776	PF08377	377	1505	1129
776	PF00418	1692	1722	31
776	PF00418	1723	1754	32
778	PF00083	16	467	452
779	PF09380	405	494	90
779	PF09379	214	277	64
779	PF05902	753	860	108
779	PF04382	667	715	49
779	PF00373	292	401	110
779	PF08736	499	542	44
780	PF02779	32	209	178
780	PF02780	226	349	124
781	PF02817	171	206	36
781	PF00364	65	138	74
781	PF00198	248	479	232
782	PF00343	113	828	716
783	PF00343	113	828	716
784	PF00071	16	177	162
786	PF00168	911	1017	107
786	PF19057	697	822	126
786	PF00621	502	689	188
786	PF00620	1068	1220	153
786	PF09036	3	75	73
787	PF00435	2009	2095	87
787	PF00435	954	1059	106
787	PF00435	422	526	105
787	PF00435	1061	1166	106
787	PF00435	743	846	104
787	PF00435	1584	1688	105
787	PF00435	528	635	108
787	PF00435	637	741	105
787	PF00435	1274	1377	104
787	PF00435	1903	2007	105
787	PF00435	848	952	105
787	PF00435	302	412	111
787	PF00435	1797	1901	105
787	PF00435	1385	1482	98
787	PF00307	54	159	106
787	PF00435	1168	1272	105
787	PF00307	173	279	107
787	PF00435	1478	1582	105
787	PF00435	1690	1795	106
790	PF07714	478	754	277
790	PF07679	160	247	88
790	PF07679	259	358	100
790	PF00047	38	116	79
791	PF01028	432	665	234
791	PF02919	215	429	215
791	PF14370	695	765	71
792	PF00204	266	430	165
792	PF08070	1431	1522	92
792	PF02518	76	225	150
792	PF16898	573	711	139
792	PF00521	713	1172	460
792	PF01751	456	572	117
793	PF00479	35	210	176
793	PF02781	212	509	298
795	PF02786	151	360	210
795	PF02785	375	483	109
795	PF02436	861	1061	201
795	PF00682	563	837	275
795	PF00364	1110	1177	68
795	PF00289	36	146	111
796	PF02882	128	295	168
796	PF00763	7	125	119
796	PF01268	317	935	619
797	PF03098	145	689	545
799	PF00069	6	295	290
802	PF00705	1	125	125
802	PF02747	127	254	128
803	PF16208	15	146	132
803	PF00038	197	512	316
803	PF16208	129	194	66
804	PF07142	677	706	30
804	PF07142	521	549	29
804	PF07142	569	590	22
804	PF07142	589	610	22
804	PF07142	705	734	30
804	PF07142	691	720	30
804	PF07142	535	556	22
804	PF07142	623	649	27
804	PF07142	595	624	30
804	PF07142	663	692	30
804	PF07142	609	635	27
804	PF00038	96	412	317
805	PF00153	204	298	95
805	PF00153	109	206	98
805	PF00153	4	103	100
807	PF07732	64	197	134
807	PF00754	1922	2058	137
807	PF00754	2081	2218	138
807	PF07732	1641	1753	113
808	PF07926	1038	1166	129
809	PF05326	3	126	124
810	PF02807	24	94	71
810	PF00217	153	367	215
811	PF00217	186	400	215
811	PF02807	57	127	71
812	PF00435	509	620	112
812	PF00435	274	384	111
812	PF00435	630	733	104
812	PF08726	822	888	67
812	PF00435	394	499	106
812	PF00307	31	136	106
812	PF00307	144	251	108
813	PF00063	88	770	683
813	PF01576	847	1928	1082
813	PF02736	33	77	45
814	PF00018	90	137	48
814	PF07714	270	519	250
814	PF00017	151	233	83
815	PF05195	23	144	122
815	PF00557	193	459	267
817	PF02735	253	453	201
817	PF08785	593	706	114
817	PF03731	9	244	236
817	PF03730	476	569	94
819	PF02936	30	168	139
820	PF09443	115	149	35
822	PF05038	2	193	192
823	PF14396	639	849	211
823	PF00664	81	350	270
823	PF00664	862	1147	286
823	PF00005	441	576	136
823	PF00005	1227	1374	148
825	PF00008	3131	3161	31
825	PF00008	3093	3123	31
825	PF00084	3296	3352	57
825	PF07686	27	148	122
825	PF00193	251	346	96
825	PF00193	150	244	95
825	PF00059	3186	3291	106
826	PF13246	416	511	96
826	PF00690	33	101	69
826	PF00689	789	998	210
826	PF00122	153	344	192
827	PF14492	501	568	68
827	PF03764	620	737	118
827	PF03144	409	486	78
827	PF00679	739	828	90
827	PF00009	17	360	344
828	PF00038	145	459	315
829	PF00149	26	244	219
831	PF00036	13	41	29
831	PF00307	515	625	111
831	PF00307	394	504	111
831	PF00307	120	236	117
831	PF00307	264	376	113
832	PF01012	22	196	175
832	PF00766	211	291	81
834	PF00474	58	492	435
835	PF03952	3	134	132
835	PF00113	142	432	291
837	PF00021	28	95	68
839	PF00038	68	376	309
839	PF04732	1	67	67
840	PF03024	30	205	176
841	PF13202	213	236	24
841	PF13015	373	523	151
841	PF12999	1	174	174
842	PF00348	108	374	267
845	PF00248	16	294	279
846	PF00224	42	395	354
846	PF02887	410	528	119
850	PF01423	7	82	76
851	PF02297	19	83	65
852	PF00157	283	354	72
852	PF00046	380	436	57
854	PF02931	42	250	209
854	PF02932	257	348	92
855	PF00152	175	496	322
855	PF01336	60	145	86
856	PF00514	573	613	41
856	PF00514	215	255	41
856	PF00514	341	381	41
857	PF02271	8	106	99
858	PF01291	43	202	160
859	PF07714	457	714	258
859	PF02196	156	225	70
859	PF00130	235	282	48
860	PF00120	110	361	252
860	PF03951	24	104	81
863	PF00300	6	134	129
863	PF00300	126	223	98
864	PF00328	50	332	283
865	PF00373	88	206	119
865	PF00769	337	586	250
865	PF09379	9	71	63
865	PF09380	210	299	90
866	PF00170	103	166	64
871	PF00681	2367	2405	39
871	PF18373	548	625	78
871	PF17902	447	513	67
871	PF00681	2124	2162	39
871	PF00681	2048	2086	39
871	PF00681	2467	2496	30
871	PF00681	2291	2329	39
871	PF00681	2726	2764	39
871	PF00681	2650	2688	39
871	PF00681	2253	2291	39
873	PF00320	258	292	35
873	PF00320	204	238	35
875	PF00106	6	152	147
876	PF00023	403	435	33
876	PF00023	700	732	33
876	PF00531	1404	1486	83
876	PF00791	915	1012	98
876	PF00023	370	402	33
876	PF00023	469	501	33
876	PF00023	205	235	31
876	PF00023	733	765	33
876	PF00023	271	303	33
876	PF00023	337	368	32
876	PF00023	110	142	33
876	PF00023	634	666	33
876	PF00023	568	598	31
876	PF00023	438	468	31
876	PF00023	535	567	33
876	PF00023	601	633	33
876	PF00023	304	335	32
876	PF00023	502	534	33
876	PF00023	238	270	33
876	PF00023	77	109	33
876	PF17809	1236	1365	130
877	PF07714	593	950	358
877	PF07679	216	307	92
877	PF07679	319	411	93
878	PF17736	409	496	88
878	PF13895	327	404	78
880	PF14604	113	161	49
880	PF00017	282	356	75
880	PF00018	196	244	49
880	PF00018	8	53	46
881	PF07842	467	684	218
885	PF00868	8	124	117
885	PF01841	224	351	128
885	PF00927	475	580	106
885	PF00927	588	686	99
886	PF01590	254	431	178
886	PF01590	73	222	150
886	PF00233	558	802	245
887	PF07714	563	814	252
887	PF00017	460	531	72
887	PF00611	10	87	78
888	PF00690	4	72	69
888	PF00689	783	986	204
888	PF08282	682	746	65
888	PF13246	418	527	110
888	PF00122	121	329	209
891	PF13465	475	500	26
891	PF02023	52	141	90
891	PF00096	517	539	23
891	PF00096	433	455	23
891	PF00096	405	427	23
891	PF00096	377	399	23
891	PF01352	226	264	39
892	PF00012	8	614	607
894	PF00130	102	154	53
894	PF00130	37	89	53
894	PF00168	171	277	107
894	PF00433	623	658	36
894	PF00069	339	597	259
895	PF00505	196	264	69
895	PF00505	407	471	65
895	PF00505	112	180	69
895	PF14887	479	563	85
895	PF09011	295	361	67
896	PF00248	18	301	284
899	PF02750	214	416	203
899	PF10581	1	32	32
899	PF02078	110	212	103
900	PF00069	44	298	255
901	PF00038	107	415	309
901	PF04732	9	106	98
904	PF00102	42	274	233
905	PF06418	2	272	271
905	PF00117	309	546	238
907	PF00365	401	686	286
907	PF00365	17	324	308
908	PF00337	117	247	131
909	PF07679	337	426	90
909	PF13927	560	640	81
909	PF00047	235	326	92
909	PF07714	827	1154	328
909	PF17988	753	787	35
909	PF07679	661	748	88
913	PF06733	72	256	185
913	PF06777	269	413	145
913	PF13307	524	700	177
914	PF01247	5	104	100
916	PF01044	3	485	483
916	PF01044	918	1134	217
916	PF01044	476	921	446
918	PF17069	1907	2198	292
918	PF14709	2370	2423	54
918	PF01585	2305	2349	45
919	PF00076	267	326	60
922	PF00170	276	339	64
923	PF04679	771	882	112
923	PF04675	288	464	177
923	PF01068	542	746	205
924	PF00533	538	616	79
924	PF01834	1	149	149
924	PF00533	315	390	76
925	PF00028	608	701	94
925	PF01049	749	902	154
925	PF00028	272	373	102
925	PF00028	387	489	103
925	PF00028	502	596	95
925	PF08758	31	121	91
925	PF00028	164	258	95
928	PF00076	574	641	68
928	PF00076	309	377	69
928	PF00076	395	460	66
928	PF00076	488	554	67
929	PF03727	225	459	235
929	PF03727	673	907	235
929	PF00349	21	219	199
929	PF00349	469	667	199
931	PF01257	63	209	147
933	PF00035	101	165	65
933	PF00069	267	537	271
933	PF00035	11	75	65
934	PF02165	1	321	321
934	PF00096	353	377	25
934	PF00096	383	405	23
936	PF10511	55	71	17
936	PF10511	31	47	17
936	PF00095	72	116	45
937	PF00702	658	809	152
937	PF13246	482	614	133
937	PF00122	349	453	105
937	PF12424	1103	1149	47
937	PF00689	879	1061	183
937	PF00690	51	121	71
937	PF00122	189	308	120
939	PF00191	420	485	66
939	PF00191	344	410	67
939	PF00191	261	326	66
939	PF00191	189	254	66
940	PF00352	162	244	83
940	PF00352	252	335	84
941	PF02984	309	427	119
941	PF16500	46	161	116
941	PF00134	181	307	127
945	PF00071	15	175	161
947	PF13246	437	532	96
947	PF00689	810	1020	211
947	PF00690	54	122	69
947	PF08282	712	772	61
947	PF09040	2	43	42
947	PF00122	174	365	192
949	PF02284	45	147	103
950	PF00932	435	545	111
950	PF00038	31	387	357
952	PF13927	239	309	71
952	PF13927	328	396	69
952	PF08205	141	226	86
956	PF00069	438	723	286
958	PF02874	50	116	67
958	PF00006	173	399	227
960	PF00412	10	66	57
960	PF00412	119	175	57
961	PF00630	2044	2131	88
961	PF00630	1064	1151	88
961	PF00307	43	150	108
961	PF00630	1542	1633	92
961	PF00307	166	270	105
961	PF00630	1862	1949	88
961	PF00630	1352	1439	88
961	PF00630	1445	1536	92
961	PF00630	1252	1346	95
961	PF00630	1639	1737	99
961	PF00630	2554	2643	90
961	PF00630	1773	1857	85
961	PF00630	2143	2227	85
961	PF00630	2329	2417	89
961	PF00630	766	863	98
961	PF00630	968	1058	91
961	PF00630	573	660	88
961	PF00630	378	471	94
961	PF00630	477	567	91
961	PF00630	2426	2513	88
961	PF00630	669	760	92
961	PF00630	869	962	94
961	PF00630	1157	1246	90
961	PF00630	278	371	94
961	PF00630	2235	2322	88
962	PF13716	1602	1736	135
962	PF00616	1324	1451	128
963	PF01593	23	460	438
964	PF00168	157	263	107
964	PF00168	288	394	107
965	PF02872	338	513	176
965	PF00149	29	246	218
966	PF00439	1511	1595	85
966	PF12157	565	1028	464
966	PF09247	25	86	62
966	PF00439	1389	1472	84
966	PF15288	1261	1302	42
968	PF13927	38	110	73
968	PF07679	162	248	87
968	PF07714	481	757	277
968	PF07679	260	359	100
969	PF00757	169	332	164
969	PF07714	709	965	257
969	PF14843	499	630	132
969	PF01030	353	474	122
969	PF01030	55	167	113
970	PF13534	185	258	74
970	PF13085	41	148	108
972	PF01596	67	228	162
975	PF18720	341	369	29
975	PF18720	434	462	29
975	PF00041	2523	2603	81
975	PF00041	1777	1857	81
975	PF00041	3757	3836	80
975	PF00041	2304	2384	81
975	PF00041	2196	2275	80
975	PF00041	3167	3247	81
975	PF00041	3061	3141	81
975	PF00041	1262	1342	81
975	PF00041	2845	2925	81
975	PF00041	2953	3033	81
975	PF00041	1988	2068	81
975	PF00041	841	919	79
975	PF00041	1578	1656	79
975	PF00041	1159	1240	82
975	PF00041	2629	2709	81
975	PF00041	3557	3637	81
975	PF00041	3263	3341	79
975	PF00041	1373	1453	81
975	PF00041	3449	3530	82
975	PF00041	2412	2492	81
975	PF18720	527	555	29
975	PF18720	558	586	29
975	PF18720	279	307	29
975	PF18720	248	276	29
975	PF18720	372	400	29
975	PF00041	1674	1753	80
975	PF18720	310	338	29
975	PF07974	187	213	27
975	PF18720	496	524	29
975	PF07974	621	647	27
975	PF00147	4026	4235	210
975	PF00041	3934	4012	79
975	PF00041	3846	3926	81
975	PF00041	2737	2817	81
975	PF00041	1475	1555	81
975	PF00041	1062	1141	80
975	PF00041	1881	1960	80
975	PF00041	3656	3741	86
975	PF00041	2096	2176	81
975	PF18720	589	617	29
975	PF00041	3355	3436	82
975	PF00041	750	832	83
977	PF10585	638	884	247
977	PF00899	451	950	500
977	PF00899	55	446	392
977	PF09358	955	1053	99
977	PF16190	227	296	70
977	PF16191	297	366	70
979	PF01663	212	538	327
979	PF01223	663	905	243
979	PF01033	147	187	41
979	PF01033	106	143	38
980	PF07679	154	241	88
980	PF07714	467	743	277
980	PF13927	249	337	89
981	PF06540	62	122	61
981	PF01296	33	61	29
982	PF07679	160	245	86
982	PF07714	472	748	277
982	PF13927	252	343	92
983	PF00069	44	298	255
984	PF00076	114	183	70
984	PF00076	23	92	70
985	PF00219	27	80	54
985	PF00086	174	249	76
987	PF00675	48	194	147
987	PF05193	199	378	180
988	PF00194	37	285	249
991	PF00091	4	215	212
991	PF03953	264	393	130
992	PF00160	47	204	158
994	PF03949	280	535	256
994	PF00390	89	270	182
997	PF07714	583	845	263
997	PF07714	875	1149	275
997	PF18379	36	129	94
997	PF18377	147	277	131
997	PF17887	284	421	138
998	PF00041	825	907	83
998	PF00041	920	1006	87
998	PF00041	517	597	81
998	PF00041	713	812	100
998	PF00041	324	405	82
998	PF07679	126	225	100
998	PF07679	24	115	92
998	PF13927	235	306	72
998	PF00102	1380	1611	232
998	PF00041	419	504	86
998	PF00041	611	699	89
998	PF00102	1669	1902	234
1000	PF00102	1750	1991	242
1000	PF00102	2048	2281	234
1000	PF00194	44	300	257
1000	PF00041	313	401	89
1001	PF01342	599	675	77
1001	PF09011	687	753	67
1001	PF00505	769	837	69
1001	PF03172	49	147	99
1003	PF01462	25	54	30
1003	PF13855	167	226	60
1003	PF00560	79	102	24
1004	PF05221	6	143	138
1004	PF00670	191	352	162
1004	PF05221	140	431	292
1008	PF12424	1089	1125	37
1008	PF00122	336	443	108
1008	PF00689	867	1049	183
1008	PF00690	46	116	71
1008	PF00702	633	797	165
1008	PF00122	185	302	118
1008	PF13246	508	604	97
1008	PF12424	1126	1171	46
1010	PF00609	520	701	182
1010	PF14513	83	110	28
1010	PF14513	4	91	88
1010	PF00130	270	322	53
1010	PF00781	376	497	122
1010	PF00130	206	257	52
1011	PF00320	317	351	35
1011	PF00320	263	297	35
1012	PF02223	11	191	181
1013	PF00317	141	213	73
1013	PF02867	216	738	523
1013	PF03477	1	89	89
1014	PF00736	141	225	85
1014	PF10587	103	130	28
1016	PF01451	9	154	146
1017	PF00041	1888	1964	77
1017	PF00041	713	794	82
1017	PF18720	593	621	29
1017	PF00041	894	977	84
1017	PF00041	986	1065	80
1017	PF18720	407	435	29
1017	PF18720	500	528	29
1017	PF00041	1074	1154	81
1017	PF00041	624	701	78
1017	PF00147	1980	2189	210
1017	PF00041	1800	1877	78
1017	PF18720	251	280	30
1017	PF00041	1621	1701	81
1017	PF00041	1166	1248	83
1017	PF07974	377	403	27
1017	PF00041	804	884	81
1017	PF00041	1530	1610	81
1017	PF18720	283	311	29
1017	PF00041	1257	1337	81
1017	PF18720	345	373	29
1017	PF07974	470	496	27
1017	PF18720	438	466	29
1017	PF00041	1711	1790	80
1017	PF18720	189	217	29
1017	PF00041	1348	1427	80
1017	PF07974	221	247	27
1017	PF18720	562	590	29
1017	PF07974	532	558	27
1017	PF00041	1439	1511	73
1018	PF05001	1805	1818	14
1018	PF05001	1756	1769	14
1018	PF05001	1770	1783	14
1018	PF04997	15	354	340
1018	PF04998	830	1427	598
1018	PF05000	716	823	108
1018	PF05001	1840	1853	14
1018	PF05001	1826	1839	14
1018	PF00623	356	521	166
1018	PF05001	1924	1936	13
1018	PF05001	1889	1902	14
1018	PF05001	1798	1811	14
1018	PF05001	1861	1874	14
1018	PF04992	896	1079	184
1018	PF05001	1896	1909	14
1018	PF05001	1742	1755	14
1018	PF05001	1868	1881	14
1018	PF05001	1917	1930	14
1018	PF05001	1855	1867	13
1018	PF04990	1164	1299	136
1018	PF05001	1941	1954	14
1018	PF04983	524	692	169
1018	PF05001	1948	1960	13
1018	PF05001	1931	1947	17
1018	PF05001	1904	1916	13
1018	PF05001	1714	1727	14
1018	PF05001	1910	1923	14
1018	PF05001	1630	1643	14
1018	PF05001	1763	1776	14
1018	PF05001	1749	1762	14
1018	PF05001	1735	1748	14
1018	PF05001	1686	1699	14
1018	PF05001	1778	1790	13
1018	PF05001	1791	1804	14
1018	PF05001	1833	1846	14
1018	PF05001	1693	1706	14
1018	PF05001	1847	1860	14
1018	PF05001	1616	1629	14
1018	PF05001	1679	1692	14
1018	PF05001	1644	1657	14
1018	PF05001	1728	1741	14
1018	PF05001	1700	1713	14
1018	PF05001	1665	1678	14
1018	PF05001	1784	1797	14
1018	PF05001	1672	1685	14
1018	PF05001	1707	1720	14
1018	PF05001	1721	1734	14
1018	PF05001	1658	1671	14
1018	PF05001	1651	1664	14
1020	PF16629	732	1019	288
1020	PF16634	1662	1715	54
1020	PF16630	1036	1135	100
1020	PF11414	127	207	81
1020	PF00514	649	689	41
1020	PF16633	1282	1368	87
1020	PF18797	393	466	74
1020	PF05972	1136	1150	15
1020	PF05923	1257	1280	24
1020	PF05923	1637	1660	24
1020	PF05923	1841	1865	25
1020	PF05923	2008	2030	23
1020	PF16689	4	55	52
1020	PF05923	1949	1972	24
1020	PF16635	1746	1839	94
1020	PF05923	1486	1509	24
1020	PF16636	1867	1947	81
1020	PF05924	2031	2052	22
1020	PF05923	1371	1393	23
1020	PF00514	512	553	42
1020	PF05924	1567	1588	22
1020	PF05972	1155	1169	15
1020	PF05972	1172	1186	15
1020	PF05937	2670	2843	174
1020	PF05956	2223	2575	353
1020	PF05924	1716	1737	22
1020	PF05972	1020	1034	15
1023	PF07654	208	287	80
1023	PF00129	26	201	176
1025	PF00096	353	377	25
1025	PF00096	325	347	23
1025	PF00096	383	407	25
1027	PF00226	3	66	64
1028	PF02874	67	135	69
1028	PF00006	192	415	224
1028	PF00306	422	547	126
1029	PF00227	31	217	187
1029	PF10584	8	30	23
1031	PF00373	88	206	119
1031	PF00769	337	577	241
1031	PF09379	9	71	63
1031	PF09380	210	299	90
1032	PF00271	320	429	110
1032	PF00270	120	287	168
1033	PF01044	18	337	320
1033	PF01044	331	914	584
1034	PF01426	755	880	126
1034	PF02008	645	691	47
1034	PF06464	16	105	90
1034	PF12047	399	534	136
1034	PF01426	931	1100	170
1034	PF00145	1139	1594	456
1035	PF00076	151	225	75
1035	PF00076	261	331	71
1035	PF00076	399	460	62
1036	PF01294	8	187	180
1038	PF00076	53	123	71
1038	PF00076	304	374	71
1038	PF00076	139	207	69
1041	PF13893	38	152	115
1041	PF00076	456	521	66
1041	PF13893	309	433	125
1041	PF00076	186	252	67
1042	PF03129	620	711	92
1042	PF00587	397	608	212
1042	PF02824	83	143	61
1042	PF07973	249	298	50
1043	PF08264	984	1139	156
1043	PF00043	95	198	104
1043	PF00133	308	939	632
1045	PF00642	104	130	27
1045	PF00642	142	168	27
1048	PF01593	14	451	438
1050	PF00069	42	330	289
1051	PF02149	709	753	45
1051	PF00627	327	363	37
1051	PF00069	56	307	252
1052	PF00252	12	166	155
1054	PF03372	65	309	245
1056	PF02787	800	882	83
1056	PF02729	1924	2065	142
1056	PF02142	1327	1428	102
1056	PF02786	514	718	205
1056	PF01979	1462	1745	284
1056	PF00988	4	138	135
1056	PF00185	2071	2221	151
1056	PF00117	179	356	178
1056	PF02786	1047	1250	204
1057	PF00262	23	258	236
1057	PF00262	257	332	76
1058	PF18100	178	293	116
1058	PF00233	432	672	241
1059	PF00418	926	953	28
1059	PF00418	1054	1085	32
1059	PF00418	992	1022	31
1059	PF00418	1023	1053	31
1060	PF00620	129	282	154
1060	PF16454	431	599	169
1060	PF00017	333	408	76
1060	PF00017	624	698	75
1063	PF00227	56	238	183
1065	PF06472	70	338	269
1065	PF00005	456	599	144
1067	PF00384	301	629	329
1067	PF09326	658	710	53
1067	PF13510	29	107	79
1067	PF10588	113	152	40
1068	PF09110	758	856	99
1068	PF09111	913	1027	115
