id_mutation	id_protein	id_pfam	start	end
5127	1020	PF05924	1567	1588
32448	1020	PF05924	1567	1588
159225	1020	PF05924	1567	1588
5108	1020	PF05924	1567	1588
31288	1020	PF05924	1567	1588
28922	1020	PF05924	1567	1588
29464	1020	PF05924	1567	1588
5272	1020	PF05924	1567	1588
28963	1020	PF05924	1567	1588
31628	1020	PF05924	1567	1588
31289	1020	PF05924	1567	1588
5223	1020	PF05924	1567	1588
5145	1020	PF05924	1567	1588
31290	1020	PF05924	1567	1588
30340	1020	PF05924	1567	1588
5109	1020	PF05924	1567	1588
31291	1020	PF05924	1567	1588
30516	1020	PF05924	1567	1588
29321	1020	PF05924	1567	1588
159337	1020	PF05924	1567	1588
29561	1020	PF05924	1716	1737
23107	1020	PF05924	1716	1737
150	1020	PF05924	1716	1737
5434	1020	PF05924	1716	1737
32131	1020	PF05924	1716	1737
31908	1020	PF05924	1716	1737
32452	1020	PF05924	1716	1737
30878	1020	PF05924	1716	1737
5123	1020	PF05924	1716	1737
30178	1020	PF05924	1716	1737
31078	1020	PF05924	1716	1737
29333	1020	PF05924	1716	1737
30879	1020	PF05924	1716	1737
30229	1020	PF05924	1716	1737
30533	1020	PF05924	1716	1737
31305	1020	PF05924	1716	1737
28751	1020	PF05924	1716	1737
31646	1020	PF05924	1716	1737
31079	1020	PF05924	1716	1737
28907	1020	PF05924	1716	1737
31909	1020	PF05924	1716	1737
2716	1020	PF05924	1716	1737
29425	1020	PF05924	1716	1737
31647	1020	PF05924	1716	1737
31306	1020	PF05924	1716	1737
5545	1020	PF05924	1716	1737
32132	1020	PF05924	1716	1737
29223	1020	PF05924	1716	1737
31648	1020	PF05924	1716	1737
29334	1020	PF05924	1716	1737
31307	1020	PF05924	1716	1737
29487	1020	PF05924	1716	1737
31080	1020	PF05924	1716	1737
32300	1020	PF05924	1716	1737
30343	1020	PF05924	1716	1737
30573	1020	PF05924	1716	1737
32133	1020	PF05924	1716	1737
31910	1020	PF05924	1716	1737
30484	1020	PF05924	1716	1737
29181	1020	PF05924	1716	1737
31911	1020	PF05924	1716	1737
32331	1020	PF05937	2670	2843
32231	1020	PF05937	2670	2843
31394	1020	PF05937	2670	2843
29194	1020	PF05937	2670	2843
30971	1020	PF05937	2670	2843
30336	1020	PF05937	2670	2843
29481	1020	PF05937	2670	2843
31153	1020	PF05937	2670	2843
29647	1020	PF05937	2670	2843
31765	1020	PF05937	2670	2843
29495	1020	PF05937	2670	2843
30409	1020	PF05937	2670	2843
30842	1020	PF05937	2670	2843
28859	1020	PF05937	2670	2843
31442	1020	PF05937	2670	2843
29648	1020	PF05937	2670	2843
28912	1020	PF05937	2670	2843
32401	1020	PF05937	2670	2843
30360	1020	PF05937	2670	2843
5227	1020	PF05937	2670	2843
30946	1020	PF05937	2670	2843
30953	1020	PF05937	2670	2843
29910	1020	PF05937	2670	2843
29482	1020	PF05937	2670	2843
30057	1020	PF05937	2670	2843
30654	1020	PF05937	2670	2843
31395	1020	PF05937	2670	2843
28849	1020	PF05937	2670	2843
32402	1020	PF05937	2670	2843
29584	1020	PF05937	2670	2843
30502	1020	PF05937	2670	2843
29483	1020	PF05937	2670	2843
30058	1020	PF05937	2670	2843
30655	1020	PF05937	2670	2843
30309	1020	PF05937	2670	2843
31766	1020	PF05937	2670	2843
31767	1020	PF05937	2670	2843
31396	1020	PF05937	2670	2843
31397	1020	PF05937	2670	2843
5519	1020	PF05937	2670	2843
31980	1020	PF05937	2670	2843
31398	1020	PF05937	2670	2843
32232	1020	PF05937	2670	2843
32233	1020	PF05937	2670	2843
28850	1020	PF05937	2670	2843
29057	1020	PF05937	2670	2843
31399	1020	PF05937	2670	2843
32234	1020	PF05937	2670	2843
32520	1020	PF05937	2670	2843
2714	1020	PF05937	2670	2843
30721	1020	PF05937	2670	2843
30361	1020	PF05937	2670	2843
31400	1020	PF05937	2670	2843
30310	1020	PF05937	2670	2843
29959	1020	PF05937	2670	2843
28807	1020	PF05937	2670	2843
31768	1020	PF05937	2670	2843
31401	1020	PF05937	2670	2843
30013	1020	PF05937	2670	2843
28808	1020	PF05937	2670	2843
32403	1020	PF05937	2670	2843
28789	1020	PF05937	2670	2843
32482	1020	PF05937	2670	2843
29962	1020	PF05937	2670	2843
31769	1020	PF05937	2670	2843
29385	1020	PF05937	2670	2843
29700	1020	PF05937	2670	2843
5419	1020	PF05937	2670	2843
29242	1020	PF05937	2670	2843
30722	1020	PF05937	2670	2843
30709	1020	PF05937	2670	2843
28913	1020	PF05937	2670	2843
28888	1020	PF05937	2670	2843
28930	1020	PF05937	2670	2843
29779	1020	PF05937	2670	2843
29649	1020	PF05937	2670	2843
30723	1020	PF05937	2670	2843
29386	1020	PF05937	2670	2843
30612	1020	PF05937	2670	2843
32235	1020	PF05937	2670	2843
32236	1020	PF05937	2670	2843
30339	1020	PF05937	2670	2843
31981	1020	PF05937	2670	2843
28981	1020	PF05937	2670	2843
28914	1020	PF05937	2670	2843
31154	1020	PF05937	2670	2843
31155	1020	PF05937	2670	2843
32332	1020	PF05937	2670	2843
32483	1020	PF05937	2670	2843
32404	1020	PF05937	2670	2843
30570	1020	PF05937	2670	2843
28889	1020	PF05937	2670	2843
32405	1020	PF05937	2670	2843
29612	1020	PF05937	2670	2843
32237	1020	PF05937	2670	2843
29650	1020	PF05937	2670	2843
31770	1020	PF05937	2670	2843
29838	1020	PF05937	2670	2843
30613	1020	PF05937	2670	2843
31771	1020	PF05937	2670	2843
29447	1020	PF05937	2670	2843
30413	1020	PF05937	2670	2843
32238	1020	PF05937	2670	2843
31982	1020	PF05937	2670	2843
29195	1020	PF05937	2670	2843
29387	1020	PF05937	2670	2843
30014	1020	PF05937	2670	2843
30362	1020	PF05937	2670	2843
31402	1020	PF05937	2670	2843
31430	1020	PF05937	2670	2843
30273	1020	PF05937	2670	2843
31156	1020	PF05937	2670	2843
30843	1020	PF05937	2670	2843
30274	1020	PF05937	2670	2843
29780	1020	PF05937	2670	2843
29388	1020	PF05937	2670	2843
28851	1020	PF05937	2670	2843
32484	1020	PF05937	2670	2843
31983	1020	PF05937	2670	2843
30710	1020	PF05937	2670	2843
30286	1020	PF05937	2670	2843
29781	1020	PF05937	2670	2843
29814	1020	PF05937	2670	2843
31443	1020	PF05937	2670	2843
29135	1020	PF05937	2670	2843
29651	1020	PF05937	2670	2843
30656	1020	PF05937	2670	2843
30532	1020	PF05937	2670	2843
31984	1020	PF05937	2670	2843
29448	1020	PF05937	2670	2843
23119	1020	PF05937	2670	2843
29389	1020	PF05937	2670	2843
30954	1020	PF05937	2670	2843
28852	1020	PF05937	2670	2843
30724	1020	PF05937	2670	2843
28915	1020	PF05937	2670	2843
32406	1020	PF05937	2670	2843
31985	1020	PF05937	2670	2843
28869	1020	PF05937	2670	2843
29196	1020	PF05937	2670	2843
28965	1020	PF05937	2670	2843
31772	1020	PF05937	2670	2843
29613	1020	PF05937	2670	2843
30566	1020	PF05937	2670	2843
29136	1020	PF05937	2670	2843
30059	1020	PF05937	2670	2843
29484	1020	PF05937	2670	2843
31403	1020	PF05937	2670	2843
30060	1020	PF05937	2670	2843
29511	1020	PF05937	2670	2843
32333	1020	PF05937	2670	2843
30711	1020	PF05937	2670	2843
31405	1020	PF05937	2670	2843
31404	1020	PF05937	2670	2843
31406	1020	PF05937	2670	2843
32239	1020	PF05937	2670	2843
5360	1020	PF05937	2670	2843
29449	1020	PF05937	2670	2843
5414	1020	PF05937	2670	2843
30313	1020	PF05937	2670	2843
30657	1020	PF05937	2670	2843
29782	1020	PF05937	2670	2843
31157	1020	PF05937	2670	2843
31986	1020	PF05937	2670	2843
32521	1020	PF05937	2670	2843
29197	1020	PF05937	2670	2843
30900	1020	PF05937	2670	2843
30795	1020	PF05937	2670	2843
31407	1020	PF05937	2670	2843
31773	1020	PF05937	2670	2843
31987	1020	PF05937	2670	2843
30459	1020	PF05937	2670	2843
28890	1020	PF05937	2670	2843
32240	1020	PF05937	2670	2843
31158	1020	PF05937	2670	2843
23122	1020	PF05937	2670	2843
29652	1020	PF05937	2670	2843
30725	1020	PF05937	2670	2843
32485	1020	PF05937	2670	2843
32334	1020	PF05937	2670	2843
30796	1020	PF05937	2670	2843
30462	1020	PF05937	2670	2843
31408	1020	PF05937	2670	2843
32241	1020	PF05937	2670	2843
136	1020	PF05937	2670	2843
29839	1020	PF05937	2670	2843
32407	1020	PF05937	2670	2843
31774	1020	PF05937	2670	2843
29587	1020	PF05937	2670	2843
28938	1020	PF05937	2670	2843
31775	1020	PF05937	2670	2843
30797	1020	PF05937	2670	2843
31776	1020	PF05937	2670	2843
32242	1020	PF05937	2670	2843
28954	1020	PF05937	2670	2843
29589	1020	PF05937	2670	2843
29653	1020	PF05937	2670	2843
30289	1020	PF05937	2670	2843
30439	1020	PF05937	2670	2843
30363	1020	PF05937	2670	2843
29592	1020	PF05937	2670	2843
30658	1020	PF05937	2670	2843
32486	1020	PF05937	2670	2843
29485	1020	PF05937	2670	2843
30342	1020	PF05937	2670	2843
29137	1020	PF05937	2670	2843
29450	1020	PF05937	2670	2843
30713	1020	PF05937	2670	2843
31777	1020	PF05937	2670	2843
28917	1020	PF05937	2670	2843
30947	1020	PF05937	2670	2843
31409	1020	PF05937	2670	2843
29701	1020	PF05937	2670	2843
30798	1020	PF05937	2670	2843
30291	1020	PF05937	2670	2843
32243	1020	PF05937	2670	2843
29492	1020	PF05937	2670	2843
5520	1020	PF05937	2670	2843
29614	1020	PF05937	2670	2843
29138	1020	PF05937	2670	2843
5573	1020	PF05937	2670	2843
29139	1020	PF05937	2670	2843
29702	1020	PF05937	2670	2843
31159	1020	PF05937	2670	2843
32244	1020	PF05937	2670	2843
29914	1020	PF05937	2670	2843
29451	1020	PF05937	2670	2843
30319	1020	PF05937	2670	2843
5143	1020	PF05937	2670	2843
140	1020	PF05937	2670	2843
30292	1020	PF05937	2670	2843
29783	1020	PF05937	2670	2843
30321	1020	PF05937	2670	2843
32245	1020	PF05937	2670	2843
31778	1020	PF05937	2670	2843
31160	1020	PF05937	2670	2843
28780	1020	PF05937	2670	2843
30742	1020	PF05937	2670	2843
29198	1020	PF05937	2670	2843
29915	1020	PF05937	2670	2843
30975	1020	PF05937	2670	2843
31161	1020	PF05937	2670	2843
30976	1020	PF05937	2670	2843
31988	1020	PF05937	2670	2843
28870	1020	PF05937	2670	2843
32246	1020	PF05937	2670	2843
32487	1020	PF05937	2670	2843
32255	1020	PF05937	2670	2843
28918	1020	PF05937	2670	2843
31989	1020	PF05937	2670	2843
30441	1020	PF05937	2670	2843
32247	1020	PF05937	2670	2843
30714	1020	PF05937	2670	2843
31162	1020	PF05937	2670	2843
32408	1020	PF05937	2670	2843
30017	1020	PF05937	2670	2843
32256	1020	PF05937	2670	2843
31779	1020	PF05937	2670	2843
30799	1020	PF05937	2670	2843
31163	1020	PF05937	2670	2843
28853	1020	PF05937	2670	2843
31780	1020	PF05937	2670	2843
32248	1020	PF05937	2670	2843
30972	1020	PF05937	2670	2843
31410	1020	PF05937	2670	2843
30061	1020	PF05937	2670	2843
31781	1020	PF05937	2670	2843
32335	1020	PF05937	2670	2843
159152	1020	PF05937	2670	2843
159259	1020	PF05937	2670	2843
159134	1020	PF05937	2670	2843
29390	1020	PF05937	2670	2843
32522	1020	PF05937	2670	2843
29452	1020	PF05937	2670	2843
32409	1020	PF05937	2670	2843
28919	1020	PF05937	2670	2843
30948	1020	PF05937	2670	2843
32316	1020	PF05956	2223	2575
29042	1020	PF05956	2223	2575
29629	1020	PF05956	2223	2575
29767	1020	PF05956	2223	2575
31351	1020	PF05956	2223	2575
30047	1020	PF05956	2223	2575
159342	1020	PF05956	2223	2575
29121	1020	PF05956	2223	2575
28989	1020	PF05956	2223	2575
30515	1020	PF05956	2223	2575
29630	1020	PF05956	2223	2575
32190	1020	PF05956	2223	2575
29768	1020	PF05956	2223	2575
32469	1020	PF05956	2223	2575
28841	1020	PF05956	2223	2575
29043	1020	PF05956	2223	2575
30223	1020	PF05956	2223	2575
32317	1020	PF05956	2223	2575
29122	1020	PF05956	2223	2575
30277	1020	PF05956	2223	2575
32191	1020	PF05956	2223	2575
30452	1020	PF05956	2223	2575
159103	1020	PF05956	2223	2575
31948	1020	PF05956	2223	2575
31714	1020	PF05956	2223	2575
32388	1020	PF05956	2223	2575
31352	1020	PF05956	2223	2575
31715	1020	PF05956	2223	2575
28754	1020	PF05956	2223	2575
160	1020	PF05956	2223	2575
31716	1020	PF05956	2223	2575
30453	1020	PF05956	2223	2575
32389	1020	PF05956	2223	2575
32192	1020	PF05956	2223	2575
31118	1020	PF05956	2223	2575
31353	1020	PF05956	2223	2575
30225	1020	PF05956	2223	2575
30048	1020	PF05956	2223	2575
31354	1020	PF05956	2223	2575
31717	1020	PF05956	2223	2575
159324	1020	PF05956	2223	2575
31718	1020	PF05956	2223	2575
31949	1020	PF05956	2223	2575
31119	1020	PF05956	2223	2575
32470	1020	PF05956	2223	2575
29000	1020	PF05956	2223	2575
30263	1020	PF05956	2223	2575
29185	1020	PF05956	2223	2575
31719	1020	PF05956	2223	2575
28874	1020	PF05956	2223	2575
32193	1020	PF05956	2223	2575
31950	1020	PF05956	2223	2575
31120	1020	PF05956	2223	2575
31951	1020	PF05956	2223	2575
29123	1020	PF05956	2223	2575
31355	1020	PF05956	2223	2575
32253	1020	PF05956	2223	2575
31121	1020	PF05956	2223	2575
31122	1020	PF05956	2223	2575
31720	1020	PF05956	2223	2575
32514	1020	PF05956	2223	2575
29436	1020	PF05956	2223	2575
28931	1020	PF05956	2223	2575
30651	1020	PF05956	2223	2575
30892	1020	PF05956	2223	2575
30833	1020	PF05956	2223	2575
28962	1020	PF05956	2223	2575
30228	1020	PF05956	2223	2575
31123	1020	PF05956	2223	2575
29437	1020	PF05956	2223	2575
32390	1020	PF05956	2223	2575
31124	1020	PF05956	2223	2575
31125	1020	PF05956	2223	2575
29603	1020	PF05956	2223	2575
32391	1020	PF05956	2223	2575
31356	1020	PF05956	2223	2575
29232	1020	PF05956	2223	2575
112	1020	PF05956	2223	2575
31952	1020	PF05956	2223	2575
32515	1020	PF05956	2223	2575
30936	1020	PF05956	2223	2575
29438	1020	PF05956	2223	2575
31357	1020	PF05956	2223	2575
101	1020	PF05956	2223	2575
31168	1020	PF05956	2223	2575
31721	1020	PF05956	2223	2575
31126	1020	PF05956	2223	2575
29186	1020	PF05956	2223	2575
28928	1020	PF05956	2223	2575
28755	1020	PF05956	2223	2575
30392	1020	PF05956	2223	2575
29820	1020	PF05956	2223	2575
31953	1020	PF05956	2223	2575
31127	1020	PF05956	2223	2575
30001	1020	PF05956	2223	2575
30703	1020	PF05956	2223	2575
31128	1020	PF05956	2223	2575
30266	1020	PF05956	2223	2575
31722	1020	PF05956	2223	2575
30788	1020	PF05956	2223	2575
31358	1020	PF05956	2223	2575
30278	1020	PF05956	2223	2575
29835	1020	PF05956	2223	2575
30539	1020	PF05956	2223	2575
31129	1020	PF05956	2223	2575
28842	1020	PF05956	2223	2575
29364	1020	PF05956	2223	2575
31723	1020	PF05956	2223	2575
159306	1020	PF05956	2223	2575
30499	1020	PF05956	2223	2575
29945	1020	PF05956	2223	2575
29365	1020	PF05956	2223	2575
30281	1020	PF05956	2223	2575
30937	1020	PF05956	2223	2575
30230	1020	PF05956	2223	2575
159280	1020	PF05956	2223	2575
30938	1020	PF05956	2223	2575
28776	1020	PF05956	2223	2575
30834	1020	PF05956	2223	2575
32318	1020	PF05956	2223	2575
29366	1020	PF05956	2223	2575
30718	1020	PF05956	2223	2575
30517	1020	PF05956	2223	2575
30003	1020	PF05956	2223	2575
31359	1020	PF05956	2223	2575
30283	1020	PF05956	2223	2575
29893	1020	PF05956	2223	2575
31954	1020	PF05956	2223	2575
31360	1020	PF05956	2223	2575
30747	1020	PF05956	2223	2575
29367	1020	PF05956	2223	2575
29570	1020	PF05956	2223	2575
32194	1020	PF05956	2223	2575
32195	1020	PF05956	2223	2575
121	1020	PF05956	2223	2575
159203	1020	PF05956	2223	2575
28886	1020	PF05956	2223	2575
29695	1020	PF05956	2223	2575
31130	1020	PF05956	2223	2575
29607	1020	PF05956	2223	2575
30893	1020	PF05956	2223	2575
31724	1020	PF05956	2223	2575
31361	1020	PF05956	2223	2575
29610	1020	PF05956	2223	2575
31955	1020	PF05956	2223	2575
30448	1020	PF05956	2223	2575
29809	1020	PF05956	2223	2575
29439	1020	PF05956	2223	2575
29440	1020	PF05956	2223	2575
30835	1020	PF05956	2223	2575
31725	1020	PF05956	2223	2575
29571	1020	PF05956	2223	2575
32196	1020	PF05956	2223	2575
138	1020	PF05956	2223	2575
29368	1020	PF05956	2223	2575
29769	1020	PF05956	2223	2575
31956	1020	PF05956	2223	2575
31131	1020	PF05956	2223	2575
28875	1020	PF05956	2223	2575
29187	1020	PF05956	2223	2575
30939	1020	PF05956	2223	2575
29505	1020	PF05956	2223	2575
29154	1020	PF05956	2223	2575
31132	1020	PF05956	2223	2575
31726	1020	PF05956	2223	2575
30232	1020	PF05956	2223	2575
151	1020	PF05956	2223	2575
32197	1020	PF05956	2223	2575
30285	1020	PF05956	2223	2575
159186	1020	PF05956	2223	2575
28923	1020	PF05956	2223	2575
31727	1020	PF05956	2223	2575
32319	1020	PF05956	2223	2575
30280	1020	PF05956	2223	2575
28910	1020	PF05956	2223	2575
31133	1020	PF05956	2223	2575
30287	1020	PF05956	2223	2575
30520	1020	PF05956	2223	2575
30004	1020	PF05956	2223	2575
30730	1020	PF05956	2223	2575
31957	1020	PF05956	2223	2575
30005	1020	PF05956	2223	2575
30598	1020	PF05956	2223	2575
30704	1020	PF05956	2223	2575
31728	1020	PF05956	2223	2575
29631	1020	PF05956	2223	2575
129	1020	PF05956	2223	2575
5566	1020	PF05956	2223	2575
30599	1020	PF05956	2223	2575
29770	1020	PF05956	2223	2575
30294	1020	PF05956	2223	2575
161	1020	PF05956	2223	2575
30049	1020	PF05956	2223	2575
32198	1020	PF05956	2223	2575
29771	1020	PF05956	2223	2575
31729	1020	PF05956	2223	2575
30434	1020	PF05956	2223	2575
31362	1020	PF05956	2223	2575
28756	1020	PF05956	2223	2575
29124	1020	PF05956	2223	2575
29696	1020	PF05956	2223	2575
28787	1020	PF05956	2223	2575
28805	1020	PF05956	2223	2575
30295	1020	PF05956	2223	2575
30395	1020	PF05956	2223	2575
30297	1020	PF05956	2223	2575
30288	1020	PF05956	2223	2575
29836	1020	PF05956	2223	2575
31446	1020	PF05956	2223	2575
31363	1020	PF05956	2223	2575
31134	1020	PF05956	2223	2575
30940	1020	PF05956	2223	2575
30602	1020	PF05956	2223	2575
30705	1020	PF05956	2223	2575
30454	1020	PF05956	2223	2575
159307	1020	PF05956	2223	2575
32199	1020	PF05956	2223	2575
32471	1020	PF05956	2223	2575
32200	1020	PF05956	2223	2575
29233	1020	PF05956	2223	2575
30235	1020	PF05956	2223	2575
28844	1020	PF05956	2223	2575
31958	1020	PF05956	2223	2575
31730	1020	PF05956	2223	2575
30941	1020	PF05956	2223	2575
30942	1020	PF05956	2223	2575
31731	1020	PF05956	2223	2575
154	1020	PF05956	2223	2575
31364	1020	PF05956	2223	2575
117	1020	PF05956	2223	2575
31135	1020	PF05956	2223	2575
29369	1020	PF05956	2223	2575
29441	1020	PF05956	2223	2575
31959	1020	PF05956	2223	2575
32201	1020	PF05956	2223	2575
31732	1020	PF05956	2223	2575
159325	1020	PF05956	2223	2575
29476	1020	PF05956	2223	2575
31960	1020	PF05956	2223	2575
29697	1020	PF05956	2223	2575
31961	1020	PF05956	2223	2575
31962	1020	PF05956	2223	2575
29370	1020	PF05956	2223	2575
128	1020	PF05956	2223	2575
29125	1020	PF05956	2223	2575
31963	1020	PF05956	2223	2575
28996	1020	PF05956	2223	2575
30300	1020	PF05956	2223	2575
30007	1020	PF05956	2223	2575
29442	1020	PF05956	2223	2575
30352	1020	PF05956	2223	2575
30237	1020	PF05956	2223	2575
29234	1020	PF05956	2223	2575
5147	1020	PF05956	2223	2575
30296	1020	PF05956	2223	2575
30008	1020	PF05956	2223	2575
30303	1020	PF05956	2223	2575
29810	1020	PF05956	2223	2575
30789	1020	PF05956	2223	2575
32202	1020	PF05956	2223	2575
30603	1020	PF05956	2223	2575
30540	1020	PF05956	2223	2575
32203	1020	PF05956	2223	2575
29235	1020	PF05956	2223	2575
30050	1020	PF05956	2223	2575
29895	1020	PF05956	2223	2575
31733	1020	PF05956	2223	2575
31365	1020	PF05956	2223	2575
30051	1020	PF05956	2223	2575
30739	1020	PF05956	2223	2575
139	1020	PF05956	2223	2575
30009	1020	PF05956	2223	2575
29044	1020	PF05956	2223	2575
30836	1020	PF05956	2223	2575
31964	1020	PF05956	2223	2575
29126	1020	PF05956	2223	2575
31366	1020	PF05956	2223	2575
30541	1020	PF05956	2223	2575
30052	1020	PF05956	2223	2575
29155	1020	PF05956	2223	2575
31734	1020	PF05956	2223	2575
31367	1020	PF05956	2223	2575
30952	1020	PF05956	2223	2575
29632	1020	PF05956	2223	2575
30353	1020	PF05956	2223	2575
28857	1020	PF05956	2223	2575
30894	1020	PF05956	2223	2575
29772	1020	PF05956	2223	2575
29371	1020	PF05956	2223	2575
29236	1020	PF05956	2223	2575
32204	1020	PF05956	2223	2575
29773	1020	PF05956	2223	2575
30305	1020	PF05956	2223	2575
29045	1020	PF05956	2223	2575
30241	1020	PF05956	2223	2575
32205	1020	PF05956	2223	2575
32516	1020	PF05956	2223	2575
30790	1020	PF05956	2223	2575
29837	1020	PF05956	2223	2575
5557	1020	PF05956	2223	2575
30354	1020	PF05956	2223	2575
32206	1020	PF05956	2223	2575
30299	1020	PF05956	2223	2575
29246	1020	PF05956	2223	2575
30355	1020	PF05956	2223	2575
31136	1020	PF05956	2223	2575
30450	1020	PF05956	2223	2575
31965	1020	PF05956	2223	2575
31368	1020	PF05956	2223	2575
31137	1020	PF05956	2223	2575
32320	1020	PF05956	2223	2575
30455	1020	PF05956	2223	2575
31735	1020	PF05956	2223	2575
31369	1020	PF05956	2223	2575
32207	1020	PF05956	2223	2575
29946	1020	PF05956	2223	2575
31138	1020	PF05956	2223	2575
30242	1020	PF05956	2223	2575
29046	1020	PF05956	2223	2575
32321	1020	PF05956	2223	2575
109	1020	PF05956	2223	2575
29774	1020	PF05956	2223	2575
30943	1020	PF05956	2223	2575
29047	1020	PF05956	2223	2575
29477	1020	PF05956	2223	2575
30245	1020	PF05956	2223	2575
159260	1020	PF05956	2223	2575
5346	1020	PF05956	2223	2575
32392	1020	PF05956	2223	2575
29048	1020	PF05956	2223	2575
30301	1020	PF05956	2223	2575
29633	1020	PF05956	2223	2575
29634	1020	PF05956	2223	2575
30707	1020	PF05956	2223	2575
32517	1020	PF05956	2223	2575
30569	1020	PF05956	2223	2575
31966	1020	PF05956	2223	2575
29478	1020	PF05956	2223	2575
159326	1020	PF05956	2223	2575
32393	1020	PF05956	2223	2575
29049	1020	PF05956	2223	2575
29811	1020	PF05956	2223	2575
31370	1020	PF05956	2223	2575
30528	1020	PF05956	2223	2575
31371	1020	PF05956	2223	2575
3456	1020	PF05956	2223	2575
30606	1020	PF05956	2223	2575
30251	1020	PF05956	2223	2575
30719	1020	PF05956	2223	2575
32208	1020	PF05956	2223	2575
31736	1020	PF05956	2223	2575
29188	1020	PF05956	2223	2575
32518	1020	PF05956	2223	2575
32209	1020	PF05956	2223	2575
32210	1020	PF05956	2223	2575
29896	1020	PF05956	2223	2575
29635	1020	PF05956	2223	2575
30791	1020	PF05956	2223	2575
31372	1020	PF05956	2223	2575
29237	1020	PF05956	2223	2575
32211	1020	PF05956	2223	2575
31139	1020	PF05956	2223	2575
31737	1020	PF05956	2223	2575
31738	1020	PF05956	2223	2575
32322	1020	PF05956	2223	2575
133	1020	PF05956	2223	2575
31140	1020	PF05956	2223	2575
31141	1020	PF05956	2223	2575
31739	1020	PF05956	2223	2575
30652	1020	PF05956	2223	2575
30315	1020	PF05956	2223	2575
31373	1020	PF05956	2223	2575
30398	1020	PF05956	2223	2575
31374	1020	PF05956	2223	2575
28972	1020	PF05956	2223	2575
32394	1020	PF05956	2223	2575
29372	1020	PF05956	2223	2575
30792	1020	PF05956	2223	2575
29443	1020	PF05956	2223	2575
30053	1020	PF05956	2223	2575
5385	1020	PF05956	2223	2575
29127	1020	PF05956	2223	2575
31142	1020	PF05956	2223	2575
5516	1020	PF05956	2223	2575
30254	1020	PF05956	2223	2575
32212	1020	PF05956	2223	2575
28845	1020	PF05956	2223	2575
29189	1020	PF05956	2223	2575
29128	1020	PF05956	2223	2575
29506	1020	PF05956	2223	2575
31143	1020	PF05956	2223	2575
30895	1020	PF05956	2223	2575
146	1020	PF05956	2223	2575
30793	1020	PF05956	2223	2575
31144	1020	PF05956	2223	2575
29373	1020	PF05956	2223	2575
31967	1020	PF05956	2223	2575
31740	1020	PF05956	2223	2575
28757	1020	PF05956	2223	2575
31741	1020	PF05956	2223	2575
31742	1020	PF05956	2223	2575
30607	1020	PF05956	2223	2575
31968	1020	PF05956	2223	2575
29775	1020	PF05956	2223	2575
5477	1020	PF05956	2223	2575
29698	1020	PF05956	2223	2575
29898	1020	PF05956	2223	2575
159273	1020	PF05956	2223	2575
30500	1020	PF05956	2223	2575
32395	1020	PF05956	2223	2575
30837	1020	PF05956	2223	2575
29129	1020	PF05956	2223	2575
31375	1020	PF05956	2223	2575
30732	1020	PF05956	2223	2575
31743	1020	PF05956	2223	2575
29611	1020	PF05956	2223	2575
31376	1020	PF05956	2223	2575
32472	1020	PF05956	2223	2575
31377	1020	PF05956	2223	2575
30302	1020	PF05956	2223	2575
32323	1020	PF05956	2223	2575
32213	1020	PF05956	2223	2575
5284	1020	PF05956	2223	2575
28921	1020	PF05956	2223	2575
30255	1020	PF05956	2223	2575
30356	1020	PF05956	2223	2575
30457	1020	PF05956	2223	2575
29130	1020	PF05956	2223	2575
29374	1020	PF05956	2223	2575
31744	1020	PF05956	2223	2575
31969	1020	PF05956	2223	2575
29375	1020	PF05956	2223	2575
5327	1020	PF05956	2223	2575
31378	1020	PF05956	2223	2575
32473	1020	PF05956	2223	2575
31379	1020	PF05956	2223	2575
5478	1020	PF05956	2223	2575
30317	1020	PF05956	2223	2575
28876	1020	PF05956	2223	2575
32214	1020	PF05956	2223	2575
31745	1020	PF05956	2223	2575
29376	1020	PF05956	2223	2575
30896	1020	PF05956	2223	2575
29948	1020	PF05956	2223	2575
159279	1020	PF05956	2223	2575
30322	1020	PF05956	2223	2575
28758	1020	PF05956	2223	2575
29821	1020	PF05956	2223	2575
159132	1020	PF05956	2223	2575
159258	1020	PF05956	2223	2575
28788	1020	PF05956	2223	2575
28846	1020	PF05956	2223	2575
159339	1020	PF05956	2223	2575
30357	1020	PF05956	2223	2575
30838	1020	PF05956	2223	2575
29377	1020	PF05956	2223	2575
29050	1020	PF05956	2223	2575
29131	1020	PF05956	2223	2575
29899	1020	PF05956	2223	2575
29573	1020	PF05956	2223	2575
31380	1020	PF05956	2223	2575
31381	1020	PF05956	2223	2575
30944	1020	PF05956	2223	2575
30358	1020	PF05956	2223	2575
29637	1020	PF05956	2223	2575
31746	1020	PF05956	2223	2575
28867	1020	PF05956	2223	2575
31747	1020	PF05956	2223	2575
29003	1020	PF05956	2223	2575
32216	1020	PF05956	2223	2575
32215	1020	PF05956	2223	2575
29132	1020	PF05956	2223	2575
32217	1020	PF05956	2223	2575
29238	1020	PF05956	2223	2575
29640	1020	PF05956	2223	2575
28847	1020	PF05956	2223	2575
31145	1020	PF05956	2223	2575
29133	1020	PF05956	2223	2575
29207	1020	PF05956	2223	2575
32396	1020	PF05956	2223	2575
29239	1020	PF05956	2223	2575
29950	1020	PF05956	2223	2575
31146	1020	PF05956	2223	2575
5517	1020	PF05956	2223	2575
29051	1020	PF05956	2223	2575
