uniprot,tipo,start,end
P29323,SAM_1,911,975
Q6P9H4,SAM_1,5,69
Q9UPU9,SAM_1,321,381
Q9UPX8,SAM_1,1405,1468
Q9NYL2,SAM_1,337,408
Q9H694,SAM_1,874,934
Q5PRF9,SAM_1,297,357
Q9BYB0,SAM_1,1666,1729
P54753,SAM_1,923,987
Q8IXK0,SAM_1,792,856
Q7Z6G8,SAM_1,882,946
Q7Z6G8,SAM_1,808,874
Q9Y566,SAM_1,2096,2159
P29322,SAM_1,932,992
Q674X7,SAM_1,523,585
Q674X7,SAM_1,444,509
O75335,SAM_1,942,1006
O75335,SAM_1,827,892
Q8WXD9,SAM_1,470,533
Q8WXD9,SAM_1,540,603
Q5JZY3,SAM_1,932,995
O75145,SAM_1,951,1015
O75145,SAM_1,836,901
P07305,Linker_histone,25,96
Q02539,Linker_histone,40,111
Q92522,Linker_histone,45,117
P16403,Linker_histone,37,108
P10412,Linker_histone,37,108
B0QZK4,Linker_histone,44,110
B0QZK4,Linker_histone,115,188
B0QZK4,Linker_histone,199,253
P16402,Linker_histone,38,109
Q5SSJ5,Linker_histone,158,231
Q5SSJ5,Linker_histone,340,412
Q5SSJ5,Linker_histone,256,329
P16401,Linker_histone,40,111
P52815,Ribosomal_L12,130,198
Q9P2R7,Ligase_CoA,321,441
Q96I99,Ligase_CoA,306,426
P53396,Ligase_CoA,660,785
P53597,Ligase_CoA,199,324
O75891,PP-binding,325,391
P49327,PP-binding,2125,2192
O75891,Formyl_trans_N,1,180
Q04206,RHD_DNA_bind,21,186
O94916,RHD_DNA_bind,282,439
Q9Y5B9,Peptidase_M24,181,411
Q9UQ80,Peptidase_M24,19,298
P50579,Peptidase_M24,167,466
P12955,Peptidase_M24,193,459
P53582,Peptidase_M24,137,365
Q6UB28,Peptidase_M24,95,322
Q9H9A6,LRR_1,543,562
Q8N1G4,LRR_1,154,175
Q8N1G4,LRR_1,203,224
P23515,LRR_1,79,102
Q9GZU5,LRR_1,87,109
O95870,Abhydrolase_1,280,415
P30876,RNA_pol_Rpb2_6,707,1080
Q9H9Y6,RNA_pol_Rpb2_6,670,1031
Q13501,PB1,21,102
P41743,PB1,25,107
Q9BYG4,PB1,18,98
Q9NPB6,PB1,15,95
Q99759,PB1,44,123
Q14596,PB1,4,85
Q9Y2U5,PB1,43,122
Q7KZF4,SNase,552,660
Q7KZF4,SNase,48,166
Q7KZF4,SNase,220,328
Q7KZF4,SNase,367,496
Q7KZF4,SNase,837,895
O60447,RabGAP-TBC,166,368
Q9ULP9,RabGAP-TBC,48,255
P35125,RabGAP-TBC,103,312
Q9HA65,RabGAP-TBC,313,542
Q9Y3P9,RabGAP-TBC,569,772
Q2NKQ1,RabGAP-TBC,915,1105
Q96DN5,RabGAP-TBC,427,619
Q7KZF4,TUDOR,677,799
Q9H7E2,TUDOR,543,615
Q8NHU6,TUDOR,648,775
Q8NHU6,TUDOR,908,1026
Q8NHU6,TUDOR,459,581
Q9BXT8,TUDOR,674,795
Q9BXT8,TUDOR,1177,1295
Q9BXT8,TUDOR,1409,1550
Q9BXT8,TUDOR,912,1032
Q9BXT8,TUDOR,411,495
Q86YM7,WH1,1,107
Q9NSC5,WH1,1,110
Q9NSB8,WH1,1,107
Q9UI08,WH1,1,109
O00401,WH1,31,138
P50552,WH1,1,110
Q86YT6,ZZ,79,124
Q92793,ZZ,1701,1742
Q09472,ZZ,1664,1705
Q13501,ZZ,122,165
O95714,ZZ,2702,2746
Q14596,ZZ,212,253
Q9Y4J8,ZZ,238,282
P54132,HRDC,1215,1282
Q14191,HRDC,1153,1219
Q01780,HRDC,506,573
P51798,CBS,737,793
P51798,CBS,627,690
P40429,Ribosomal_L13,4,111
P36578,Ribosomal_L4,22,263
Q9BYD3,Ribosomal_L4,80,272
Q16740,CLP_protease,67,248
Q14690,S1,540,611
Q14690,S1,449,522
Q14690,S1,726,798
Q14690,S1,1032,1100
Q14562,S1,261,336
Q7KZ85,S1,1224,1282
Q9NP64,S1,13,86
P05198,S1,14,88
Q06830,AhpC-TSA,8,142
P30041,AhpC-TSA,7,146
Q13162,AhpC-TSA,81,214
P32119,AhpC-TSA,8,141
P54577,tRNA-synt_1b,31,322
P30305,Rhodanese,418,531
Q9Y6W6,Rhodanese,154,279
Q9Y6J8,Rhodanese,9,137
P28562,Rhodanese,9,131
P30307,Rhodanese,308,422
Q16690,Rhodanese,8,135
Q9BYV8,Rhodanese,161,260
Q99956,Rhodanese,7,133
Q9BY84,Rhodanese,11,131
Q16828,Rhodanese,19,142
P41227,Acetyltransf_1,13,128
P41250,tRNA-synt_2b,291,592
A2RTX5,tRNA-synt_2b,476,687
P26639,tRNA-synt_2b,397,608
P07814,tRNA-synt_2b,1108,1287
P49591,tRNA-synt_2b,248,444
Q6IN84,SpoU_methylase,145,301
Q9HC36,SpoU_methylase,209,400
Q96L92,PDZ,43,133
Q9NZW5,PDZ,131,206
Q92796,PDZ,386,464
Q92796,PDZ,226,310
Q92796,PDZ,131,215
Q00013,PDZ,71,149
Q12959,PDZ,319,403
Q12959,PDZ,224,308
Q12959,PDZ,466,544
Q07157,PDZ,23,107
Q07157,PDZ,422,501
Q07157,PDZ,186,261
Q14160,PDZ,863,947
Q14160,PDZ,1004,1090
Q14160,PDZ,728,812
Q14160,PDZ,1100,1189
Q13884,PDZ,113,192
Q5T2T1,PDZ,139,217
A0A2R8YDH4,PDZ,162,246
A0A2R8YDH4,PDZ,427,511
A0A2R8YDH4,PDZ,639,718
Q96RT1,PDZ,1321,1407
Q15700,PDZ,98,182
Q15700,PDZ,193,277
Q15700,PDZ,421,499
Q92997,PDZ,249,334
Q86UR5,PDZ,605,689
Q13425,PDZ,115,195
Q14168,PDZ,165,240
O00560,PDZ,114,191
O00560,PDZ,198,270
Q9ULJ8,PDZ,504,589
Q96HC4,PDZ,4,82
O14908,PDZ,133,212
Q15599,PDZ,151,228
Q15599,PDZ,12,88
O00151,PDZ,3,82
P55196,PDZ,1008,1090
Q9NUP9,PDZ,93,172
Q96QZ7,PDZ,998,1091
Q96QZ7,PDZ,1152,1231
Q96QZ7,PDZ,841,922
Q96QZ7,PDZ,472,552
Q96QZ7,PDZ,642,720
O14936,PDZ,490,568
Q9Y4G8,PDZ,386,465
Q8N3R9,PDZ,256,333
Q9HAP6,PDZ,93,172
Q9Y3R0,PDZ,152,235
Q9Y3R0,PDZ,673,752
Q9Y3R0,PDZ,573,655
Q9Y3R0,PDZ,53,133
Q9Y3R0,PDZ,252,333
Q9Y3R0,PDZ,1004,1083
Q6P9H4,PDZ,211,290
P78352,PDZ,65,149
P78352,PDZ,313,391
P78352,PDZ,160,244
Q86UL8,PDZ,1147,1226
Q86UL8,PDZ,920,1007
Q86UL8,PDZ,426,506
Q86UL8,PDZ,778,859
Q86UL8,PDZ,605,679
Q86UL8,PDZ,17,98
Q8WWI1,PDZ,1043,1119
Q8TEU7,PDZ,530,609
Q12923,PDZ,1368,1450
Q12923,PDZ,1093,1176
Q12923,PDZ,1788,1866
Q12923,PDZ,1501,1585
Q12923,PDZ,1883,1961
P53667,PDZ,165,255
Q13424,PDZ,87,167
Q96JB8,PDZ,155,232
Q9BYG4,PDZ,158,248
Q9Y6V0,PDZ,4502,4589
Q9NPB6,PDZ,157,247
Q9NR12,PDZ,3,82
Q96SB3,PDZ,496,581
O14641,PDZ,267,352
Q9NRD5,PDZ,22,102
Q96NW7,PDZ,1448,1532
P53671,PDZ,152,236
Q13368,PDZ,137,215
O14910,PDZ,108,187
P50479,PDZ,4,81
Q9UEY8,Aldolase_II,139,321
P35611,Aldolase_II,147,329
P35612,Aldolase_II,135,317
Q92997,DEP,425,494
O14641,DEP,436,505
Q8TCU6,DEP,426,494
Q8TCU6,DEP,527,595
Q8WZA2,DEP,220,289
P49802,DEP,40,110
Q9UNF0,FCH,23,99
P16591,FCH,10,87
Q9BY11,FCH,24,100
Q15642,FCH,10,89
O60861,FCH,219,291
O43295,FCH,31,115
Q9UKS6,FCH,21,97
O94832,IQ,699,719
Q9H0B3,IQ,928,947
Q9H0B3,IQ,104,124
Q9H0B3,IQ,950,969
Q9H0B3,IQ,1114,1134
Q9H0B3,IQ,974,992
Q9H0B3,IQ,1137,1157
O14829,IQ,17,37
Q9Y4I1,IQ,815,835
Q9Y4I1,IQ,863,883
Q9Y4I1,IQ,838,858
Q9Y4I1,IQ,790,810
Q9Y4I1,IQ,767,787
Q9Y4I1,IQ,886,906
Q9H0A6,IQ,187,207
O00159,IQ,758,777
O00159,IQ,735,755
Q8IZT6,IQ,1729,1749
Q8IZT6,IQ,2666,2686
Q8IZT6,IQ,3080,3100
Q8IZT6,IQ,2955,2975
Q8IZT6,IQ,1802,1822
Q8IZT6,IQ,2385,2405
Q8IZT6,IQ,2625,2645
Q8IZT6,IQ,2689,2709
Q8IZT6,IQ,3030,3050
Q8IZT6,IQ,2021,2041
Q8IZT6,IQ,2044,2064
Q8IZT6,IQ,1971,1991
Q8IZT6,IQ,2933,2953
Q8IZT6,IQ,2408,2428
Q8IZT6,IQ,1875,1895
Q8IZT6,IQ,1394,1414
Q8IZT6,IQ,1633,1652
Q8IZT6,IQ,3205,3223
Q8IZT6,IQ,1465,1485
Q8IZT6,IQ,1656,1676
Q8IZT6,IQ,2240,2260
Q8IZT6,IQ,1826,1845
Q8IZT6,IQ,1316,1336
Q8IZT6,IQ,2312,2332
Q8IZT6,IQ,1752,1772
Q8IZT6,IQ,1898,1918
Q8IZT6,IQ,2532,2551
Q8IZT6,IQ,2739,2759
Q8IZT6,IQ,1848,1865
Q8IZT6,IQ,2094,2114
Q8IZT6,IQ,2458,2478
Q8IZT6,IQ,1560,1580
Q8IZT6,IQ,1348,1368
Q8IZT6,IQ,2335,2355
Q8IZT6,IQ,3182,3202
Q8IZT6,IQ,1583,1603
Q8IZT6,IQ,2860,2880
Q8IZT6,IQ,2190,2210
Q8IZT6,IQ,1488,1508
Q8IZT6,IQ,2481,2500
Q9Y283,IQ,917,937
Q9Y283,IQ,557,576
P46940,IQ,776,796
P46940,IQ,747,766
P46940,IQ,806,826
P46940,IQ,837,856
P35580,IQ,787,807
O43795,IQ,751,771
O43795,IQ,705,725
Q92686,IQ,27,47
Q15051,IQ,388,408
Q15051,IQ,295,315
P17677,IQ,32,52
O00750,PI3Ka,809,991
P42356,PI3Ka,1562,1728
Q8NEB9,PI3Ka,284,530
O00443,PI3Ka,863,1046
O75747,PI3Ka,647,828
P42336,PI3Ka,519,704
Q8IV08,PLDc,196,223
P41220,RGS,83,198
O15169,RGS,88,210
P34947,RGS,52,170
O43566,RGS,67,183
P25098,RGS,54,174
P49802,RGS,333,447
Q9Y2T1,RGS,81,199
Q5VWQ8,RasGAP,460,563
Q5VWQ8,RasGAP,392,470
O95294,RasGAP,322,511
Q96PV0,RasGAP,532,635
Q96PV0,RasGAP,464,541
P46940,RasGAP,1025,1237
P21359,RasGAP,1324,1451
Q9UJF2,RasGAP,414,519
Q9UJF2,RasGAP,348,420
Q14C86,RasGAP,152,353
Q8TEU7,RasGEF,863,1041
Q07889,RasGEF,783,962
Q8WZA2,RasGEF,775,952
Q13905,RasGEF,843,1013
Q9Y4G8,RasGEF,720,898
O14827,RasGEF,1005,1183
Q8TEU7,RasGEF_N,415,502
Q07889,RasGEF_N,600,717
Q8WZA2,RasGEF_N,499,605
Q13905,RasGEF_N,691,806
Q9Y4G8,RasGEF_N,270,357
O14827,RasGEF_N,638,773
Q9BYX4,CARD,115,200
O60936,CARD,9,96
Q9ULZ3,CARD,112,195
Q9NRY4,RhoGAP,1262,1413
Q07960,RhoGAP,260,408
P32019,RhoGAP,830,972
Q9Y3L3,RhoGAP,290,441
O43295,RhoGAP,520,672
Q9UNA1,RhoGAP,391,545
O00459,RhoGAP,125,263
Q9C0H5,RhoGAP,909,1054
Q9H0H5,RhoGAP,363,511
Q17R89,RhoGAP,269,419
Q12979,RhoGAP,661,813
Q5T5U3,RhoGAP,1162,1316
P11274,RhoGAP,1068,1220
P27986,RhoGAP,129,282
Q92974,RhoGEF,239,430
Q14155,RhoGEF,275,449
Q8TCU6,RhoGEF,53,238
Q3KR16,RhoGEF,165,351
Q9Y4F1,RhoGEF,544,728
Q9NR80,RhoGEF,288,466
O75962,RhoGEF,1973,2143
O75962,RhoGEF,1296,1468
Q9NZM3,RhoGEF,1213,1393
O60229,RhoGEF,1933,2102
O60229,RhoGEF,1285,1457
O15013,RhoGEF,425,606
Q96Q42,RhoGEF,694,882
Q15811,RhoGEF,1241,1421
Q07889,RhoGEF,211,388
Q12979,RhoGEF,95,282
Q12802,RhoGEF,1998,2189
P11274,RhoGEF,502,689
O14827,RhoGEF,247,427
O95602,RNA_pol_Rpb1_2,434,614
P24928,RNA_pol_Rpb1_2,356,521
O14802,RNA_pol_Rpb1_2,358,525
Q9NZW5,Guanylate_kin,337,527
Q92796,Guanylate_kin,626,804
Q14168,Guanylate_kin,373,563
Q00013,Guanylate_kin,281,453
P78352,Guanylate_kin,533,711
Q02641,Guanylate_kin,228,408
Q12959,Guanylate_kin,713,891
P54284,Guanylate_kin,176,356
O00305,Guanylate_kin,218,398
Q16774,Guanylate_kin,3,188
Q07157,Guanylate_kin,681,793
Q86UL8,Guanylate_kin,120,191
Q5T2T1,Guanylate_kin,367,562
A0A2R8YDH4,Guanylate_kin,896,1007
Q96QZ7,Guanylate_kin,126,200
O14936,Guanylate_kin,738,912
Q13368,Guanylate_kin,384,572
Q15700,Guanylate_kin,679,857
Q96JB8,Guanylate_kin,426,618
Q8N3R9,Guanylate_kin,478,662
P40121,Gelsolin,146,221
P40121,Gelsolin,28,107
P40121,Gelsolin,264,341
P09327,Gelsolin,630,708
P09327,Gelsolin,407,489
P09327,Gelsolin,26,108
P09327,Gelsolin,266,343
P09327,Gelsolin,146,221
P09327,Gelsolin,526,595
Q9Y6U3,Gelsolin,146,221
Q9Y6U3,Gelsolin,26,108
Q9Y6U3,Gelsolin,263,341
Q9Y6U3,Gelsolin,626,704
Q9Y6U3,Gelsolin,405,483
Q9Y6U3,Gelsolin,521,590
Q15436,Gelsolin,629,718
P53992,Gelsolin,961,1036
P06396,Gelsolin,196,271
P06396,Gelsolin,454,536
P06396,Gelsolin,679,757
P06396,Gelsolin,75,158
P06396,Gelsolin,313,390
P06396,Gelsolin,574,642
O75366,Gelsolin,23,105
O75366,Gelsolin,143,217
O75366,Gelsolin,404,486
O75366,Gelsolin,263,340
O75366,Gelsolin,627,705
O75366,Gelsolin,523,592
Q13045,Gelsolin,508,591
Q13045,Gelsolin,628,703
Q13045,Gelsolin,1177,1255
Q13045,Gelsolin,756,832
Q15437,Gelsolin,631,720
O15195,Gelsolin,266,341
O15195,Gelsolin,624,699
O15195,Gelsolin,400,482
O15195,Gelsolin,144,220
O15195,Gelsolin,21,106
O15195,Gelsolin,519,588
Q92995,UBA,728,764
Q92995,UBA,653,690
Q9UHD9,UBA,581,618
Q96L34,UBA,331,366
Q7KZI7,UBA,324,360
Q9H7E2,UBA,194,230
Q9P0L2,UBA,331,367
Q9HCJ0,UBA,941,975
P27448,UBA,327,363
P54727,UBA,189,225
P54727,UBA,365,401
O95835,UBA,101,138
P45974,UBA,723,759
P45974,UBA,655,692
Q6ZMT4,PHD,39,88
Q13263,PHD,627,672
Q9P0U4,PHD,28,76
Q03164,PHD,1568,1627
Q03164,PHD,1481,1533
Q9UIF9,PHD,1678,1726
Q9UIG0,PHD,1186,1234
Q96T88,PHD,317,366
Q8IZD2,PHD,120,166
Q8TDI0,PHD,345,390
Q8TDI0,PHD,418,463
Q92794,PHD,264,313
Q92794,PHD,208,265
Q96PU4,PHD,346,395
Q12873,PHD,381,426
Q12873,PHD,458,503
P29375,PHD,295,343
P29375,PHD,1163,1218
O75151,PHD,7,56
Q14839,PHD,372,417
Q14839,PHD,451,496
P28827,MAM,27,183
Q92729,MAM,27,187
O14522,MAM,32,190
O75382,Filamin,319,415
P21333,Filamin,1064,1151
P21333,Filamin,2044,2131
P21333,Filamin,1862,1949
P21333,Filamin,1542,1633
P21333,Filamin,1445,1536
P21333,Filamin,1352,1439
P21333,Filamin,1639,1737
P21333,Filamin,669,760
P21333,Filamin,378,471
P21333,Filamin,2235,2322
P21333,Filamin,477,567
P21333,Filamin,869,962
P21333,Filamin,1157,1246
P21333,Filamin,278,371
P21333,Filamin,1252,1346
P21333,Filamin,573,660
P21333,Filamin,766,863
P21333,Filamin,2554,2643
P21333,Filamin,2426,2513
P21333,Filamin,968,1058
P21333,Filamin,2329,2417
P21333,Filamin,2143,2227
P21333,Filamin,1773,1857
Q9C040,Filamin,322,418
Q2Q1W2,Filamin,482,577
Q14315,Filamin,1536,1627
Q14315,Filamin,1856,1943
Q14315,Filamin,1059,1146
Q14315,Filamin,2038,2125
Q14315,Filamin,1440,1530
Q14315,Filamin,1152,1241
Q14315,Filamin,1347,1434
Q14315,Filamin,761,858
Q14315,Filamin,1633,1731
Q14315,Filamin,2311,2398
Q14315,Filamin,664,755
Q14315,Filamin,372,465
Q14315,Filamin,1247,1341
Q14315,Filamin,272,365
Q14315,Filamin,568,655
Q14315,Filamin,864,957
Q14315,Filamin,471,562
Q14315,Filamin,2632,2721
Q14315,Filamin,963,1053
Q14315,Filamin,1773,1851
Q14315,Filamin,2502,2589
Q14315,Filamin,2406,2493
Q14315,Filamin,2205,2303
O75369,Filamin,1037,1124
O75369,Filamin,1611,1701
O75369,Filamin,1225,1319
O75369,Filamin,351,443
O75369,Filamin,739,836
O75369,Filamin,2190,2277
O75369,Filamin,1818,1905
O75369,Filamin,1418,1508
O75369,Filamin,1325,1412
O75369,Filamin,1514,1605
O75369,Filamin,449,540
O75369,Filamin,251,344
O75369,Filamin,546,633
O75369,Filamin,842,935
O75369,Filamin,1999,2086
O75369,Filamin,642,733
O75369,Filamin,1130,1219
O75369,Filamin,2509,2598
O75369,Filamin,2286,2372
O75369,Filamin,2381,2468
O75369,Filamin,1735,1813
O75369,Filamin,941,1031
O75369,Filamin,2098,2182
P63215,G-gamma,9,75
P49802,G-gamma,252,316
P59768,G-gamma,5,71
Q9UBI6,G-gamma,7,72
Q9P2P5,HECT,1267,1572
Q15386,HECT,778,1083
Q76N89,HECT,1301,1606
Q7L622,HECT,409,696
Q05086,HECT,576,875
Q9HAU4,HECT,443,748
Q9UII4,HECT,731,1024
Q5T447,HECT,562,852
O95714,HECT,4487,4793
P51587,BRCA2,1215,1243
P51587,BRCA2,1974,2002
P51587,BRCA2,1520,1548
P51587,BRCA2,1424,1452
P51587,BRCA2,1005,1033
P51587,BRCA2,1667,1695
P51587,BRCA2,2054,2082
O95292,Motile_Sperm,7,113
Q9P0L0,Motile_Sperm,14,120
Q9UPY3,Ribonuclease_3,1313,1575
Q9UPY3,Ribonuclease_3,1702,1824
Q9NRR4,Ribonuclease_3,1144,1233
Q9P253,Clathrin,620,771
P53675,Clathrin,979,1123
P53675,Clathrin,1274,1419
P53675,Clathrin,1423,1565
P53675,Clathrin,1128,1267
P53675,Clathrin,834,971
P53675,Clathrin,537,679
P53675,Clathrin,686,827
Q9H270,Clathrin,412,548
Q00610,Clathrin,979,1123
Q00610,Clathrin,1128,1268
Q00610,Clathrin,1274,1419
Q00610,Clathrin,1423,1565
Q00610,Clathrin,834,971
Q00610,Clathrin,537,679
Q00610,Clathrin,686,827
P49792,Ran_BP1,2922,3043
P49792,Ran_BP1,1183,1304
P49792,Ran_BP1,2024,2145
P49792,Ran_BP1,2321,2442
Q9UKX7,Ran_BP1,347,468
A6NKT7,Ran_BP1,1346,1467
A6NKT7,Ran_BP1,1049,1170
P0DJD0,Ran_BP1,1330,1451
P0DJD0,Ran_BP1,1033,1154
Q9H6Z4,Ran_BP1,390,505
P43487,Ran_BP1,37,161
Q13526,Rotamase,59,163
Q7Z6G8,PID,1062,1192
Q9Y3P9,PID,151,274
Q9Y6R0,PID,80,202
Q8NEU8,PID,494,613
Q9UKG1,PID,502,633
P49792,zf-RanBP,1606,1635
P49792,zf-RanBP,1665,1694
P49792,zf-RanBP,1781,1810
P49792,zf-RanBP,1479,1508
P49792,zf-RanBP,1543,1572
P49792,zf-RanBP,1415,1444
P49792,zf-RanBP,1724,1753
P49792,zf-RanBP,1351,1381
Q00987,zf-RanBP,299,328
Q8IY57,zf-RanBP,20,46
P49790,zf-RanBP,722,751
P49790,zf-RanBP,851,880
P49790,zf-RanBP,657,687
P49790,zf-RanBP,793,822
Q92804,zf-RanBP,354,385
P35637,zf-RanBP,422,453
Q01844,zf-RanBP,518,549
P98175,zf-RanBP,214,242
Q96QC0,zf-CCCH,907,932
Q96GM8,zf-CCCH,296,321
P0DN76,zf-CCCH,13,39
P0DN76,zf-CCCH,149,175
Q01081,zf-CCCH,13,39
Q01081,zf-CCCH,149,175
Q9UGR2,zf-CCCH,888,913
Q9UGR2,zf-CCCH,755,781
Q9H000,zf-CCCH,33,57
Q9H000,zf-CCCH,167,191
P47974,zf-CCCH,154,180
P47974,zf-CCCH,192,217
Q8N5P1,zf-CCCH,192,217
P42694,zf-CCCH,179,205
O95639,zf-CCCH,143,168
Q9H0J9,zf-CCCH,177,201
P61129,zf-CCCH,302,327
Q9HBD1,zf-CCCH,411,437
Q8IWR0,zf-CCCH,903,927
Q9P2N5,zf-CCCH,274,300
Q9UDW3,zf-CCCH,52,78
P26651,zf-CCCH,104,130
P26651,zf-CCCH,142,168
Q9NR56,zf-CCCH,180,206
Q07352,zf-CCCH,115,141
Q07352,zf-CCCH,153,178
Q5VZF2,zf-CCCH,15,40
Q5VZF2,zf-CCCH,177,203
O75382,zf-B_box,111,151
Q8WV44,zf-B_box,222,263
Q9C040,zf-B_box,114,154
Q13263,zf-B_box,204,245
Q13263,zf-B_box,148,195
Q96DX7,zf-B_box,174,215
Q2Q1W2,zf-B_box,273,314
P29590,zf-B_box,124,166
P19474,zf-B_box,87,128
Q8IYM9,zf-B_box,92,133
Q9BRZ2,zf-B_box,164,205
Q9Y6F1,PARP,333,533
Q9NR21,PARP,147,338
Q9UGN5,PARP,376,577
Q7Z2W4,PARP,737,895
O95271,PARP,1115,1310
Q9H0J9,PARP,507,679
P09874,PARP,808,1007
P49916,zf-PARP,96,181
P09874,zf-PARP,12,89
P09874,zf-PARP,116,199
Q8NHM5,F-box,1052,1104
Q96ME1,F-box,28,71
P41002,F-box,32,72
Q9Y2K7,F-box,890,932
P26641,EF1G,275,381
P07384,Peptidase_C2,56,352
O15484,Peptidase_C2,27,341
O75962,CRAL_TRIO,70,204
O76054,CRAL_TRIO,81,243
P43378,CRAL_TRIO,92,237
O94819,BTB,138,231
Q9Y2K1,BTB,14,120
Q9H116,BTB,21,133
A6NE02,BTB,53,162
Q9P1Z0,BTB,20,77
Q96RE7,BTB,20,124
Q9P2D0,BTB,758,871
Q9P2D0,BTB,554,653
Q6IQ16,BTB,190,297
Q9P2R3,BTB,58,160
Q9Y6Y0,BTB,22,128
Q14145,BTB,67,179
P10074,BTB,16,119
O43791,BTB,190,297
Q05516,BTB,24,126
Q96K62,BTB,23,125
P52739,BTB,24,129
O15392,BIR,18,88
P98170,BIR,166,231
P98170,BIR,29,94
P98170,BIR,268,331
P51798,Voltage_CLC,184,595
P42574,Peptidase_C14,44,274
Q13310,PABP,558,623
Q4VXU2,PABP,535,600
P11940,PABP,549,614
Q9H361,PABP,544,609
Q9H4B4,POLO_box,569,633
Q9H4B4,POLO_box,472,529
Q9NYY3,POLO_box,608,673
Q9NYY3,POLO_box,512,570
P53350,POLO_box,419,476
P53350,POLO_box,517,580
Q03518,ABC_membrane,247,518
Q9NUT2,ABC_membrane,148,425
P08183,ABC_membrane,51,343
P08183,ABC_membrane,711,986
P13569,ABC_membrane,862,1147
P13569,ABC_membrane,81,350
P49913,Cathelicidins,31,131
O43865,AdoHcyase_NAD,289,450
P23526,AdoHcyase_NAD,191,352
P62913,Ribosomal_L5_C,67,165
O75439,Peptidase_M16,68,215
P22695,Peptidase_M16,48,194
P31930,Peptidase_M16,58,205
Q9ULD0,E1_dh,243,569
P08559,E1_dh,66,362
Q02218,E1_dh,256,582
P29803,E1_dh,63,360
P13639,EFG_C,739,828
Q96RP9,EFG_C,644,731
Q15029,EFG_C,826,915
Q9UPN3,Plectin,1770,1808
Q9UPN3,Plectin,1579,1617
Q9UPN3,Plectin,2502,2540
Q9UPN3,Plectin,2688,2726
Q9UPN3,Plectin,1808,1846
Q9UPN3,Plectin,2368,2406
Q9UPN3,Plectin,2292,2330
Q9UPN3,Plectin,1656,1694
Q03001,Plectin,1775,1813
P58107,Plectin,2874,2912
P58107,Plectin,2338,2376
P58107,Plectin,3405,3443
P58107,Plectin,3939,3977
P58107,Plectin,4473,4511
P58107,Plectin,5006,5044
P58107,Plectin,1680,1718
P58107,Plectin,719,757
P58107,Plectin,1604,1642
P58107,Plectin,963,1001
P58107,Plectin,1039,1077
P58107,Plectin,1279,1317
P58107,Plectin,2262,2300
P58107,Plectin,2798,2836
P58107,Plectin,3329,3367
P58107,Plectin,3863,3901
P58107,Plectin,4397,4435
P58107,Plectin,4930,4968
P58107,Plectin,1930,1968
P58107,Plectin,4354,4397
P58107,Plectin,2006,2043
P58107,Plectin,318,356
P58107,Plectin,2219,2262
P58107,Plectin,2755,2798
P58107,Plectin,3286,3329
P58107,Plectin,3820,3863
P58107,Plectin,4887,4930
P58107,Plectin,1355,1393
P58107,Plectin,605,643
P58107,Plectin,74,112
P58107,Plectin,643,681
P58107,Plectin,150,188
P58107,Plectin,394,432
P58107,Plectin,1566,1604
P58107,Plectin,1892,1930
P58107,Plectin,926,963
Q15149,Plectin,2942,2980
Q15149,Plectin,3601,3639
Q15149,Plectin,4179,4217
Q15149,Plectin,3860,3898
Q15149,Plectin,4448,4486
Q15149,Plectin,3270,3308
Q15149,Plectin,2866,2904
Q15149,Plectin,3194,3232
Q15149,Plectin,3525,3563
Q15149,Plectin,4103,4141
Q15149,Plectin,3936,3974
Q15149,Plectin,4524,4562
Q15149,Plectin,4065,4103
Q15149,Plectin,4279,4308
Q15149,Plectin,2828,2866
Q15149,Plectin,3487,3525
Q15149,Plectin,3822,3860
P15924,Plectin,2650,2688
P15924,Plectin,2367,2405
P15924,Plectin,2291,2329
P15924,Plectin,2124,2162
P15924,Plectin,2048,2086
P15924,Plectin,2726,2764
P15924,Plectin,2253,2291
P15924,Plectin,2467,2496
P11498,HMGL-like,563,837
Q8WW22,DnaJ_CXXCXGXG,135,201
O60884,DnaJ_CXXCXGXG,143,209
P31689,DnaJ_CXXCXGXG,134,200
Q96EY1,DnaJ_CXXCXGXG,236,296
O95278,CBM_20,7,118
P62906,Ribosomal_L1,18,212
J3QSV6,Ribosomal_L1,43,258
O76021,Ribosomal_L1,43,259
P98194,Cation_ATPase_C,726,898
P23634,Cation_ATPase_C,867,1049
Q13733,Cation_ATPase_C,805,1014
P20648,Cation_ATPase_C,810,1020
P54707,Cation_ATPase_C,814,1024
Q16720,Cation_ATPase_C,876,1058
O14983,Cation_ATPase_C,784,987
P50993,Cation_ATPase_C,796,1005
P16615,Cation_ATPase_C,783,986
Q01814,Cation_ATPase_C,902,1084
P13637,Cation_ATPase_C,789,998
P20020,Cation_ATPase_C,879,1061
P05023,Cation_ATPase_C,799,1008
P98194,Cation_ATPase_N,26,94
P23634,Cation_ATPase_N,46,116
Q13733,Cation_ATPase_N,51,119
P20648,Cation_ATPase_N,54,122
P54707,Cation_ATPase_N,58,126
Q16720,Cation_ATPase_N,51,121
O14983,Cation_ATPase_N,4,72
P50993,Cation_ATPase_N,41,109
P16615,Cation_ATPase_N,4,72
Q01814,Cation_ATPase_N,48,118
P13637,Cation_ATPase_N,33,101
P20020,Cation_ATPase_N,51,121
P05023,Cation_ATPase_N,43,111
P33316,dUTPase,121,250
Q99798,Aconitase_C,582,712
