uniprot,start,end
Q96E29,69,96
O95248,91,123
O95248,1067,1116
O95248,1268,1318
O95248,1606,1631
O95248,1723,1757
Q9Y216,554,660
Q9NXD2,196,217
Q86WG5,1674,1694
P42345,1812,1867
P42285,16,74
Q765P7,256,302
Q765P7,318,442
Q765P7,457,522
Q765P7,538,599
Q765P7,638,664
Q765P7,691,720
Q9ULD2,1,50
Q9ULD2,184,236
Q9ULD2,524,560
Q9ULD2,592,622
Q9ULD2,701,815
Q9ULD2,1237,1270
Q13505,1,133
Q5HYI7,278,312
Q96NY9,84,130
Q14764,856,893
Q92614,1,34
Q92614,140,167
Q92614,318,338
Q92614,1450,1480
Q92614,1852,1901
Q92614,1962,2054
P10242,336,368
O75592,87,127
O75592,172,192
O75592,609,628
O75592,898,928
O75592,1993,2012
O75592,2321,2340
O75592,2709,2931
O75592,2943,2963
O75592,2979,3020
O75592,3066,3086
O75592,3605,3631
O75592,3915,3934
P01106,204,295
Q9P2K5,1,101
P35580,1127,1147
P35580,1696,1728
P35580,1872,1976
P35749,858,882
P35749,1744,1800
P35749,1866,1972
Q7Z406,1,46
Q7Z406,1371,1415
Q7Z406,1592,1623
Q7Z406,1905,1942
Q7Z406,1958,1995
A7E2Y1,1946,1983
P35579,1035,1057
P35579,1118,1137
P35579,1877,1960
P14649,1,51
Q32MK0,146,256
Q32MK0,273,334
Q32MK0,347,462
Q12965,919,966
Q12965,993,1053
O00160,913,1009
O00160,1021,1044
Q9Y4I1,598,631
Q9UM54,934,955
Q5VU43,698,732
Q5VU43,1193,1214
Q5VU43,1591,1614
Q5VU43,1633,1690
Q5VU43,2081,2103
Q5VU43,2127,2156
O14974,290,628
O14974,643,928
O60237,1,50
O60237,342,517
O60237,556,579
O60237,606,864
O60237,918,948
Q86UW6,1,40
Q86UW6,95,129
Q86UW6,712,756
Q86UW6,788,822
Q86UW6,836,862
Q86UW6,890,913
Q86UW6,1580,1606
P41227,178,235
Q15742,1,22
Q15742,135,237
Q15742,380,416
Q15742,502,525
Q9UPR5,22,42
Q96RE7,131,153
Q96RE7,210,292
P0DI83,37,64
P0DI83,94,198
Q9H0A0,990,1025
A0A0U1RRE5,1,68
O60934,326,346
O60934,396,415
O60934,430,478
Q14596,699,728
Q14596,750,793
Q14596,848,879
P13591,766,858
O15394,764,818
O14594,362,414
O14594,456,479
O14594,494,513
O14594,533,579
O14594,682,732
O14594,820,844
O14594,876,955
O14594,1275,1321
Q09161,1,26
P52298,124,156
Q53F19,15,42
Q53F19,185,233
Q53F19,332,419
Q53F19,436,620
O00533,693,716
O00533,1131,1163
O00533,1189,1208
Q9Y2A7,640,665
P55160,638,670
Q13772,501,524
Q9HCD5,1,78
Q9HCD5,148,173
Q9HCD5,375,428
Q9HCD5,444,537
Q9HCD5,560,579
O14777,1,74
Q9NXR1,181,246
Q9NXR1,279,335
Q9GZM8,315,345
Q92597,325,394
Q9UN36,1,21
Q9UN36,334,371
O95182,32,51
P17568,113,137
Q9Y6M9,136,162
P19404,213,249
Q9ULJ8,1,66
Q9ULJ8,87,117
Q9ULJ8,147,213
Q9ULJ8,251,395
Q9ULJ8,627,647
Q9ULJ8,839,865
Q9ULJ8,888,952
Q9ULJ8,1051,1098
Q96SB3,1,165
Q96SB3,216,447
O76041,1,24
Q8NHV4,369,411
Q8NHV4,507,532
Q96FI4,278,390
Q8NG66,398,445
P51956,302,325
P51956,441,490
Q9HC98,1,32
Q8TDX7,1,21
Q86SG6,277,301
P18615,30,67
P18615,79,258
Q9Y6K9,358,395
Q92979,1,34
Q92859,1041,1097
Q92859,1138,1160
Q92859,1174,1206
Q92859,1235,1276
Q92859,1289,1381
Q6NW34,437,457
Q92686,39,78
O76050,1,41
O76050,491,511
Q96JN8,1,48
Q96JN8,207,236
Q96JN8,691,716
Q96JN8,1086,1123
P17677,1,238
Q8WWR8,284,357
Q0ZGT2,1,66
Q0ZGT2,105,127
Q0ZGT2,254,278
Q0ZGT2,313,336
Q0ZGT2,487,513
Q0ZGT2,551,584
Q16236,334,449
Q16236,571,605
P21359,2787,2839
O94856,713,740
O94856,915,934
O94856,1011,1040
O94856,1090,1111
O94856,1248,1347
O94916,34,89
O94916,114,141
O94916,175,220
O94916,241,265
O94916,640,666
O94916,841,891
O94916,958,996
O94916,1211,1304
O94916,1316,1371
O94916,1473,1502
P12036,58,83
P12036,456,1026
P07196,462,543
P07197,1,51
P07197,485,851
Q12986,1,295
Q12986,1081,1109
P23511,299,347
Q9UJF2,1,87
Q9UJF2,684,704
Q9UJF2,751,782
Q9UJF2,803,869
Q9UJF2,910,953
Q9UJF2,1116,1139
Q8NEJ9,124,169
Q8NEJ9,277,315
Q15599,107,144
Q15599,240,337
Q9H093,355,493
Q9H093,531,562
P19338,1,303
P19338,640,710
Q8WVJ2,134,157
Q9Y266,62,108
Q9Y266,129,170
Q9UHK0,1,108
Q9UHK0,277,357
Q9UHK0,413,435
Q7Z417,1,100
Q7Z417,155,189
Q7Z417,204,234
Q7Z417,261,341
Q7Z417,369,402
Q9Y6R0,1,68
Q9Y6R0,223,283
Q9Y6R0,372,421
Q9Y6R0,434,464
Q9Y6R0,537,609
Q14980,549,593
Q14980,747,766
Q14980,926,958
Q14980,988,1013
Q14980,1090,1225
Q14980,1275,1296
Q14980,1734,1761
Q14980,1826,1901
Q14980,1955,2115
Q9UKX7,1,25
Q9UKX7,122,148
Q9UKX7,201,224
Q9UKX7,238,269
Q9UKX7,304,345
P52948,512,535
P52948,614,633
P52948,662,682
P52948,886,937
Q9BXS6,47,186
Q9BXS6,216,267
Q9BXS6,286,319
Q9BXS6,401,427
O15381,84,175
O15381,197,236
O15381,496,523
Q9UBU9,1,86
Q16633,1,23
Q5W0B1,276,334
Q5W0B1,436,460
Q5W0B1,570,602
Q5W0B1,687,726
P11182,147,168
Q5BJF6,392,413
P36957,152,225
P10515,29,49
P10515,184,219
P10515,312,346
O00330,142,175
O00330,225,268
O75665,719,744
O75665,757,794
O75665,824,904
O75665,963,1012
Q9ULD0,81,100
Q8N543,373,435
O15527,324,345
Q13415,183,233
Q13415,269,312
Q13415,360,382
Q13415,412,476
Q13416,81,199
Q01804,1,22
Q01804,323,449
Q01804,472,567
Q01804,911,1114
Q8N573,1,89
Q8N573,151,194
Q8N573,299,406
Q8N573,431,537
O95747,315,360
O95747,404,427
Q96HA1,1,27
Q96HA1,136,220
Q96HA1,319,530
Q96HA1,602,776
Q96HA1,959,986
Q96HA1,1226,1249
A8CG34,1,24
A8CG34,90,200
A8CG34,296,507
A8CG34,579,747
A8CG34,936,966
A8CG34,1202,1229
Q9Y5P8,41,131
Q9UBL9,400,471
Q9H244,319,342
O00443,1,61
O00443,618,639
O00750,45,188
O00750,259,315
Q9BTU6,1,74
P04637,50,96
P04637,282,325
P04637,351,393
P32322,294,319
Q86YP4,1,59
Q86YP4,73,119
Q86YP4,172,238
Q86YP4,561,585
Q8WXI9,62,123
Q8WXI9,213,235
O15350,78,104
O15350,314,345
P27986,80,108
O00459,81,117
O00459,254,279
O00459,295,320
P47712,409,457
Q9UQ80,358,394
Q86U42,1,115
Q13310,436,459
Q8IZE3,504,544
Q8IZE3,568,598
Q8IZE3,629,652
Q8IZE3,723,742
Q9BY11,175,194
Q9BY11,309,386
Q9UNF0,314,426
Q9UKS6,155,184
Q9UKS6,311,364
Q6VY07,1,72
Q6VY07,78,97
Q6VY07,262,299
Q6VY07,377,428
Q6VY07,476,542
Q6VY07,760,804
Q15004,23,111
Q8N7H5,1,23
Q8N7H5,361,531
Q8NC51,33,292
Q8NC51,328,408
Q13153,1,77
Q13153,159,198
Q13153,211,251
Q13177,1,81
Q13177,143,164
Q13177,169,188
O75914,1,72
O75914,164,212
O75914,228,262
O96013,95,301
Q8WX93,1,22
Q8WX93,52,169
Q8WX93,183,238
Q8WX93,609,653
Q8WX93,673,728
Q8WX93,740,846
Q8WX93,1096,1134
O75781,31,160
O75781,247,296
O75781,335,378
Q58A45,102,147
Q58A45,284,307
Q58A45,325,392
Q8TE04,32,161
Q9BZ23,34,94
Q9BZ23,127,198
I0J062,35,215
Q5JQF8,170,200
Q4VXU2,431,458
Q8NDF8,1,105
Q8NDF8,435,572
Q5XG87,35,171
Q5XG87,580,612
Q5XG87,717,772
Q9H0J9,234,268
Q9NPB6,257,346
Q9BYG4,356,376
Q86W56,1,69
Q86W56,183,350
O95453,560,639
P09874,198,233
P09874,361,385
Q9UGN5,1,77
Q9Y6F1,1,30
Q9Y6F1,454,482
Q86TB9,1,26
Q86TB9,314,345
Q86TB9,360,399
Q96IZ0,1,253
P49023,17,138
P49023,159,260
P49023,291,335
Q96AQ6,1,155
Q96AQ6,354,377
Q96AQ6,447,573
Q96AQ6,698,731
Q08174,884,1045
Q15154,1,92
Q15154,111,163
Q15154,354,392
Q15154,422,492
Q15154,523,548
Q15154,614,652
Q15154,699,726
Q15154,915,947
Q15154,1085,1109
Q15154,1152,1211
Q15154,1232,1342
Q15154,1725,1868
Q15154,1880,1944
Q15154,2005,2024
Q9Y6V0,1,154
Q9Y6V0,177,583
Q9Y6V0,650,929
Q9Y6V0,945,1058
Q9Y6V0,1120,1163
Q9Y6V0,1183,1386
Q9Y6V0,1391,1410
Q9Y6V0,1423,1868
Q9Y6V0,2169,2192
Q9Y6V0,2365,2438
Q9Y6V0,2504,2537
Q9Y6V0,3407,3508
Q9Y6V0,3558,3626
Q9Y6V0,3652,3746
Q9Y6V0,3833,3908
Q9Y6V0,4278,4301
Q9Y6V0,4389,4411
Q9Y6V0,4597,4618
Q9Y6V0,4645,4690
Q9Y6V0,4830,4907
Q9Y6V0,4930,4986
O95613,1,71
O95613,81,100
O95613,569,589
O95613,1619,1638
O95613,1954,1974
O95613,2168,2214
O95613,2318,2374
O95613,2875,2910
O95613,3084,3126
O95613,3224,3299
P29122,1,39
P29122,658,683
P49585,1,33
P49585,313,367
Q8WUM4,713,809
Q8WUM4,832,868
O00408,16,42
O00408,196,221
Q14432,1,42
Q14432,436,482
Q14432,590,640
Q14432,1023,1062
Q14432,1100,1141
Q13370,1,26
Q13370,418,471
Q13370,1017,1051
Q13370,1092,1112
P27815,1,128
P27815,294,331
P27815,682,705
P27815,866,886
Q08493,1,31
Q08493,45,64
Q08493,181,200
Q08493,636,655
Q08493,664,712
P16499,821,860
P51160,830,858
O60658,16,46
O60658,341,360
O76083,87,141
O76083,564,593
P07237,471,508
Q13087,492,525
P30101,484,505
Q15084,141,161
Q9BY77,370,393
Q15120,383,406
P50479,104,180
Q96HC4,121,165
Q96HC4,196,240
Q96HC4,255,340
Q96HC4,354,381
Q9NR12,82,142
Q9NR12,176,226
Q9NR12,239,258
O15530,26,80
Q29RF7,1150,1337
Q9NTI5,1117,1447
Q9H792,44,66
Q9H792,117,141
Q9H792,334,411
Q9H792,489,517
Q9H792,551,577
Q9H792,671,700
Q9H792,713,764
Q9H792,802,920
Q9H792,1052,1102
Q9H792,1138,1158
Q9H792,1402,1456
P16284,658,715
P36955,20,39
Q9UBV8,1,111
Q86TG7,21,74
Q86TG7,310,344
Q86TG7,683,708
Q8IZL8,473,497
Q8IZL8,639,1130
Q96RR1,637,684
O15055,1,79
O15055,473,557
O15055,617,646
O15055,764,838
O15055,931,985
O15055,1018,1050
O15055,1077,1106
O15055,1231,1255
P41219,447,470
O00541,294,314
O00541,448,515
O00541,565,588
Q92968,1,68
O43933,346,367
O43933,1260,1283
Q96HS1,32,59
Q96GW7,391,641
P16234,1018,1089
P09619,1019,1106
Q15124,1,26
O00264,51,71
O00264,173,195
O15173,1,33
O15173,202,223
Q9C0D0,331,355
Q9C0D0,376,410
Q9C0D0,462,494
Q9H814,1,33
Q9H814,83,111
Q9H814,183,211
Q8IXK0,1,49
Q8IXK0,230,307
Q8IXK0,337,388
Q8IXK0,407,444
Q8IXK0,473,493
Q8IXK0,529,561
Q8IXK0,688,720
Q8IXK0,732,769
Q9UPV7,28,99
O75151,447,634
O75151,646,674
O75151,719,799
O75151,817,846
O75151,877,1078
Q8IWS0,139,211
Q8IWS0,330,365
Q8WV24,39,67
Q8WV24,190,222
Q8WV24,293,401
Q86UU1,150,187
Q86UU1,211,334
Q86UU1,370,535
Q86UU1,653,707
Q86UU1,936,1019
Q86UU1,1119,1138
Q86SQ0,1,43
Q86SQ0,60,159
Q86SQ0,187,212
Q86SQ0,265,286
Q86SQ0,525,567
P20941,1,70
P43119,322,376
Q99570,875,898
Q99570,1307,1326
Q5UE93,343,363
P48426,288,329
Q9UBF8,1,30
Q9UBF8,101,120
Q9UBF8,248,318
O60331,45,67
O60331,526,578
O60331,593,642
O75925,465,511
O75925,599,632
O75928,579,621
Q9Y6X2,597,617
Q8N2W9,443,510
Q8WXW3,712,757
Q13492,559,580
Q9NRD5,376,415
Q9NQM4,1,22
Q9NQM4,34,68
Q9BSJ6,1,32
Q9BSJ6,117,205
Q13526,33,54
Q9Y237,1,39
Q96BK5,1,28
Q96BK5,96,115
Q96BK5,147,177
Q96BK5,189,307
Q9GZU8,22,52
Q9GZU8,155,195
Q00169,250,270
Q99697,35,99
O75364,1,71
Q96J94,1,64
Q8TC59,28,65
Q8TC59,151,199
Q8NG27,1,363
Q8NG27,380,454
Q9NWT1,312,392
Q9P0L9,1,59
Q9P0L9,759,805
Q8NEB9,149,170
Q8NEB9,414,433
Q8NEB9,447,467
Q9ULU4,1,57
Q9ULU4,412,513
Q9ULU4,582,884
Q9ULU4,1071,1186
P98161,616,635
P98161,4160,4196
P98161,4243,4303
Q9HB21,291,332
Q9HB21,355,404
Q9Y2H5,1,37
Q9Y2H5,165,318
Q9Y2H5,448,467
Q9Y2H5,663,747
Q9Y2H5,793,858
Q9Y2H5,968,989
Q9Y2H5,1005,1048
Q9HAU0,140,163
Q9HAU0,459,495
Q9HAU0,928,978
Q9HAU0,1025,1116
P08F94,3890,3925
Q3KR16,63,91
Q3KR16,529,677
Q3KR16,690,730
Q3KR16,748,790
Q16512,102,121
Q16512,341,363
Q16512,553,603
Q13835,48,68
Q99959,282,314
Q9Y446,56,82
Q99569,1,31
Q99569,73,310
Q99569,323,348
Q99569,773,810
Q99569,1058,1086
Q9NQ66,469,534
Q9NQ66,834,891
Q9NQ66,963,994
Q9NQ66,1072,1095
Q9NQ66,1173,1216
Q00722,460,533
Q00722,859,888
Q00722,943,979
Q15147,482,511
Q15147,863,895
Q15147,1082,1110
Q8N3E9,461,519
P19174,522,544
P19174,1271,1290
Q15149,144,179
Q15149,1618,1650
Q15149,1794,1836
Q15149,1908,1929
Q15149,2105,2139
Q15149,2217,2307
Q15149,2668,2707
Q15149,2763,2784
Q15149,3310,3331
Q15149,4611,4684
P53350,1,35
P53350,338,364
Q9NYY3,21,70
Q9NYY3,406,433
Q9H4B4,1,35
Q9H4B4,381,417
O00444,323,458
O00444,497,538
O00444,808,828
O94903,251,275
Q8IY17,1,20
Q8IY17,352,436
Q8IY17,449,472
Q8IY17,1306,1375
O14494,260,284
Q5VZY2,250,271
Q7Z2D5,33,54
Q7Z2D5,458,529
Q7Z2D5,669,698
Q7Z2D5,739,763
O43660,135,160
P29590,1,48
P29590,467,589
Q99640,1,29
Q99640,42,75
Q99640,451,485
Q8TF01,74,331
Q8TF01,382,805
Q8N490,32,58
Q96T60,1,20
Q96T60,109,143
Q9UL42,335,364
Q9NRX1,1,71
Q12796,66,175
Q12796,280,300
Q9NPJ4,1,51
Q9NPJ4,61,80
Q9NPJ4,89,110
P14859,1,34
P14859,67,95
P14859,258,283
P14859,357,381
P14859,494,557
Q8TEM1,1853,1887
Q01851,94,117
Q01851,131,197
Q12837,26,93
Q12837,153,188
Q8NA72,1,26
Q8NA72,376,411
Q8NA72,538,575
Q99575,1,95
Q99575,365,399
Q99575,722,762
Q99575,773,792
Q99575,819,838
Q99575,911,936
Q9BZL4,1,43
Q9BZL4,316,686
Q96A00,1,37
Q96A00,118,147
Q96T49,378,403
Q96T49,504,525
P62136,306,330
P62140,305,327
P36873,302,323
Q15435,1,64
Q12972,316,351
Q96QC0,147,210
Q96QC0,247,270
Q96QC0,304,400
Q96QC0,533,580
Q96QC0,617,905
O60927,1,25
O60927,70,126
Q08209,475,521
P16298,1,25
P48454,471,512
Q8TF05,326,374
Q8TF05,413,438
Q8TF05,473,499
Q9NY27,140,417
Q9UPN7,621,881
P05187,425,449
P10696,422,443
O14830,318,382
O14830,409,435
O14830,731,753
Q13427,182,754
O75688,1,20
O75688,423,479
O15297,28,90
O15297,516,591
Q8WY54,21,131
Q8WY54,498,537
O15355,116,139
O15355,161,328
O15355,512,546
Q5JR12,1,103
Q8N3J5,34,55
Q9Y570,1,38
Q9Y570,254,280
P53041,1,23
Q6NYC8,18,231
Q6NYC8,266,500
Q6NYC8,552,595
Q13522,1,171
Q6ZMI0,84,104
Q6ZMI0,760,780
Q5R3F8,250,294
Q5R3F8,508,527
Q5R3F8,589,612
Q5R3F8,654,677
O95685,1,22
O95685,37,94
Q6ZSY5,1,28
Q6ZSY5,53,104
Q6ZSY5,205,241
Q6ZSY5,420,471
Q6ZSY5,569,602
Q6ZSY5,723,742
Q5VV67,1,44
Q5VV67,167,255
Q5VV67,436,555
Q5VV67,681,701
Q5VV67,735,793
Q5VV67,818,873
Q5VV67,1045,1068
Q5VV67,1093,1130
Q5VV67,1182,1209
Q5VV67,1334,1528
O60828,77,265
O43663,446,488
O43663,517,545
O43663,600,620
Q8NCQ7,172,364
P48634,1,20
P48634,49,713
P48634,740,1775
P48634,1806,1874
P48634,2062,2093
P48634,2112,2157
Q5JSZ5,49,269
Q5JSZ5,385,641
Q5JSZ5,830,1045
Q5JSZ5,1107,1528
Q5JSZ5,1576,1599
Q5JSZ5,1650,1763
Q5JSZ5,1790,1809
Q5JSZ5,1861,1890
Q5JSZ5,2086,2126
Q5JSZ5,2138,2229
Q9Y520,28,212
Q9Y520,264,729
Q9Y520,750,788
Q9Y520,804,1118
Q9Y520,1143,1647
Q9Y520,1670,1785
Q9Y520,1905,1991
Q9Y520,2005,2164
Q9Y520,2218,2238
Q9Y520,2257,2290
Q9Y520,2317,2341
Q9Y520,2668,2701
Q9Y520,2824,2896
Q06830,176,199
Q8TCU6,1,40
Q8TCU6,796,819
P04156,26,108
O60260,77,99
O75569,1,21
P51817,1,34
P78527,2050,2073
P78527,3200,3222
Q8WWY3,1,37
Q8WWY3,334,357
Q13523,1,99
Q13523,140,533
Q13523,559,583
O43172,1,20
O94906,1,79
O43395,73,135
O43395,153,183
Q6MZQ0,327,368
Q8TB68,63,148
Q99946,1,142
P54821,1,22
P54821,63,103
P62191,1,49
P62191,84,104
P35998,1,22
P25789,240,261
A5PKW4,25,98
A5PKW4,113,230
A5PKW4,246,402
A5PKW4,430,536
A5PKW4,976,1024
Q9NYI0,36,57
Q9NYI0,104,126
Q9NYI0,310,342
Q9NYI0,364,383
Q9NYI0,395,434
Q9NYI0,741,772
Q9NYI0,999,1048
Q99460,279,318
Q99460,839,881
Q99460,930,953
Q13200,1,52
Q13200,623,645
O43242,1,69
O43242,500,534
P55036,224,255
P55036,300,327
P55036,341,377
Q06323,60,102
P49768,13,68
P49768,305,334
P49810,1,70
Q8WXF1,460,523
O95758,32,55
O95758,435,455
O75127,49,93
O75127,393,414
O75127,672,700
Q6ISU1,196,233
P60484,352,403
Q13308,736,759
Q13308,773,793
P20962,1,102
Q06124,548,571
Q05209,502,639
Q05209,657,725
Q05209,744,780
P18031,338,359
P18031,378,398
Q12923,186,220
Q12923,260,283
Q12923,433,467
Q12923,947,975
Q12923,995,1049
Q12923,1227,1258
Q12923,1273,1362
Q12923,1608,1665
Q12923,1715,1751
Q12923,1971,1996
Q16825,396,445
Q16825,673,692
Q16825,711,745
Q16825,769,806
Q9H3S7,701,812
Q9H3S7,888,1151
Q9H3S7,1513,1636
P54829,1,80
P54829,169,189
P29350,535,595
P35236,1,37
P43378,1,21
Q15257,1,20
A2A3K4,487,554
Q92932,116,141
Q92932,277,305
Q92932,350,384
Q92932,421,512
Q92932,675,719
P18433,39,59
P18433,79,146
P08575,28,163
P08575,993,1014
P08575,1261,1306
P23468,603,623
P23468,1298,1318
P10586,398,417
P10586,693,712
Q13332,700,724
Q13332,1311,1340
O14522,790,839
Q92729,833,861
P23471,442,462
P23471,477,507
P23471,628,650
P23471,1123,1160
P23471,1397,1523
P23471,1543,1572
P23471,1584,1621
O95997,35,90
Q9UHX1,416,437
Q14671,22,73
Q14671,233,272
Q14671,485,524
Q14671,613,648
Q14671,742,773
Q8TB72,106,204
Q8TB72,494,553
Q8TB72,620,650
Q15397,1,124
Q00577,1,55
Q00577,295,322
Q96QR8,1,32
Q96QR8,284,312
Q13610,38,89
Q15269,238,267
Q15269,882,919
O96011,157,176
Q9BRP8,1,32
Q9BRP8,55,151
P27708,1811,1899
P17812,562,591
Q9NRF8,563,586
A0A096LP55,1,30
Q15032,111,146
Q15032,267,287
Q15032,331,370
Q15032,387,439
Q15032,490,537
Q15032,583,625
Q15032,797,825
Q15032,941,977
Q9Y2K5,32,71
Q9Y2K5,105,147
Q9Y2K5,257,376
Q9Y2K5,401,457
Q9Y2K5,480,560
Q9Y2K5,661,725
Q9Y2K5,738,780
Q86UN2,304,382
Q86UN2,397,417
Q86UN3,308,399
Q32P51,181,216
Q32P51,271,320
P51153,173,203
P61106,188,215
P59190,193,212
P62820,178,205
Q9H0U4,174,201
Q9UL25,188,225
Q8WUD1,189,216
O95755,309,333
P20336,194,220
P20339,181,215
P61020,186,215
P51148,185,216
O75943,42,61
O75943,344,377
O75943,606,681
O60216,258,285
O60216,423,489
O60216,517,558
P35241,310,330
P35241,376,407
P35241,462,526
P78406,15,34
P26374,188,209
P26374,609,656
P04049,220,334
P46060,357,430
P11234,180,206
Q86SE5,171,192
Q86SE5,249,291
Q9H6Z4,1,263
Q9H6Z4,332,373
Q9H6Z4,515,567
Q96S59,1,137
Q96S59,461,489
P43487,1,35
P43487,163,201
Q70E73,1,26
Q70E73,179,217
Q70E73,535,570
Q70E73,588,663
Q70E73,675,1036
Q70E73,1050,1162
Q70E73,1176,1250
P10276,52,77
P10276,419,462
Q9NS23,179,203
Q8WWW0,1,118
P62491,183,211
Q15907,184,218
Q8IXT5,119,147
Q8IXT5,247,278
Q8IXT5,544,587
Q8IXT5,631,882
Q8NDT2,1,133
Q8NDT2,219,253
Q8NDT2,547,705
Q15042,592,613
Q15042,908,937
Q8IUD2,1,54
Q8IUD2,590,609
Q8IUD2,814,836
Q7Z6E9,326,347
Q7Z6E9,371,410
Q7Z6E9,532,601
Q7Z6E9,621,640
Q7Z6E9,647,666
Q7Z6E9,674,799
Q7Z6E9,847,1290
Q7Z6E9,1321,1348
Q7Z6E9,1360,1665
Q7Z6E9,1682,1792
Q9Y3P9,1,79
Q9Y3P9,482,527
Q9H2M9,36,67
Q08999,1,45
Q08999,654,678
Q08999,810,832
Q08999,933,999
P98175,1,127
P98175,466,524
P98175,537,569
P98175,620,685
P98175,702,753
P98175,815,861
P57052,184,281
Q9NTZ6,96,116
Q9NTZ6,392,424
Q9NTZ6,717,853
Q96PK6,147,175
Q96PK6,193,232
Q96PK6,284,303
Q96PK6,566,590
Q96T37,1,167
Q96T37,256,298
Q96T37,555,778
Q96T37,865,884
Q9Y4C8,85,119
Q9Y4C8,149,294
Q9Y4C8,491,513
Q9Y4C8,667,729
Q86U06,13,159
P49756,1,30
P49756,171,202
P49756,219,243
P49756,282,442
P49756,498,688
Q5T8P6,106,241
Q5T8P6,334,404
Q5T8P6,460,519
Q5T8P6,853,884
Q5T8P6,966,1007
Q9P2N5,91,143
Q9P2N5,162,235
Q9P2N5,319,412
Q9P2N5,565,592
Q9P2N5,940,968
Q9P2N5,1006,1060
Q9NW13,84,105
Q9NW13,201,330
Q9NW13,594,759
P42696,1,55
P42696,72,123
P42696,134,153
P42696,365,395
P42696,411,430
Q14498,1,146
P98179,81,157
Q9BTD8,1,30
Q9BTD8,319,356
Q8IUH3,1,20
A0AV96,1,25
Q9Y580,90,119
Q9Y580,162,266
Q9Y5S9,1,70
Q9Y5S9,151,174
P29558,30,56
Q15434,29,54
P38159,61,391
P49792,760,802
P49792,1138,1174
P49792,1569,1595
P49792,1633,1657
P49792,1692,1716
P49792,1903,1928
P49792,2188,2224
P49792,2273,2307
P49792,2486,2509
P49792,2556,2584
P49792,2793,2818
Q92804,1,237
Q92804,324,356
Q92804,373,592
Q6ZRY4,1,24
P06400,1,42
P06400,610,632
P06400,860,928
Q5TC82,505,543
Q5TC82,1000,1019
Q5TC82,1058,1078
Q5TC82,1094,1133
Q9HBD1,528,576
Q9HBD1,644,680
P18754,1,36
Q9P258,1,83
Q9P258,502,522
Q9P2K3,147,219
Q9P2K3,346,495
P54727,80,175
P54727,236,276
O95072,278,301
P46063,595,649
O94762,612,645
O94762,681,761
O94762,780,901
P78563,1,79
P78563,486,518
Q9NS39,1,36
Q9NS39,53,105
Q13123,1,84
Q13123,181,205
Q13123,294,403
Q9P260,1,73
Q9P260,135,177
Q9P260,401,477
Q9H1J1,1,63
Q9H1J1,250,476
Q9BZI7,1,51
Q9BZI7,206,483
Q92900,39,70
Q92900,1009,1058
Q92900,1073,1096
Q92900,1110,1129
Q9HAU5,1,126
Q9HAU5,370,389
Q9HAU5,423,445
Q9HAU5,490,517
Q9HAU5,1018,1098
Q9HAU5,1220,1272
Q8NFH8,169,208
Q8NFH8,433,616
Q9GZR2,1,194
P27694,121,154
P15927,21,41
P35250,1,29
P35251,46,201
P35251,228,379
P35251,496,538
P35251,1081,1148
P35249,1,36
O75154,1,204
O75154,645,664
Q86YS3,138,175
Q86YS3,219,256
Q9BXF6,269,312
Q9BXF6,342,402
Q9BXF6,415,548
Q9NWB1,1,121
O43251,1,127
A6NFN3,1,104
Q14699,169,271
Q14699,449,525
Q14699,551,578
Q6PCD5,95,116
Q6PCD5,138,225
Q6PCD5,257,280
Q9H0H5,183,211
Q9H0H5,249,283
Q9H0H5,582,632
Q9H4X1,1,20
Q9H4X1,57,80
Q6GYQ0,343,384
Q6GYQ0,476,497
Q6GYQ0,715,753
Q6GYQ0,849,910
Q6GYQ0,982,1009
P0DJD0,751,796
P0DJD0,1198,1233
P0DJD0,1291,1316
P0DJD0,1565,1606
A6NKT7,761,805
A6NKT7,1216,1248
A6NKT7,1307,1335
A6NKT7,1581,1622
O14827,710,809
O14827,829,873
O43566,19,58
O43566,192,243
O43566,451,490
O43566,530,566
P41220,14,33
P41220,49,68
P49802,235,256
Q07960,28,52
Q5T5U3,1,42
Q5T5U3,286,325
Q5T5U3,418,458
Q5T5U3,659,751
Q5T5U3,859,885
Q5T5U3,1086,1133
Q5T5U3,1348,1401
Q5T5U3,1418,1575
Q5T5U3,1596,1642
Q5T5U3,1655,1686
Q5T5U3,1860,1958
Q9UNA1,624,696
Q9NRY4,1058,1089
Q9NRY4,1124,1146
Q9NRY4,1177,1207
Q9NRY4,1446,1499
Q9C0H5,110,154
Q9C0H5,226,369
Q9C0H5,405,545
Q9C0H5,570,599
Q17R89,467,493
Q17R89,530,772
Q17R89,789,818
Q5UIP0,1,25
Q5UIP0,1145,1192
Q5UIP0,1265,1318
Q5UIP0,1397,1464
Q5UIP0,1479,1587
Q5UIP0,1762,1782
Q5UIP0,1846,1889
Q5UIP0,1992,2021
Q5UIP0,2227,2269
Q9UFD9,1,22
Q9UFD9,215,240
Q9UFD9,295,364
Q9UFD9,697,811
Q9UFD9,1251,1273
Q9UFD9,1292,1329
O15034,115,164
O15034,584,615
O15034,629,666
O15034,697,716
O15034,767,787
O15034,805,829
O15034,1029,1052
Q13671,1,53
Q13671,250,282
Q13671,295,342
Q13671,709,783
Q86UR5,1,26
Q86UR5,183,555
Q86UR5,698,732
Q86UR5,870,1013
Q86UR5,1118,1222
Q86UR5,1235,1278
Q86UR5,1332,1394
